fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2018-2019,July,15,KARNATAKA,1530,Yadgir,361980,232.62313,21,48,923.6919866,2360,0,8719,360302,67348,30592,38424,15178,200,1961.837776,16558,22878,70019,144783,12,163253,353644,11079,838.1457898,162600,61,76.78,70.84,99.79,NA
2018-2019,Jan,15,KARNATAKA,1503,BENGALURU RURAL,1439166,206.4897601,48,417,1483.013059,5485,1,8375,1425742,252486,22551,77917,6544,108,4535.024294,29209,58894,43885,111655,1984,80678,199561,13860,2944.011235,670195,83,65.51,58.16,103.09,NA
2018-2019,Jan,15,KARNATAKA,1511,DAKSHINA KANNADA,1122370,185.4108486,44,76,1562.433014,9681,0,17563,1133910,105721,14540,79534,11660,150.94,3815.765168,25419,45572,56939,132779,465,122231,275945,27244,2102.392154,542439,89,64.09,38.21,112.09,NA
2018-2019,Jan,15,KARNATAKA,1513,DHARWAR,1348812,180.1437024,37,134,1875.924544,8349,0,9555,1355021,130937,17520,86558,11867,88.7,4405.609541,36421,68936,70607,202316,792,135792,359036,17904,2440.984997,564804,77,50.3,40.26,125.83,NA
2018-2019,Jan,15,KARNATAKA,1515,KALABURAGI,2567383,130.9792315,35,250,1192.006338,5896,0,16718,2639427,693298,89084,45499,5055,377.4,5026.507539,73510,124335,130627,339785,2513,251198,625986,22614,3457.101202,1441819,74,82.94,85.62,127.63,NA
2018-2019,Jan,15,KARNATAKA,1516,HASSAN,4689582,188.2863959,50,564,7443.489826,17888,0,29086,4734420,654529,65515,82160,7251,250,16607.75861,94510,187961,152697,390918,7505,243974,598702,46974,8914.268783,2248469,76,41.13,37.38,111.95,NA
2018-2019,Jan,15,KARNATAKA,1520,KOPPAL,3181656,174.7008307,48,589,4451.697206,11490,0,13278,3344931,512470,68515,444825,58289,225.05222,10520.37167,69215,134828,120297,392696,5777,243571,787505,24768,5843.622243,1653803,78,60.61,62.34,121,NA
2018-2019,Jan,15,KARNATAKA,1529,RAMANAGARA,3929048,138.7137125,56,245,6632.709,24090,0,16854,4148862,561691,46763,67854,4873,200,12587.74951,72910,141473,118772,294103,8795,165655,402593,40944,5755.040507,2007864,82,56.08,57.79,118.35,NA
2018-2019,June,15,KARNATAKA,1501,BAGALKOTE,520722,182.8533721,22,354,1032.153537,1252,0,12295,518841,83435,38878,35068,16597,75,2055.871801,23382,37926,87003,218935,27,173615,413940,13547,948.7182644,237333,63,68.23,62.08,104.95,NA
2018-2019,June,15,KARNATAKA,1506,BIDAR,426012,202.7382259,24,79,1374.641736,3189,1,15361,423305,112690,52189,65500,28323,54.12439,2286.967173,17612,29933,77327,189273,0,131265,300592,18550,858.2010471,225176,78,82.13,54.81,107.18,NA
2018-2019,June,15,KARNATAKA,1522,MYSURU,415029,222.9287977,23,40,1562.868669,5242,0,22909,414364,81774,70345,49181,41226,153.475,2640.080352,17844,34197,116506,325609,11,244093,674985,28151,923.7366832,208240,87,79.59,34.83,100.13,NA
2018-2019,June,15,KARNATAKA,1525,TUMAKURU,526006,256.9112719,21,142,4762.270522,8542,0,32563,524580,83446,71784,37698,37385,236.3,6346.275672,24531,44571,165383,446798,32,346918,911845,41105,1347.70515,259271,80,61.2,30.88,100,NA
2018-2019,June,15,KARNATAKA,1528,CHIKKABALLAPURA,419756,213.4952382,29,415,1460.09798,3564,0,16134,417501,93581,56025,56987,35802,60,2411.442735,14197,25825,85704,243598,18,175886,484389,19698,891.3447546,201228,82,73.59,53.97,102.26,NA
2018-2019,June,15,KARNATAKA,1529,RAMANAGARA,462264,228.690383,28,65,5572.990707,10023,0,22112,461315,63526,48817,9380,5021,100,6727.973747,15943,29388,117792,304487,27,163217,411966,32135,1054.98304,220979,85,74.21,51.88,100.65,NA
2018-2019,Feb,15,KARNATAKA,1504,BELAGAVI,8214137,206.3390231,42,2211,11571.66474,40216,9,22467,8608854,916642,93741,608874,57671,625.015,29960.10499,204004,330138,312272,764367,5428,616257,1411019,62683,17763.42525,4211503,78,50.97,49.51,127.41,NA
2018-2019,Feb,15,KARNATAKA,1507,VIJAYPURA,2561664,181.87614,43,264,3936.501097,10814,8,16050,2592288,503746,55511,32887,3823,225,8876.254449,59977,115425,102905,272488,4625,226290,606442,26864,4714.753352,1069254,67,60.99,62.72,144.5,NA
2018-2019,Feb,15,KARNATAKA,1508,CHAMARAJA NAGARA,2031883,207.6463121,43,280,2112.533792,10655,0,9313,2022646,533328,59765,183225,20326,127.14316,6439.626778,46464,88058,78550,201140,977,161503,414288,19968,4199.949826,1003294,77,49.04,42.45,130.91,NA
2018-2019,Feb,15,KARNATAKA,1509,CHIKKAMAGALURU,2152433,205.192658,47,178,2109.225499,8400,0,14793,2255644,366463,39757,80715,8548,255,6992.641377,47313,93219,77741,192915,3765,141320,338795,23193,4628.415878,1041673,65,47.08,50.02,124.14,NA
2018-2019,Feb,15,KARNATAKA,1511,DAKSHINA KANNADA,1302567,190.102215,46,82,1562.633014,9994,1,18063,1273878,115699,14553,87961,11663,150.94,4135.243309,27279,49129,57133,133134,914,123511,278397,28057,2421.670295,607102,89,62.52,37.78,124.53,NA
2018-2019,Feb,15,KARNATAKA,1518,KODAGU,488028,188.7185771,45,106,390.5075799,2550,0,2475,464869,47827,6614,22102,2774,55,1322.801742,10220,18349,19394,47753,369,65340,155422,5025,877.2941623,223225,73,33.32,30.08,139.48,NA
2018-2019,Feb,15,KARNATAKA,1520,KOPPAL,3411745,184.5592584,51,628,4457.697206,11703,0,13494,3902528,606036,68600,534448,58323,225.05222,11885.22616,76123,150056,120666,393015,8101,244936,789918,25197,7202.476736,1942796,78,63.78,65.16,139.87,NA
2018-2019,Feb,15,KARNATAKA,1521,MANDYA,2797625,194.4959199,39,265,2352.962107,18093,0,19465,2837534,270572,42815,21407,2838,195.25,8067.099963,71086,122184,133482,330275,3377,273680,631096,37558,5518.887856,1358436,77,58.62,51.61,125.09,NA
2018-2019,Feb,15,KARNATAKA,1523,RAICHUR,9041605,181.8108072,66,531,5466.363387,12958,0,27165,10295133,1656088,90924,2183924,111910,455,24639.0278,155655,315732,190015,526364,35232,258396,681607,40123,18717.66441,5298248,66,69,78.93,124.98,NA
2018-2019,Feb,15,KARNATAKA,1528,CHIKKABALLAPURA,2328322,209.646201,46,1590,2825.16985,11113,0,15113,2416486,491782,53453,325751,34044,147.66,8038.900946,52070,98730,86731,233054,4661,180122,476764,26226,5066.071096,1165371,80,67.51,66.07,123.6,NA
2018-2019,Dec,15,KARNATAKA,1502,BENGALURU,121183,174.7213335,43,14,53.61571643,1030,3,2378,119415,30466,7323,4549,709,15,277.2591968,2767,5562,8899,22596,27,46093,114577,3408,208.6434804,61918,93,93.28,31.01,144.97,NA
2018-2019,Dec,15,KARNATAKA,1509,CHIKKAMAGALURU,1753935,212.1539752,41,150,2081.720073,7497,0,14169,1742563,288734,39738,63535,8543,255,6033.636748,41844,82075,77492,192583,1380,140379,337175,21666,3696.916676,804778,65,47,48.75,105.51,NA
2018-2019,Dec,15,KARNATAKA,1518,KODAGU,360934,197.5526408,40,94,308.9626133,2109,0,2608,359966,38894,6608,17701,2770,55,1075.084952,8807,15735,19302,47615,31,65110,155110,4717,711.1223389,173948,75,37.19,29,115.37,NA
2018-2019,Dec,15,KARNATAKA,1528,CHIKKABALLAPURA,1886928,211.2370819,41,1359,2814.76648,9786,0,15125,1872963,386631,53462,257463,34022,147.66,6918.818866,44955,84728,86548,232902,2000,178963,474693,24911,3956.392386,902002,81,66.08,64.13,105.5,NA
2018-2019,Oct,15,KARNATAKA,1505,BALLARI,3325510,225.9089653,38,344,3285.147708,10510,1,10329,3319888,761223,116085,806062,124680,206.92951,10992.00185,86829,178300,154131,493304,1123,267563,834703,20839,7499.924629,1648829,64,75.17,81.35,100.19,NA
2018-2019,Oct,15,KARNATAKA,1507,VIJAYPURA,1094631,232.2487581,32,140,3590.673341,7520,4,13620,1086606,213986,56484,14401,3762,222.5,6336.802282,33931,64661,98894,281773,109,214227,604518,21140,2523.628941,442953,65,57.92,59.37,110.96,NA
2018-2019,Oct,15,KARNATAKA,1508,CHAMARAJA NAGARA,1028815,223.032061,32,199,1688.596502,6166,0,12142,1026580,293083,60004,93053,20269,127.14316,4105.342194,31139,59088,77288,200736,52,156840,408111,18308,2289.602532,506186,79,54.56,42.49,112.08,NA
2018-2019,Oct,15,KARNATAKA,1514,GADAG,1380059,238.628726,34,226,2753.073552,8340,0,14242,1375434,237375,47768,116458,22824,95.7348,6130.988984,40297,77278,98679,279509,167,136430,363492,22582,3282.180631,628958,79,70.97,67.11,103.37,NA
2018-2019,Oct,15,KARNATAKA,1516,HASSAN,2733982,223.5817002,38,406,6558.991126,14386,0,26332,2727282,375228,65737,50215,7330,250,12906.69459,70000,137370,151798,392646,493,241821,598901,40718,6097.703466,1297558,76,40.75,35.42,103.49,NA
2018-2019,Oct,15,KARNATAKA,1518,KODAGU,202225,215.9522324,36,65,308.9626133,1727,0,2332,202025,22586,6610,10325,2748,35,780.2401109,5588,9988,18903,46995,6,64259,153888,4059,436.2774976,100800,78,48.91,29.28,111.38,NA
2018-2019,May,15,KARNATAKA,1505,BALLARI,887201,160.0708594,20,130,83.80347365,1381,1,13930,885694,181882,115032,223327,123588,206.92951,1708.470981,42921,82871,151034,488475,10,261672,824164,15311,1417.737997,446896,69,86.63,84.13,100.18,NA
2018-2019,May,15,KARNATAKA,1518,KODAGU,44459,163.0846682,22,22,0,364,4,2809,44420,5465,6692,2439,2708,13,85.4422096,1957,3389,18513,46794,0,63944,154333,3173,72.4422096,22020,83,67.33,20.91,114.66,NA
2018-2019,May,15,KARNATAKA,1521,MANDYA,167012,233.3852437,14,49,158.7987172,2769,14,22858,166742,19272,42384,1278,2783,0,547.9499402,11191,17991,129780,323970,0,265137,616220,25627,389.151223,82206,81,78.89,50.04,100.52,NA
2018-2019,May,15,KARNATAKA,1522,MYSURU,251069,212.3407229,21,32,66.01041602,2955,15,23797,250745,51439,70182,28673,41008,0,598.4441616,11715,22342,115698,324149,4,242676,672359,26752,532.4337456,126732,87,79.03,33.27,100.1,NA
2018-2019,May,15,KARNATAKA,1523,RAICHUR,1255617,111.2084313,25,180,282.3079362,1694,3,18802,1252857,194851,86385,267627,104827,0,1675.590552,48374,94657,171000,493992,5,221951,616804,20496,1393.282616,651200,66,76.52,80.14,104.37,NA
2018-2019,May,15,KARNATAKA,1525,TUMAKURU,308757,276.5403951,18,99,0,4503,1,35246,307971,55283,71789,24106,37428,27.5,879.1642201,16787,30404,164950,446931,1,346025,911374,39749,851.6642201,153249,79,64.24,31.67,100,NA
2018-2019,May,15,KARNATAKA,1527,UTTARA KANNADA,160422,188.8956254,18,27,1.9,814,19,10467,159933,12182,15294,8937,8570,278,582.0064406,8876,14391,76371,197552,1,155964,379036,11281,302.1064406,78962,80,76.73,53.54,103.18,NA
2018-2019,Aug,15,KARNATAKA,1522,MYSURU,843543,231.3743685,29,72,2171.817933,11034,0,19270,842445,156122,70615,95620,41620,153.475,4274.494732,29018,56342,118477,329286,52,248182,682621,30304,1949.201799,418046,86,72.53,38.76,100.23,NA
2018-2019,Aug,15,KARNATAKA,1523,RAICHUR,4777289,196.0854766,43,382,4183.022764,8283,0,19136,4762723,768780,88548,1008173,108256,0,13522.03086,109738,221370,180509,510914,630,236953,643685,27419,9339.008096,2443899,65,76.68,85.99,101.01,NA
2018-2019,April,15,KARNATAKA,1507,VIJAYPURA,62645,447.0805079,16,14,0,754,33,14551,62357,12311,57431,1245,3870,0,278.7859923,3804,6642,96303,290945,1,207861,611611,15305,278.7859923,25542,64,58.87,49.89,109.63,NA
2018-2019,April,15,KARNATAKA,1508,CHAMARAJA NAGARA,26098,270.9611026,15,12,1.79106,433,75,14045,25939,9350,61649,2299,20720,0,72.0756604,1728,3264,74943,205384,0,151778,409391,14478,70.2846004,13022,80,61.35,52.39,122.87,NA
2018-2019,April,15,KARNATAKA,1511,DAKSHINA KANNADA,103879,139.8343048,21,10,0.7,682,38,17755,103567,10928,15399,7065,12200,0,145.5221945,4783,8079,55107,137298,1,115522,272195,18437,144.8221945,50974,89,66.69,35.44,102.5,NA
2018-2019,April,15,KARNATAKA,1515,KALABURAGI,35707,283.3001346,10,5,0,615,189,13335,35671,8858,82318,192,4621,112.5,213.555991,3274,5070,112392,311366,0,217135,572887,13950,101.055991,20835,75,76.52,92.84,99.95,NA
2018-2019,April,15,KARNATAKA,1517,HAVERI,58759,397.8048593,19,8,166.8144866,849,56,25505,58628,9532,47733,7643,37081,50,450.0395195,2998,5817,116388,312280,0,199455,505646,26354,233.2250329,26602,80,41.44,42.84,103.85,NA
2018-2019,April,15,KARNATAKA,1520,KOPPAL,153056,165.6742425,23,44,0,2158,41,16987,152746,19923,69423,20190,58555,0,253.0607785,6503,11716,117521,395043,0,236725,781544,19145,253.0607785,75684,77,51.08,54.8,114.02,NA
2018-2019,April,15,KARNATAKA,1527,UTTARA KANNADA,78804,160.5562673,15,15,0,496,58,10334,78394,6165,15274,4158,8572,0,125.8664802,5066,8186,76222,197352,0,155772,378816,10830,125.8664802,39172,79,72.96,55.15,100.92,NA
2018-2019,March,15,KARNATAKA,1501,BAGALKOTE,3150000,225.2056915,47,1109,2889.840137,7189,0,13267,3008893,473991,39774,195218,16710,367.509,10033.54742,63088,107070,93627,226843,7231,187603,432518,20456,6776.198286,1392889,65,55.67,59.36,130.33,NA
2018-2019,March,15,KARNATAKA,1502,BENGALURU,200000,216.1689277,47,14,58.17377075,1423,2,2085,143526,35734,7332,5159,709,15,383.4323858,3051,6167,8918,22621,48,46279,114919,3508,310.2586151,74250,93,92.89,30.47,158.45,NA
2018-2019,March,15,KARNATAKA,1508,CHAMARAJA NAGARA,2200000,225.5984961,44,285,2412.670522,11110,0,8960,2100902,551883,59742,190427,20319,178.72087,7330.994709,47282,89581,78541,201028,1133,162032,415071,20070,4739.603317,1043333,77,48.44,42.1,133.74,NA
2018-2019,March,15,KARNATAKA,1511,DAKSHINA KANNADA,1450000,239.5945503,47,87,1917.416175,11358,1,17358,1356583,121123,14547,93489,11658,230.94,5398.655114,28691,51761,57164,133154,1175,124481,280232,28716,3250.298939,645455,89,61.58,37.48,126.4,NA
2018-2019,March,15,KARNATAKA,1512,DAVANAGERE,4400000,222.3530909,57,355,6611.482596,12396,4,18428,4944331,971791,76033,840410,55014,314.9,17920.2554,85664,180834,132845,335288,10140,245915,597913,30824,10993.8728,2290403,67,51.1,55.39,122.25,NA
2018-2019,March,15,KARNATAKA,1514,GADAG,2800000,241.330855,44,401,3326.711113,11349,5,14488,2654934,462540,47779,234916,22800,265.7348,9999.620835,59323,115962,99286,279657,4965,138928,366933,25837,6407.174921,1209653,77,68.76,70.13,124.46,NA
2018-2019,March,15,KARNATAKA,1524,SHIVAMOGGA,3300000,230.6430024,32,482,2960.020093,11905,0,15867,2871928,544709,82182,136071,18207,437.5,10021.42106,89244,153492,142406,369915,2650,210663,511749,27772,6623.900966,1451281,74,67.5,64.4,128.29,NA
2018-2019,June,15,KARNATAKA,1507,VIJAYPURA,222956,276.8685234,21,39,2547.875541,2613,5,13681,221852,44647,57528,3564,3865,165,3327.113898,10535,19865,96950,291034,8,209652,613370,16294,614.2383566,92427,64,61.43,54.23,111.27,NA
2018-2019,June,15,KARNATAKA,1513,DHARWAR,195021,243.8381499,18,28,1229.552384,4134,0,8542,194824,21554,17527,15648,11923,88.7,1793.307621,10267,18451,69850,202377,1,133931,357234,12676,475.0552371,82714,77,64.63,45.89,116.59,NA
2018-2019,June,15,KARNATAKA,1515,KALABURAGI,362200,222.856432,19,41,928.3830332,1287,13,13858,360890,90876,83372,4060,4816,235.25,1967.89961,18291,30185,115313,315989,2,222298,581104,15145,804.2665773,201633,74,80.81,92.06,105.03,NA
2018-2019,June,15,KARNATAKA,1516,HASSAN,520676,207.0384884,23,145,4168.354016,4896,0,26312,519971,81050,66443,11032,7429,100,5344.894115,22191,41762,149941,399061,8,239731,608792,31208,1076.540099,248790,77,46.32,31.95,101.47,NA
2018-2019,June,15,KARNATAKA,1519,KOLAR,278983,210.5583711,18,68,2415.481129,3786,2,17855,278557,66764,81421,17533,19955,0,3002.006211,14939,23421,103261,298962,0,198571,546960,21641,586.5250817,133455,79,64,48.74,108.32,NA
2018-2019,June,15,KARNATAKA,1520,KOPPAL,635808,211.7761611,28,234,2148.62757,3899,0,16539,633897,94448,69465,81951,58659,150,3641.070302,22314,41326,118393,395567,62,238572,784250,20438,1342.442732,311870,77,50.68,56.09,106.66,NA
2018-2019,June,15,KARNATAKA,1526,UDUPI,100508,213.179963,22,8,159.955721,896,5,7127,100405,5732,5120,4489,4482,9.9999,383.9989629,4373,7920,26933,67369,9,62865,141048,8023,214.0433419,62276,93,92.59,53.97,106.56,NA
2018-2019,June,15,KARNATAKA,1527,UTTARA KANNADA,239666,226.9402441,19,35,498.0541815,1691,2,10002,239044,18265,15300,13573,8566,278,1318.541219,12444,20284,76524,197755,1,156180,379290,11693,542.4870371,118103,80,79.47,53.67,102.92,NA
2018-2019,June,15,KARNATAKA,1530,Yadgir,197174,267.4902196,18,28,494.7737537,1249,0,8907,196090,36770,30517,20381,15105,200,1219.295325,10504,14438,69293,144204,2,162608,355335,10156,524.5215716,88860,59,75.11,68.76,99.96,NA
2018-2019,April,15,KARNATAKA,1504,BELAGAVI,939095,177.4031055,15,802,0,4017,2,44759,931256,122983,92438,76527,56574,126,1778.077065,61594,96287,295216,747735,0,584398,1375948,48776,1652.077065,455962,79,70.61,41.03,101.17,NA
2018-2019,April,15,KARNATAKA,1505,BALLARI,286934,149.8909004,16,42,0,783,10,13553,286296,56158,114868,71796,123287,0,429.1316523,17801,32984,150108,487289,1,260219,822008,14336,429.1316523,144943,72,81.57,73.84,99.96,NA
2018-2019,April,15,KARNATAKA,1528,CHIKKABALLAPURA,131141,207.914123,23,151,0,1293,10,17031,130607,30434,56188,18631,35896,0,271.5503986,5529,9736,85306,243965,0,175134,484437,18324,271.5503986,63287,83,77.55,57.13,101.08,NA
2018-2019,Sep,15,KARNATAKA,1503,BENGALURU RURAL,718917,226.5891375,39,248,1152.163719,4054,1,6249,715762,127011,21300,36387,6259,108,2882.002662,17900,35607,40931,105978,105,75276,189327,10303,1621.838943,339587,81,68.43,58.94,100.3,NA
2018-2019,Sep,15,KARNATAKA,1523,RAICHUR,5300632,209.4501435,45,404,4706.958799,8944,0,19780,5283237,859910,88663,1107573,108463,455,16227.70628,115396,233178,181559,511896,816,238470,645334,28724,11065.74748,2708998,65,75.3,84.85,101.07,NA
2018-2019,Sep,15,KARNATAKA,1529,RAMANAGARA,1260000,218.6325687,36,124,6122.286578,19520,0,16942,1256721,164008,46756,22120,4867,200,9069.887983,34245,64759,117283,292894,129,162637,398971,36462,2747.601404,604058,84,73.75,55.24,100.46,NA
2018-2019,Oct,15,KARNATAKA,1512,DAVANAGERE,2138612,222.8414029,43,214,6395.411497,10144,0,16100,2128146,423089,75737,391658,55321,276.9,11414.7019,49289,102235,130643,333892,542,239393,581363,26244,4742.390403,982918,70,51.43,53.12,99.57,NA
