fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2018-2019,Oct,15,KARNATAKA,1525,TUMAKURU,2371559,230.8487184,35,439,7172.801401,20394,0,28990,2360929,308577,72153,150903,37602,336.8,12959.77574,65607,122824,167779,448851,560,351693,917464,49384,5450.174338,1144248,79,48.79,34.01,100.4,NA
2018-2019,Oct,15,KARNATAKA,1529,RAMANAGARA,1696276,214.9966525,39,150,6249.203201,20570,0,17493,1690806,223858,46762,29473,4869,200,10084.3795,42661,81111,117587,293088,231,163177,399534,38063,3635.176301,816111,84,71.08,56.95,100.36,NA
2018-2019,Feb,15,KARNATAKA,1506,BIDAR,1924013,182.2506406,41,210,1701.677476,8933,1,15522,2134658,534399,53479,320757,29782,94.12439,5686.229746,51415,88504,84464,195549,2782,147977,321802,24455,3890.42788,1132103,74,65.59,52,165.09,NA
2018-2019,Feb,15,KARNATAKA,1516,HASSAN,4805312,209.3824078,52,586,7443.489826,19230,0,28691,5125072,712445,65512,88693,7246,250,18424.48898,97885,195073,152824,390946,9803,244521,599465,47921,10730.99916,2434522,76,41.5,37.64,120.28,NA
2018-2019,Feb,15,KARNATAKA,1530,Yadgir,2134008,194.6353375,39,132,1606.663821,6200,0,11696,2116045,430555,32088,226223,16047,200,5925.235147,53202,75374,76265,152644,2374,175885,370066,17896,4118.571327,986979,68,68.36,67.05,126.05,NA
2018-2019,May,15,KARNATAKA,1502,BENGALURU,5376,230.7155878,21,2,5.54446,148,46,2353,5376,1503,7150,351,680,15,32.94773,248,475,8379,21605,0,45694,113875,2501,12.40327,2935,92,100,31.32,122.94,NA
2018-2019,May,15,KARNATAKA,1504,BELAGAVI,1622835,204.2176291,18,1117,399.8800744,6852,0,44476,1609403,191602,92110,132522,56296,360,4046.564723,85252,133732,296075,744081,23,588750,1376001,51328,3286.684649,807766,79,73.44,46.16,104.78,NA
2018-2019,May,15,KARNATAKA,1508,CHAMARAJA NAGARA,88769,203.8490154,16,35,1.79106,772,37,14015,88532,30204,61634,7356,20707,51.23447,233.4971403,5461,10251,75174,205423,0,152261,409862,14787,180.4716103,44110,81,62.4,49.44,106.9,NA
2018-2019,May,15,KARNATAKA,1509,CHIKKAMAGALURU,192282,214.8231414,19,29,12.0579475,1484,12,10825,191724,34854,41164,7304,8564,0,423.9254672,9696,17995,76090,198054,0,137134,340415,12309,411.8675197,90186,74,58.26,46.65,100.72,NA
2018-2019,May,15,KARNATAKA,1520,KOPPAL,366333,173.2398583,26,153,69.67348852,2639,10,17062,365358,51926,69447,50466,58565,50,752.6191701,13794,25385,117899,395026,32,237486,782113,19701,632.9456816,178902,77,47.75,55.38,108.51,NA
2018-2019,May,15,KARNATAKA,1528,CHIKKABALLAPURA,246284,189.128535,25,266,334.7964216,1982,2,17074,245096,56899,56101,34781,35828,60,858.3428958,9464,17008,85524,243783,3,175654,484686,19056,463.5464742,119233,83,74.96,52.18,102.51,NA
2018-2019,July,15,KARNATAKA,1511,DAKSHINA KANNADA,402064,222.3055556,32,24,1161.360916,4068,0,17122,400909,41020,15177,28307,11946,70,2122.603895,12507,21924,55711,135755,46,116700,271339,21190,891.2429798,197215,89,71.79,39.22,104.08,NA
2018-2019,July,15,KARNATAKA,1512,DAVANAGERE,708454,253.7264389,32,102,5642.089241,6654,0,15769,705898,159019,75455,130330,56018,163.2,7596.339098,21462,41417,128764,331937,121,235232,573319,22423,1791.049857,327764,73,60.78,54.81,99.82,NA
2018-2019,July,15,KARNATAKA,1520,KOPPAL,1111086,194.8256068,32,342,2985.063304,5867,0,15351,1107595,165453,69437,150164,58660,150,5292.941983,33823,65076,118831,395684,99,239312,784928,21218,2157.878679,543802,77,53.21,56.68,104.39,NA
2018-2019,July,15,KARNATAKA,1524,SHIVAMOGGA,628031,232.550937,17,201,1559.769101,3615,0,17685,627289,130687,81845,31967,18157,215,3233.535548,35151,57208,140085,366471,6,206286,504598,21300,1458.766447,323778,77,83.48,65.81,102.52,NA
2018-2019,Nov,15,KARNATAKA,1501,BAGALKOTE,1864682,227.0565328,37,834,2390.383247,6192,0,11311,1858222,303896,39399,123860,16570,162.509,6772.106692,49615,82971,91528,223811,535,180726,421908,17503,4219.214445,845546,64,56.62,57.25,106.8,NA
2018-2019,Nov,15,KARNATAKA,1509,CHIKKAMAGALURU,1356197,225.2306854,37,129,2081.720073,6839,0,13382,1346927,225336,39793,50092,8520,255,5370.412987,36255,70765,77000,192150,293,138695,334578,20221,3033.692915,620999,65,48.48,48.87,104.12,NA
2018-2019,Dec,15,KARNATAKA,1510,CHITRADURGA,4314343,203.178789,47,281,10236.8289,11902,1,22335,4283879,903743,104429,857103,93659,307.10795,19247.87032,89945,163377,173495,468998,6704,275532,709769,34237,8703.933473,2152295,62,40.88,45.52,145.38,NA
2018-2019,Dec,15,KARNATAKA,1512,DAVANAGERE,3565768,209.1118687,50,296,6602.569159,10983,0,17350,3526120,683151,75891,625032,54782,314.4,14290.50458,70054,149313,131306,332754,4117,242393,590660,28333,7373.535426,1638802,68,49.88,54.24,98.73,NA
2018-2019,Dec,15,KARNATAKA,1513,DHARWAR,1150034,212.644544,34,122,1840.808527,7956,0,9078,1147918,110776,17511,75123,11870,88.7,4370.493524,33210,62621,70547,202248,526,135528,358570,17034,2440.984997,478930,77,50.96,39.32,117.5,NA
2018-2019,Dec,15,KARNATAKA,1514,GADAG,1968816,226.490631,39,333,3287.3222,10061,0,14036,1959852,344175,47797,172315,22822,195.7348,7921.938161,50096,96815,99091,279746,1909,137525,364828,24097,4438.881162,895890,79,69.31,68.15,103.4,NA
2018-2019,Dec,15,KARNATAKA,1516,HASSAN,4134981,216.1914821,46,519,7424.857861,16875,0,28353,4123321,562496,65491,72582,7254,250,16589.12664,88349,175228,152504,390805,4615,243219,597629,45228,8914.268783,1959762,76,40.7,36.6,103.95,NA
2018-2019,Dec,15,KARNATAKA,1519,KOLAR,2846746,213.7448793,45,346,4536.504484,12290,0,16712,2837456,684436,80309,178125,19414,131.31428,10732.73567,61880,105777,106551,295110,4327,205543,547859,29002,6064.916901,1381788,76,61.25,54.53,104.52,NA
2018-2019,Dec,15,KARNATAKA,1521,MANDYA,2040659,218.8652245,33,223,2151.682135,15222,0,20424,2032724,199556,42781,16112,2837,195.25,6795.85808,59923,101721,132992,329438,1153,272088,628255,35646,4448.925946,973515,77,61.98,49.72,102.05,NA
2018-2019,Dec,15,KARNATAKA,1522,MYSURU,2167375,217.3447781,39,155,2883.255978,18777,0,17508,2162535,367161,70857,225597,42040,153.475,7736.887875,55021,108090,121210,333530,502,253882,692482,36285,4700.156897,1057215,85,52.92,44.37,101.3,NA
2018-2019,Dec,15,KARNATAKA,1523,RAICHUR,8128108,189.2187912,57,492,5191.370357,10904,0,25814,8092744,1309172,90579,1737096,111059,455,20959.36273,141389,285234,188142,523055,16233,250756,667038,36718,15312.99237,4160540,68,72.27,81.21,101.45,NA
2018-2019,Dec,15,KARNATAKA,1524,SHIVAMOGGA,1897193,213.5066813,25,377,2322.090268,9251,0,16460,1894585,374918,82141,92353,18197,275,6642.155827,73060,123071,141814,369149,91,209063,509136,25711,4045.065559,949626,75,67.57,61.86,103.91,NA
2018-2019,Dec,15,KARNATAKA,1530,Yadgir,1598092,216.9802902,35,120,1426.256744,5146,0,11304,1587518,317780,31915,174545,15889,200,5070.857907,45230,63714,75182,151070,810,173035,365861,16450,3444.601164,736246,67,69.83,68.21,100.26,NA
2018-2019,Jan,15,KARNATAKA,1502,BENGALURU,136321,154.8459651,46,14,54.06116643,1151,3,2327,137131,33992,7336,5101,709,15,281.4029868,2956,5961,8930,22655,45,46205,114793,3478,212.3418204,70988,93,93.04,31.43,153.54,NA
2018-2019,Jan,15,KARNATAKA,1505,BALLARI,4731366,193.3947622,47,390,3990.221846,12148,1,12162,4826669,1072142,116348,1128931,124827,206.92951,13531.67639,101422,210543,155204,494825,9464,270454,839839,24310,9334.525036,2382203,64,69.02,77.76,107.01,NA
2018-2019,Jan,15,KARNATAKA,1525,TUMAKURU,4313261,186.0237038,47,583,8823.751792,26285,0,29179,4359775,575125,72489,290495,37774,461.8,17395.76673,92135,174836,169846,451588,7455,356486,924654,55464,8110.214934,2112545,79,51.65,38.63,106.53,NA
2018-2019,Aug,15,KARNATAKA,1502,BENGALURU,43140,180.6227487,31,8,49.97114143,460,13,2367,42850,12739,7268,2174,697,15,142.3679892,1343,2610,8628,22117,0,45994,114600,2827,77.3968478,22184,92,99.63,19.71,157.79,NA
2018-2019,Aug,15,KARNATAKA,1505,BALLARI,2510164,223.0643331,33,295,2605.743501,6072,1,12136,2506251,566699,115881,621943,124465,206.92951,8403.22509,75224,153445,153206,492051,411,265746,831758,18208,5590.552078,1252124,65,80,84.66,100.25,NA
2018-2019,Aug,15,KARNATAKA,1509,CHIKKAMAGALURU,521884,229.5751616,27,71,1298.881498,4836,0,11177,519018,90746,40454,18436,8551,75,2565.41791,19017,36269,76299,194944,20,137559,337044,16013,1191.536412,243358,66,62.07,50.51,101.52,NA
2018-2019,Aug,15,KARNATAKA,1514,GADAG,829297,245.1046763,28,159,2328.405446,5807,0,15112,827041,144693,47910,68083,22942,95.7348,4451.256412,29321,55798,98520,280728,34,135986,365114,20919,2027.116166,380963,80,71.71,64.9,101.89,NA
2018-2019,Aug,15,KARNATAKA,1521,MANDYA,774319,230.0314919,22,124,1731.745817,10389,0,19610,772623,81504,42578,5585,2820,95.25,3604.27203,33773,55808,131212,326558,17,268337,621995,29999,1777.276214,379366,79,75.48,44.88,101.01,NA
2018-2019,Nov,15,KARNATAKA,1517,HAVERI,2144672,224.6314988,38,245,4297.17306,7424,0,27661,2139663,314046,48020,246791,37172,166.35,9269.880126,55616,108072,120469,314782,336,206902,513985,35085,4806.357066,941638,81,46.35,41.37,113.54,NA
2018-2019,Nov,15,KARNATAKA,1519,KOLAR,2258337,227.4304262,40,305,4528.204484,10864,0,16996,2251699,550416,80259,143566,19427,73.86763,9723.120746,55345,93442,106018,294375,829,204180,545608,27860,5121.048632,1097702,76,59.91,53.18,104.53,NA
2018-2019,Nov,15,KARNATAKA,1522,MYSURU,1728420,228.9840517,36,135,2880.555978,16949,0,17842,1725976,299929,70734,178265,41952,153.475,6986.240754,47054,92229,120402,332097,293,252049,689055,34791,3952.209775,846362,85,57.18,42.53,101.01,NA
2018-2019,Nov,15,KARNATAKA,1523,RAICHUR,6764952,209.8460222,51,449,5186.630357,10100,0,23300,6739488,1100398,89955,1428838,110278,455,19784.17784,131727,265185,185864,519166,2475,245723,658060,33400,14142.54748,3452965,67,73.4,82.75,101.37,NA
2018-2019,Nov,15,KARNATAKA,1525,TUMAKURU,3055228,233.0653484,39,488,7307.479205,21881,0,29591,3039753,401936,72302,199907,37682,336.8,14728.89013,76552,143822,168625,449948,1265,353195,919617,51472,7084.610921,1471842,79,48.66,35.09,100.3,NA
2018-2019,Nov,15,KARNATAKA,1526,UDUPI,244932,236.1923795,31,18,297.2907923,3244,1,5721,244817,14627,5068,11754,4444,9.9999,885.52979,7859,14352,27485,68048,38,65398,145546,8965,578.2390977,153709,94,88.15,42.28,107.21,NA
2018-2019,Nov,15,KARNATAKA,1529,RAMANAGARA,2258605,212.5184863,43,179,6618.449143,22260,0,16710,2250066,294276,46694,38400,4858,200,11600.25535,51364,98232,117804,292962,796,163579,399638,38970,4781.806204,1087496,83,64.72,57.85,100.27,NA
2018-2019,Feb,15,KARNATAKA,1501,BAGALKOTE,2855439,203.2696264,45,1065,2424.874119,6724,0,13244,2795145,442990,39711,180799,16718,162.509,8269.063918,60857,103109,93475,226789,6009,186405,430916,19968,5681.680799,1288650,65,55.67,58.73,126.79,NA
2018-2019,Feb,15,KARNATAKA,1510,CHITRADURGA,5125815,182.3586254,56,364,10273.03019,12693,1,24205,6099733,1262435,104467,1216668,93773,307.10795,21703.52739,107885,197451,174496,470117,16695,278254,714108,36898,11123.38925,3075816,62,39.74,44.66,191.49,NA
2018-2019,Feb,15,KARNATAKA,1514,GADAG,2538499,213.3722659,43,385,3326.711113,11039,5,14340,2504897,444262,47804,221094,22813,195.7348,8867.201399,57660,112256,99284,279805,4215,138596,366482,25379,5344.755486,1141595,78,68.69,69.4,123.12,NA
2018-2019,Feb,15,KARNATAKA,1517,HAVERI,3480942,201.2117033,47,318,4346.005989,9303,0,29027,3462081,481428,48210,388659,37309,206.25,11518.36814,73465,143498,121769,316857,1927,210245,520013,38330,6966.112149,1518472,81,44.25,41.55,136.51,NA
2018-2019,Feb,15,KARNATAKA,1524,SHIVAMOGGA,2885699,198.4341603,30,466,2350.240249,10846,0,16497,2677007,509834,82215,128322,18208,275,7937.336611,86805,148660,142383,369990,1887,210506,511593,27343,5312.096361,1351418,74,68.01,64.22,125.95,NA
2018-2019,Feb,15,KARNATAKA,1527,UTTARA KANNADA,1337484,182.9122301,35,117,903.5758533,6551,0,11526,1377654,101649,15383,64736,8602,278,3701.473507,38996,66464,78171,200212,1023,160921,387317,18077,2519.897654,673867,81,66.87,46.96,132.49,NA
2018-2019,May,15,KARNATAKA,1503,BENGALURU RURAL,114006,191.1182435,22,58,22.87258172,877,1,6518,113575,21509,20391,6886,6022,0,239.9351267,5102,9860,38276,101097,1,69726,180632,7395,217.062545,55478,80,79.17,53.34,100.9,NA
2018-2019,May,15,KARNATAKA,1513,DHARWAR,115493,233.1990079,16,23,48.39434887,1375,2,10842,115342,12718,17538,9963,11921,0,317.3707486,6844,12187,69781,202362,1,133766,357060,12217,268.9763997,49360,77,65.53,44.47,121.78,NA
2018-2019,May,15,KARNATAKA,1514,GADAG,151715,278.7435627,19,47,531.2179417,1063,2,17024,151406,26999,47883,14132,22935,20,973.2524203,7713,14177,97826,280830,0,134111,363183,18087,422.0344786,69817,80,72.38,69,103.7,NA
2018-2019,June,15,KARNATAKA,1502,BENGALURU,13074,201.72648,23,4,23.2354799,216,33,2370,13074,3542,7193,770,682,15,64.6091999,565,1086,8440,21718,0,45772,114016,2586,26.37372,7038,92,100,15.81,134.54,NA
2018-2019,June,15,KARNATAKA,1503,BENGALURU RURAL,225298,212.2161237,26,89,500.8530241,1416,1,6810,224282,41673,20557,11759,6049,60,1036.815591,8485,16581,38753,101948,8,70418,181814,8226,475.9625665,107965,81,78.59,53.36,100.53,NA
2018-2019,June,15,KARNATAKA,1508,CHAMARAJA NAGARA,190343,243.9746153,19,60,814.5586692,1327,1,14016,190031,62930,61653,16445,20622,51.23447,1329.42054,9758,18452,75579,205189,0,153189,410392,15343,463.6274012,93997,81,63.62,46.71,104.75,NA
2018-2019,June,15,KARNATAKA,1514,GADAG,319026,274.7014298,21,88,1494.093043,1895,0,17083,318271,55615,47945,27410,22938,95.7348,2464.122831,14839,27687,98023,280912,2,134626,363840,18978,874.2949877,147005,80,72.75,66.18,102.81,NA
2018-2019,June,15,KARNATAKA,1518,KODAGU,70160,216.8875534,26,30,169.9741979,760,0,2631,70082,8185,6680,3943,2709,35,356.9733331,2676,4740,18562,46820,0,63873,153911,3391,151.9991352,34654,83,67.49,26.81,114.85,NA
2018-2019,Nov,15,KARNATAKA,1502,BENGALURU,93039,173.1215956,40,11,53.61571643,857,3,2353,91788,24241,7299,3669,711,15,227.5205666,2257,4562,8818,22445,5,45967,114384,3210,158.9048502,47901,93,94.36,30.62,152.17,NA
2018-2019,Nov,15,KARNATAKA,1505,BALLARI,3741658,228.0202655,40,357,3521.427833,10905,1,11090,3734930,845520,116168,907272,124760,206.92951,12244.75464,91934,189483,154439,493811,1913,268171,835790,21995,8516.397302,1852835,64,71.21,79.21,100.16,NA
2018-2019,Nov,15,KARNATAKA,1511,DAKSHINA KANNADA,807331,229.5951106,40,55,1547.111871,8214,0,16500,805184,81373,14538,57184,11616,150.94,3546.714966,20006,35645,56035,131483,168,119381,270994,24714,1848.663096,389824,89,68.52,38.42,104.11,NA
2018-2019,Nov,15,KARNATAKA,1513,DHARWAR,883908,226.366042,30,108,1836.766197,7583,0,8494,882175,87819,17476,60473,11873,88.7,3922.410828,28640,53781,70416,202055,107,135046,357706,16077,1996.944631,367595,77,52.42,39.61,118.09,NA
2018-2019,Nov,15,KARNATAKA,1514,GADAG,1622775,240.6195154,36,273,3287.3222,9197,0,14155,1616434,281223,47768,137693,22823,195.7348,7372.512657,44448,85609,98782,279495,376,136726,363753,23352,3889.455657,738382,79,69.7,67.66,103.26,NA
2018-2019,Nov,15,KARNATAKA,1518,KODAGU,272035,207.8126127,37,75,308.9626133,1909,0,2482,271705,30187,6608,13916,2759,35,908.5998726,7287,12966,19102,47297,12,64722,154539,4391,564.6372593,133349,76,41.83,28.53,112.13,NA
2018-2019,Nov,15,KARNATAKA,1520,KOPPAL,2357613,222.0684138,40,512,4441.912122,9342,0,14177,2349941,367118,68921,306531,58379,225.04,9885.428826,58280,112259,120075,394333,796,242150,786761,23519,5218.476704,1157157,78,54.51,57.77,106.88,NA
2018-2019,Nov,15,KARNATAKA,1521,MANDYA,1611394,232.51855,30,193,2151.682135,13948,0,20011,1605203,161421,42727,12691,2837,195.25,6079.326875,52516,88360,132496,328618,210,271031,626475,33959,3732.39474,773138,78,64.44,48.56,102.09,NA
2018-2019,Nov,15,KARNATAKA,1524,SHIVAMOGGA,1526253,241.6536732,23,338,2322.090268,8159,0,16355,1524345,302839,82078,75638,18182,215,6220.725954,63874,107126,141443,368564,56,208491,508195,24514,3683.635686,763409,76,68.67,62.3,103.81,NA
2018-2019,March,15,KARNATAKA,1506,BIDAR,2050000,223.3770385,42,236,2039.011723,9666,1,15281,2311551,576199,53405,351992,29754,141.53421,7344.020099,53961,93124,84567,195322,3406,148998,322990,24947,5163.474167,1227428,74,64.4,52.01,167.73,NA
2018-2019,March,15,KARNATAKA,1510,CHITRADURGA,5250000,228.6184862,57,367,10280.43019,13596,1,23618,6266018,1294142,103945,1259886,93342,307.10795,24912.81364,109034,199680,174358,468215,17777,278432,712559,37214,14325.2755,3160154,62,40.09,44.73,192.5,NA
2018-2019,March,15,KARNATAKA,1513,DHARWAR,1800000,240.009228,40,142,2052.206328,9300,0,9326,1568485,147331,17503,96803,11871,254.69601,6071.411078,39122,74435,70667,202218,1168,136155,359406,18626,3764.508739,653619,77,49.59,41.1,139.74,NA
2018-2019,March,15,KARNATAKA,1523,RAICHUR,9200000,202.0972028,68,559,6982.031917,14830,0,25985,10979275,1767276,90638,2315165,111683,455,29625.83958,160630,326423,189970,524847,40954,259244,681627,40815,22188.80767,5648635,66,64.9,77.26,128.22,NA
2018-2019,March,15,KARNATAKA,1525,TUMAKURU,5800000,231.5164318,51,645,8824.951792,29036,3,28461,5107208,659805,72474,334265,37770,461.8,21110.77752,99573,189514,169980,451332,11365,357588,925978,57497,11824.02573,2471631,79,53.14,40.86,119.39,NA
2018-2019,March,15,KARNATAKA,1527,UTTARA KANNADA,1500000,220.2508369,36,123,1016.729936,6878,0,11575,1500610,107565,15382,70071,8600,613,4934.83602,40995,70050,78180,200177,1409,161204,387768,18453,3305.106084,730625,81,66.38,47.62,137.2,NA
2018-2019,Jan,15,KARNATAKA,1506,BIDAR,1770028,167.7719951,39,196,1701.677476,8463,1,15284,1854736,460899,53244,272990,29642,94.12439,4907.529458,46929,80874,83806,194561,1873,145432,317604,23747,3111.727592,979811,75,66.95,52.1,146.54,NA
2018-2019,Jan,15,KARNATAKA,1507,VIJAYPURA,2148143,172.786023,40,228,3936.501097,10276,4,15492,2197485,433131,55468,27919,3763,225,7958.448034,54622,105021,102276,273090,3103,223162,603020,25768,3796.946937,904196,67,59.78,61.09,124.82,NA
2018-2019,Jan,15,KARNATAKA,1509,CHIKKAMAGALURU,2033184,179.7636459,45,165,2109.225499,8123,0,14515,2056543,338440,39761,74755,8554,255,6061.142175,45499,89485,77681,192874,2559,140965,338224,22638,3696.916676,949881,65,46.4,49.25,114,NA
2018-2019,Jan,15,KARNATAKA,1518,KODAGU,412285,169.0001804,43,103,390.5075799,2295,0,2613,420782,43474,6617,20042,2772,55,1156.629919,9680,17389,19363,47714,164,65208,155214,4908,711.1223389,202612,74,34.18,29.56,127.47,NA
2018-2019,Jan,15,KARNATAKA,1521,MANDYA,2428056,182.4643451,36,240,2348.362107,16468,0,20240,2438244,234829,42790,19342,2838,195.25,6992.538053,66049,113005,133276,329932,2187,272908,629703,36708,4448.925946,1166277,77,59.19,51.02,109.95,NA
2018-2019,Jan,15,KARNATAKA,1527,UTTARA KANNADA,1138854,167.8872839,32,107,903.5758533,6041,0,11320,1173893,88002,15381,56312,8602,278,3152.392927,35836,60628,78074,200082,312,160357,386389,17361,1970.817074,574276,81,67.99,45.97,116.31,NA
2018-2019,Jan,15,KARNATAKA,1528,CHIKKABALLAPURA,2179604,179.8207328,44,1516,2825.16985,10343,0,15362,2200187,447929,53480,302231,34038,147.66,6929.222236,49531,93629,86688,233071,3592,179704,476051,25705,3956.392386,1060864,80,67.02,65.32,114,NA
2018-2019,July,15,KARNATAKA,1501,BAGALKOTE,845727,211.6032145,26,495,1567.306935,2117,0,12587,842555,139642,39038,59885,16520,162.5,3512.680399,31814,52157,88225,219798,89,175198,414769,14704,1782.873464,380334,63,62.61,57.25,103.7,NA
2018-2019,July,15,KARNATAKA,1503,BENGALURU RURAL,377414,216.3619021,31,138,815.9083356,2958,1,5999,375551,68996,20790,20013,6086,60,1688.457622,12092,23894,39404,103084,22,71707,183797,8957,812.5492869,179476,80,74.34,54.99,100.3,NA
2018-2019,July,15,KARNATAKA,1504,BELAGAVI,2758203,231.031705,23,1453,7744.385223,14484,0,40055,2735755,317644,92398,218608,56463,360.015,14424.86165,114738,181781,299514,747443,120,594137,1381457,54539,6320.461422,1350486,79,68.7,49.7,106.16,NA
2018-2019,July,15,KARNATAKA,1505,BALLARI,2074627,209.3306393,30,268,2052.524003,4215,1,13043,2071251,454837,115536,533508,124252,206.92951,6595.216473,68599,138742,152586,491022,201,264536,829463,17258,4335.76296,1042277,65,82.56,85.9,100.18,NA
2018-2019,July,15,KARNATAKA,1507,VIJAYPURA,424900,230.4207931,24,66,2913.860019,3778,4,13760,422517,81285,57434,5729,3855,165,4052.427042,17599,33830,97515,290873,17,210903,614002,17538,973.5670225,175070,64,61.19,54.99,108.91,NA
2018-2019,July,15,KARNATAKA,1516,HASSAN,945878,197.2818481,27,222,5272.609111,8011,0,25578,944448,140182,66065,19744,7388,100,7235.83358,34861,66418,150463,396261,38,240086,603867,33589,1863.224469,451614,77,44.84,33.96,101.61,NA
2018-2019,July,15,KARNATAKA,1518,KODAGU,93870,225.0124159,28,38,223.289534,999,0,2561,93781,10647,6666,5162,2705,35,469.3084278,3243,5805,18606,46789,0,63808,153565,3560,211.0188938,46742,83,67.25,28.38,113.35,NA
2018-2019,Aug,15,KARNATAKA,1503,BENGALURU RURAL,550769,226.5924521,36,186,1004.431005,3742,1,5781,548442,99140,21069,27612,6157,100,2347.159181,15147,30230,40173,104487,39,74111,187163,9523,1242.728176,261332,80,70.27,57.22,100.27,NA
2018-2019,Aug,15,KARNATAKA,1506,BIDAR,752117,232.3675138,29,116,1597.588676,4572,1,15318,747721,187649,52579,113392,28685,54.12439,3389.173764,24996,43365,79055,191213,14,134307,304490,19890,1737.460698,389900,78,80.09,59.22,112.26,NA
2018-2019,Aug,15,KARNATAKA,1507,VIJAYPURA,640075,243.0327917,27,104,3267.490438,5001,4,13653,635634,125809,57661,8213,3851,165,4977.289493,23268,44383,98598,291354,53,213044,615437,18654,1544.799055,261523,64,58.96,57.06,109.37,NA
2018-2019,Aug,15,KARNATAKA,1513,DHARWAR,409382,236.8630654,22,62,1552.017867,6728,0,7326,408328,43712,17520,30461,11893,88.7,2607.896084,17789,32470,70011,202322,13,134189,357279,14054,967.1782175,169718,78,62,42.84,118.62,NA
2018-2019,Aug,15,KARNATAKA,1515,KALABURAGI,629549,245.2012827,23,65,1112.901679,2415,3,14100,626368,162740,83926,9145,4837,235.25,2884.014049,26554,44040,117168,318257,10,225742,585551,16515,1535.86237,339651,75,77.94,87,105.34,NA
2018-2019,Aug,15,KARNATAKA,1519,KOLAR,934915,215.9752672,28,172,3355.444813,7294,0,17152,932955,227760,81327,62454,19897,73.86763,5444.264497,33136,54035,104182,298193,47,200605,547821,24446,2014.952054,452133,77,62.06,52.37,106.09,NA
2018-2019,Aug,15,KARNATAKA,1525,TUMAKURU,1320685,238.7866542,28,273,7170.301401,14881,0,30415,1315678,178374,71866,88433,37498,236.3,10548.26488,45552,84480,166518,447385,212,349100,913783,45296,3141.663477,641375,79,50.41,31.25,100.53,NA
2018-2019,Aug,15,KARNATAKA,1526,UDUPI,157260,236.0684436,26,13,251.8545702,2197,3,6323,157145,9455,5087,7348,4486,9.9999,632.8242259,5912,10822,27172,67781,10,63838,142959,8520,370.9697557,97192,94,91.3,43.55,106.35,NA
2018-2019,Aug,15,KARNATAKA,1527,UTTARA KANNADA,366094,235.5821391,22,44,777.4732344,2817,1,9863,365202,32406,15319,21428,8581,278,1915.823918,16569,27405,76896,198360,2,156950,380620,12680,860.3506838,180886,81,79.45,50.2,105.72,NA
2018-2019,Sep,15,KARNATAKA,1507,VIJAYPURA,851995,230.1167765,29,121,3481.363846,6410,4,13356,845652,164844,57666,10800,3839,165,5592.350969,28596,54733,99094,290606,72,213878,614853,19766,1945.987123,346533,65,58.7,58.49,111,NA
2018-2019,Sep,15,KARNATAKA,1508,CHAMARAJA NAGARA,770336,227.3040056,30,163,1447.557992,4846,0,12698,768720,223761,61244,69397,20471,51.23447,3246.123814,25538,48314,77029,204579,22,156136,411805,17544,1747.331352,379504,79,55.77,41.44,110.94,NA
2018-2019,Sep,15,KARNATAKA,1509,CHIKKAMAGALURU,734822,217.2673576,29,89,1540.658665,5564,0,11665,730724,122769,40223,26178,8528,75,3203.283391,24480,47022,76405,193878,45,137774,336099,17229,1587.624726,339581,65,57.5,49.54,103.3,NA
2018-2019,Sep,15,KARNATAKA,1511,DAKSHINA KANNADA,563333,228.0436973,36,34,1295.860728,6812,0,15751,561810,58297,14598,38855,11586,70,2647.033024,15599,27426,55188,130400,86,116897,266919,22563,1281.172296,275375,89,70.56,37.38,105.23,NA
2018-2019,Sep,15,KARNATAKA,1514,GADAG,1086615,241.2769655,31,185,2491.284031,7275,0,14485,1083280,189108,47879,90168,22892,95.7348,5200.723942,34592,65995,98604,280480,69,136216,365015,21760,2613.705112,497344,80,70,63.83,102.86,NA
2018-2019,Sep,15,KARNATAKA,1515,KALABURAGI,727994,247.4551641,24,81,1144.889789,4223,1,13254,724222,189004,84090,10883,4860,235.25,3172.264527,29184,48503,117823,318538,12,226946,586318,17477,1792.124738,390972,75,76.56,85.19,105.68,NA
2018-2019,Sep,15,KARNATAKA,1521,MANDYA,1003957,233.4375444,25,144,1934.693132,12053,0,19162,1001663,102247,42610,7220,2830,95.25,4368.200642,39794,65989,131580,327153,35,269199,623516,31215,2338.25751,487834,78,72.95,45.52,101.63,NA
