fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2019-2020,Oct,15,KARNATAKA,1506,BIDAR,1857602,267.6472592,39,233,3325.179432,7385,0,13176,2297688,535303,58969,349667,33199,146.95034,9621.828729,58620,98698,98409,218919,186,164209,347874,20561,6149.698957,1212371,69,67.91,56.69,110.43,NA
2019-2020,Oct,15,KARNATAKA,1507,VIJAYPURA,3286623,264.8118935,42,342,5159.142733,7665,3,16707,3236844,593352,61166,38058,4221,139,13869.69062,75942,134257,124609,304457,445,248320,632437,24372,8571.547887,1358010,67,68.8,75.69,102.1,NA
2019-2020,Oct,15,KARNATAKA,1513,DHARWAR,1240884,260.3452162,33,118,2280.938294,3672,0,13970,1151565,94215,17723,66130,11965,68.87532,5347.858003,34161,63367,71910,203587,79,138205,363130,17642,2998.044389,481690,78,53.15,52.3,108.77,NA
2019-2020,Oct,15,KARNATAKA,1527,UTTARA KANNADA,1022136,315.2074658,28,89,1484.387686,5645,0,9298,808543,54704,15302,35057,8381,105,4137.975586,28825,47663,77987,199793,43,162586,390190,14943,2548.5879,396523,82,57.98,52.78,104.19,NA
2019-2020,Sep,15,KARNATAKA,1508,CHAMARAJA NAGARA,1638699,257.008712,39,287,2735.034433,5562,0,8806,1807233,448235,62742,164795,22474,0,7379.780689,45881,83685,86723,218149,159,167589,424304,14368,4644.746256,907323,75,46.61,46.16,108.23,NA
2019-2020,Sep,15,KARNATAKA,1514,GADAG,2412213,255.775304,34,473,3881.671933,4871,0,14636,2353431,357928,50230,198378,23743,0,9901.167228,68359,134168,106652,294702,151,144523,376665,19507,6019.495295,1073992,68,77.84,81.73,101.16,NA
2019-2020,Sep,15,KARNATAKA,1519,KOLAR,2432199,257.2442307,41,388,6198.145111,6578,1,14307,2649736,615563,83658,161654,19947,102.59746,13117.03556,64298,109172,113314,309197,221,212070,556468,20885,6816.29299,1311385,75,69.87,65.31,101.72,NA
2019-2020,Sep,15,KARNATAKA,1525,TUMAKURU,2512947,267.5648041,39,517,6569.215634,17820,1,25999,3272704,412188,74416,208378,38541,200,15525.81968,82381,153286,180940,474626,486,366241,939643,43819,8756.604046,1606857,81,60.99,45.73,100.13,NA
2019-2020,May,15,KARNATAKA,1501,BAGALKOTE,912324,245.5386609,23,634,1541.838378,1684,1,14736,903496,134210,42444,54043,17896,0,3760.270358,38928,62528,104178,247703,23,192469,440524,16420,2218.43198,432766,63,58.34,64.57,102.54,NA
2019-2020,May,15,KARNATAKA,1506,BIDAR,711518,225.8097716,23,130,2164.371072,1925,0,15325,703771,178230,57724,109044,32290,71.04092,3824.59568,29522,48164,93730,211527,5,156068,334947,17250,1589.183688,379262,73,77.03,61.2,127.04,NA
2019-2020,May,15,KARNATAKA,1508,CHAMARAJA NAGARA,601368,270.4458905,24,138,1540.597831,1828,0,10434,597317,154029,62354,55492,22171,0,3156.017111,24255,43185,84864,215116,7,163387,417102,12262,1615.41928,301485,77,45.61,40.26,109.55,NA
2019-2020,May,15,KARNATAKA,1511,DAKSHINA KANNADA,269893,251.4893451,28,24,881.4728467,3873,0,14897,269701,17122,14872,16232,12012,0,1559.742125,9517,16119,59804,139587,14,125704,282614,18770,678.2692785,125033,88,52.28,36.15,100.23,NA
