fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2019-2020,May,15,KARNATAKA,1516,HASSAN,848153,268.9308954,25,180,5172.015604,3949,0,26930,845835,123885,64875,14539,7254,0,7446.727243,33064,62284,155244,395709,19,245916,601429,30879,2274.711639,408778,76,36.4,33.15,100.76,NA
2019-2020,May,15,KARNATAKA,1517,HAVERI,769964,255.443144,24,129,2408.893589,1031,0,30223,765700,95911,49069,86309,38096,36.19092,4401.012663,31701,58350,125409,324191,7,212060,522992,31254,1955.928154,339888,82,32.93,43.05,108.32,NA
2019-2020,May,15,KARNATAKA,1520,KOPPAL,1096387,273.6624922,23,348,2282.996303,590,0,14817,1087907,153625,73711,165365,64181,100,5360.189712,47287,89320,134665,431014,4,251422,801219,15407,2977.193409,552030,71,69.38,71.66,100.72,NA
2019-2020,May,15,KARNATAKA,1525,TUMAKURU,910485,324.0105038,23,234,5110.829041,9336,1,27597,907554,121852,74045,61079,38446,100,8151.399329,38977,70529,178478,470910,11,360935,931550,36933,2940.570288,452337,81,55.88,34.84,100.04,NA
2019-2020,April,15,KARNATAKA,1505,BALLARI,1585561,202.4956854,22,217,1.5,1108,1,15680,1506425,284417,126123,417283,136417,0,3051.94563,66957,131544,172862,542147,11,277489,851679,16788,3050.44563,767091,61,84.89,86.15,99.98,NA
2019-2020,April,15,KARNATAKA,1506,BIDAR,282387,267.0359467,17,70,0,824,8,15463,279504,71249,57394,42931,31964,0,746.3761526,16001,25631,92587,209681,0,153794,331455,16287,746.3761526,150730,74,70.35,48.55,121.27,NA
2019-2020,April,15,KARNATAKA,1508,CHAMARAJA NAGARA,276875,292.7996442,18,102,12.375,710,2,10747,275214,66504,62229,27321,22111,0,818.2006128,15138,26696,84432,214493,0,162472,415638,11457,805.8256128,139458,77,42.76,37.21,109.83,NA
2019-2020,April,15,KARNATAKA,1509,CHIKKAMAGALURU,229147,320.4371073,19,36,0.002,1186,0,14334,228342,34758,40525,7921,8446,0,731.6944996,11502,21516,80924,201406,1,141797,339551,15520,731.6924996,107716,60,53.12,50.37,101.49,NA
2019-2020,April,15,KARNATAKA,1513,DHARWAR,179355,225.6204238,16,34,0,349,4,13797,177487,14741,17651,11371,11910,0,400.4469216,10733,18966,71245,202452,0,136901,360791,14146,400.4469216,75645,76,41.1,45.41,121.15,NA
2019-2020,April,15,KARNATAKA,1517,HAVERI,338421,301.369662,19,74,8.2,516,7,29744,336604,42442,48964,40698,38030,0,1022.622337,17625,31821,124976,323485,0,211361,521826,30260,1014.422337,149521,82,27.92,42.48,110.5,NA
2019-2020,April,15,KARNATAKA,1519,KOLAR,375411,287.8870143,17,140,1.07333,706,1,17099,373635,88075,83393,26115,19909,102.59746,1179.317436,21827,34824,111588,307360,0,208290,551894,17805,1075.646646,183114,77,63.97,50.96,101.5,NA
2019-2020,April,15,KARNATAKA,1522,MYSURU,179401,225.5457478,18,27,1.6,997,45,17185,176039,30364,69463,16107,41280,47.5,446.1484789,9609,17574,123511,335836,0,259395,703277,18182,397.0484789,87320,84,47.8,36.93,105.86,NA
2019-2020,April,15,KARNATAKA,1526,UDUPI,48952,247.1969868,20,6,0,179,25,6012,48851,2178,5013,1439,4536,0,120.7582,2365,4184,28964,71610,1,67924,150744,6191,120.7582,29796,95,84.73,61.96,101.53,NA
2019-2020,June,15,KARNATAKA,1501,BAGALKOTE,1453641,241.5127206,29,866,1544.978378,2367,0,14888,1441476,212743,42768,87133,17976,20,5046.326283,49409,80974,105542,249993,115,194689,444252,17255,3481.347904,694674,63,59.1,66.54,102.92,NA
2019-2020,June,15,KARNATAKA,1504,BELAGAVI,3575917,266.8702526,26,1287,2962.974821,5397,0,24108,3440759,314560,93247,256122,59056,200,12345.33706,131962,199897,325436,778691,118,631536,1431427,29505,9182.362235,1819363,73,50.47,57.9,103.7,NA
2019-2020,June,15,KARNATAKA,1507,VIJAYPURA,1691459,262.8597967,32,277,2650.180868,3938,3,17462,1720964,319901,60402,20627,4213,70,7243.90334,53447,93706,118879,299570,101,237000,619704,21400,4523.722472,725659,67,71.87,75.5,100.99,NA
2019-2020,June,15,KARNATAKA,1511,DAKSHINA KANNADA,372265,263.2510051,32,30,884.0142367,4637,0,14700,377458,24189,14879,22560,12028,0,1877.676216,11780,20158,60030,140032,52,126193,283584,19337,993.6619788,173905,88,55.1,38.5,100.27,NA
2019-2020,June,15,KARNATAKA,1524,SHIVAMOGGA,1671965,261.4421742,25,333,1478.593728,2368,0,15908,1617722,315119,80790,86807,17886,0,5708.001297,62563,104195,140971,366330,79,213361,516172,18276,4229.407569,854257,70,79.94,81.43,101.52,NA
2019-2020,March,15,KARNATAKA,1506,BIDAR,2839646,265.6736859,44,271,4031.92665,9666,0,12195,3043101,702881,59310,455235,33581,238.10218,12354.74742,68172,114930,99858,221323,331,170226,357951,21861,8084.718593,1611018,67,56.82,48.08,109.9,NA
2019-2020,March,15,KARNATAKA,1507,VIJAYPURA,5024137,265.5281527,55,397,6444.407421,13630,3,14231,4922504,895940,61840,57365,4247,256.5,19771.54136,89233,158443,126526,307515,13107,254698,642740,27861,13070.63394,2060430,69,64.48,73.08,102.6,NA
2019-2020,March,15,KARNATAKA,1511,DAKSHINA KANNADA,1105736,263.8373194,49,79,2308.065734,11833,0,13038,1290962,80407,14993,80072,12155,158.2,5872.305269,26120,46504,61739,143322,2149,130488,292117,24871,3406.039535,576530,88,56.92,45.53,100.42,NA
2019-2020,March,15,KARNATAKA,1514,GADAG,4105895,264.2314138,42,542,4905.868894,8645,0,12361,3190048,512393,50228,265086,23695,200,13534.97782,75814,150145,106785,294719,2808,145413,378100,21006,8429.10893,1453030,66,74.5,79.44,102.66,NA
2019-2020,March,15,KARNATAKA,1517,HAVERI,3398448,266.8836658,46,330,5743.366175,10090,0,26431,3175979,413869,49474,367356,38393,298.06929,14517.60465,68615,132278,127251,327418,5457,216953,532021,36521,8476.169181,1408569,82,43.9,46.8,107.14,NA
2019-2020,March,15,KARNATAKA,1520,KOPPAL,5031760,265.708728,50,936,7465.329953,7773,2,11243,5005444,750245,73747,730767,64074,300,21065.23153,99441,197616,137113,431507,4590,260403,813262,19016,13299.90158,2504538,70,72.94,74.03,105.01,NA
2019-2020,March,15,KARNATAKA,1521,MANDYA,2068310,272.235189,42,248,5134.207843,12114,2,10616,2842726,256342,42463,19963,2852,152.5,13025.60834,66888,113981,136800,336886,2825,281975,645250,22730,7738.9005,1375551,69,48.34,56.41,105.54,NA
2019-2020,March,15,KARNATAKA,1523,RAICHUR,15188217,253.556354,61,614,9820.514268,25357,0,15203,11101286,1775141,97982,2329630,122700,140,38108.5303,181849,368445,216150,575199,25837,287222,732613,40560,28148.01603,5754005,63,65.34,74.97,100.48,NA
2019-2020,March,15,KARNATAKA,1527,UTTARA KANNADA,1562501,295.6977736,37,126,1694.259227,7882,0,8859,1443826,91599,15302,60852,8384,289.55,6253.170564,38386,64563,78136,200041,2078,163345,391571,16741,4269.361337,697452,80,53.02,51.8,103.72,NA
2019-2020,Aug,15,KARNATAKA,1502,BENGALURU,56189,259.0722291,33,10,27.54232499,510,8,1905,51914,14011,7288,2117,733,15,177.037082,1569,3157,9121,22903,1,46721,115803,2415,134.494757,26614,90,79.25,43.57,125.28,NA
2019-2020,Aug,15,KARNATAKA,1505,BALLARI,7513358,246.0804866,47,492,4543.178746,6477,1,15521,6034198,1311339,127245,1584415,137503,50,19442.16255,125804,262669,176407,547212,2439,284861,864105,21998,14848.9838,3068771,57,82.74,87.69,100.41,NA
2019-2020,Aug,15,KARNATAKA,1509,CHIKKAMAGALURU,1080100,249.8927676,38,135,2488.827356,4364,0,17269,1477431,221790,40734,42463,8475,50,6230.820572,38067,73674,82503,204125,215,144411,344080,21633,3691.993216,688733,58,52.08,64.6,102.19,NA
2019-2020,Aug,15,KARNATAKA,1519,KOLAR,2101006,256.0993518,38,359,6198.145111,5615,1,14873,2306407,534104,83649,140521,19930,102.59746,12207.43595,60011,101481,113128,309169,158,211506,555948,20488,5906.693378,1140106,75,69.56,64.74,101.59,NA
2019-2020,Aug,15,KARNATAKA,1530,Yadgir,876593,324.0631623,29,68,1998.351503,5133,0,8175,1044615,190964,35647,104089,17818,200,5583.563906,34978,49000,87913,173264,42,186105,385014,13308,3385.212403,515871,68,75.49,75.52,99.88,NA
2019-2020,Dec,15,KARNATAKA,1514,GADAG,3250500,260.2863587,38,499,4324.392851,7463,0,12873,2781090,437153,50218,234989,23717,100,11663.19075,72476,142947,106723,294730,1130,144944,377335,20336,7238.797894,1267854,67,77.73,81.38,102.31,NA
2019-2020,Dec,15,KARNATAKA,1525,TUMAKURU,3386240,263.1951989,45,626,7552.639247,21923,7,24274,4325773,538129,74750,277252,38726,300,19237.8661,95709,178719,182704,477964,1659,388780,981028,46197,11385.22685,2116960,80,58.73,46.07,100.29,NA
2019-2020,Nov,15,KARNATAKA,1501,BAGALKOTE,3119571,255.169387,39,1226,3243.224867,6584,0,12862,2746429,407726,43352,156212,18185,155,10406.27091,68727,114958,109088,255602,2249,200962,454198,19446,7008.046044,1289184,63,50.78,61.61,104.73,NA
2019-2020,Nov,15,KARNATAKA,1511,DAKSHINA KANNADA,798895,253.4326967,42,54,1744.893447,9611,0,13147,883112,57742,14973,54956,12094,78.88,4061.868003,20668,36473,61251,142403,511,128906,288955,22758,2238.094556,397743,88,54.62,42.04,100.55,NA
2019-2020,Nov,15,KARNATAKA,1514,GADAG,2966509,259.5172992,37,491,4324.392851,6706,0,13375,2662343,414948,50273,225113,23752,100,11333.6335,71432,140888,106732,294845,642,144811,377218,20081,6909.240648,1214157,68,77.99,81.6,102.05,NA
2019-2020,Nov,15,KARNATAKA,1521,MANDYA,1494354,277.2477358,36,212,4245.786434,9296,0,12886,2134838,200975,42450,14434,2848,100,10264.57645,58551,98608,136580,336492,673,280828,643130,22182,5918.790018,1043492,69,47.95,56.38,103.48,NA
2019-2020,Nov,15,KARNATAKA,1523,RAICHUR,10973487,259.7217936,53,592,9141.657711,22118,0,13826,9311291,1484046,97958,1937292,122649,0,33325.10971,173641,350187,215760,574859,3876,283941,726821,35944,24183.452,4841534,64,76.87,85.14,100.14,NA
2019-2020,Nov,15,KARNATAKA,1525,TUMAKURU,3090390,266.861884,43,591,7545.752247,21057,6,24283,3956173,497107,74691,254612,38696,300,18403.27005,91266,170133,182283,477235,773,382842,970169,45340,10557.5178,1939774,80,59.34,46.05,100.15,NA
2019-2020,Nov,15,KARNATAKA,1529,RAMANAGARA,2571396,296.3631017,55,256,11866.65004,14915,0,13593,4181402,549263,47550,69452,4965,0,24258.7827,74970,141653,123288,301378,1158,171073,410417,28508,12392.13266,2033290,71,67.67,69.94,100.04,NA
2019-2020,Dec,15,KARNATAKA,1501,BAGALKOTE,3418215,255.5456908,42,1255,3243.224867,6985,0,12857,3043643,456352,43396,169341,18196,155,11176.1234,71509,119951,109353,256126,4337,201649,455485,19842,7777.898529,1436396,63,49.78,61.03,104.51,NA
2019-2020,Dec,15,KARNATAKA,1505,BALLARI,11720345,247.0412179,50,527,6588.385323,11447,1,12083,6601199,1432093,127314,1700290,137579,325,23221.06773,130861,274395,176589,547547,3701,285674,865741,23530,16307.6824,3338476,56,76.6,82.87,100.69,NA
2019-2020,Dec,15,KARNATAKA,1515,KALABURAGI,4750585,292.8562843,35,306,2595.909361,7289,0,15269,3267613,786368,96090,50472,5481,250,12415.31938,90869,151754,153039,377824,1119,281011,674253,22558,9569.410016,1749673,67,82.43,88.1,107.34,NA
2019-2020,Dec,15,KARNATAKA,1516,HASSAN,2994097,263.5711472,47,475,8658.89312,16685,0,19143,3795646,510498,64956,63536,7251,180,18843.12083,80115,156819,156291,397008,2452,248892,605924,35828,10004.22771,1817858,76,53.01,48.8,105.69,NA
2019-2020,Dec,15,KARNATAKA,1517,HAVERI,2690438,264.720972,40,296,4987.573299,8088,0,27567,2576633,342647,49465,300718,38374,129.34372,11937.80494,63405,121248,127132,327276,1957,216032,530299,35655,6820.887922,1143548,82,42.73,46.48,105.98,NA
2019-2020,Dec,15,KARNATAKA,1520,KOPPAL,3983477,263.4489837,44,878,6697.472597,4953,2,13299,4241273,635353,74091,620167,64438,200,18071.06321,94347,185578,137109,434020,1414,259076,813677,18252,11173.59061,2126342,70,76.19,76.99,104.15,NA
2019-2020,Dec,15,KARNATAKA,1528,CHIKKABALLAPURA,1814836,251.2101479,46,1742,3251.605617,7653,1,13948,2636255,536624,59185,342431,37848,140,10014.1457,56516,107190,98052,260959,960,185175,484563,21601,6622.540086,1282724,74,64.58,73.81,102.21,NA
2019-2020,Dec,15,KARNATAKA,1529,RAMANAGARA,2817562,287.4612759,59,269,11866.65004,15587,0,13421,4690577,618300,47591,79385,4967,150,25500.24253,79089,149898,123444,301669,4025,171453,411110,29008,13483.59249,2280050,71,68.03,70,100.04,NA
2019-2020,Feb,15,KARNATAKA,1504,BELAGAVI,9913434,255.4637378,41,1791,12260.31828,15570,0,16359,7844108,726336,93800,612639,60270,637.5,32936.66978,187835,293393,331086,787394,12810,643579,1449452,31929,20038.8515,4046617,73,48.3,60.42,108.53,NA
2019-2020,Feb,15,KARNATAKA,1514,GADAG,3832169,258.0318302,41,536,4704.220706,7991,0,12808,3104120,498467,50239,258560,23700,100,12813.83835,75219,148814,106785,294779,2452,145335,378039,20799,8009.617646,1414515,67,75.88,80.29,102.65,NA
2019-2020,Feb,15,KARNATAKA,1517,HAVERI,3171885,259.5141984,44,321,5582.726797,8933,0,27384,3019000,394680,49489,349434,38403,182.79684,13600.25729,67317,129589,127247,327495,4469,216735,531721,36317,7834.733649,1338994,82,43.28,46.7,106.89,NA
2019-2020,Aug,15,KARNATAKA,1504,BELAGAVI,5390430,273.9583056,29,1471,8193.77854,9232,0,21096,4509677,425545,93459,336806,59450,200,20748.41324,151611,232768,327366,781521,242,634951,1436278,30328,12354.6347,2325019,73,50.7,58.5,104.95,NA
2019-2020,Aug,15,KARNATAKA,1508,CHAMARAJA NAGARA,1415557,262.430787,36,265,2728.334433,4623,0,9437,1550100,381902,62660,144368,22411,0,6796.274061,42247,76692,86415,217684,109,166834,422996,14060,4067.939629,778536,75,45.05,44.69,108.24,NA
2019-2020,Aug,15,KARNATAKA,1510,CHITRADURGA,2643304,272.4167471,36,256,7005.662413,5917,0,23896,3293909,679933,104952,727877,95397,185,16163.82216,89800,159487,179656,474192,181,285211,723837,29813,8973.159751,1684892,63,57.46,58.73,112.34,NA
2019-2020,Aug,15,KARNATAKA,1516,HASSAN,1919374,258.2197556,39,368,5216.416214,9576,0,24543,2609236,362427,64893,45729,7248,70,12023.97903,65992,127502,155932,396472,414,247306,603062,34119,6737.562821,1255537,76,49.28,44.13,104.1,NA
2019-2020,Aug,15,KARNATAKA,1523,RAICHUR,7708020,253.8960827,51,555,6270.968923,9657,0,24521,8560843,1339963,97763,1782858,122263,0,28006.61395,167015,336668,215107,573781,1811,281490,722264,34178,21735.64503,4462627,64,79.66,88.32,100.03,NA
2019-2020,Aug,15,KARNATAKA,1526,UDUPI,211679,294.0528833,29,11,306.2229535,1470,1,5270,183372,9712,5034,7468,4566,50,895.4336067,6322,11378,29248,72155,21,68887,152706,6740,539.2106532,114821,95,83.03,58.95,101.06,NA
2019-2020,May,15,KARNATAKA,1514,GADAG,870934,210.0220074,22,285,2676.262071,1088,0,15593,860942,130495,49982,76400,23639,0,4484.429742,38986,73404,105593,293088,3,141714,371736,16681,1808.167671,393236,72,68.88,75.98,100.88,NA
2019-2020,May,15,KARNATAKA,1515,KALABURAGI,1385799,287.0518224,23,212,1573.58796,1818,0,16772,1373581,332998,94491,22293,5454,0,5516.477253,57927,94904,146777,368282,3,268097,654386,18590,3942.889293,766402,72,91.11,93.74,115.51,NA
2019-2020,May,15,KARNATAKA,1526,UDUPI,104106,264.1849544,24,7,102.3000414,432,1,5898,103984,4701,5020,3335,4541,0,377.0101244,4183,7469,29029,71740,10,68078,151052,6330,274.710083,64298,95,84.99,64.47,101.7,NA
2019-2020,May,15,KARNATAKA,1530,Yadgir,394419,459.1090036,20,37,1759.019301,1706,0,10285,390938,65955,35153,39129,17661,200,3753.850858,18783,25881,86868,171902,9,183533,382391,11991,1794.831557,194516,67,74.08,73.66,99.79,NA
2019-2020,March,15,KARNATAKA,1504,BELAGAVI,10622015,266.1854201,43,1822,13312.74518,17210,0,14851,8268229,761789,93803,647761,60269,637.5,35959.06528,191318,299366,331145,787441,15116,644422,1450676,32061,22008.8201,4289507,73,47.99,60.42,108.68,NA
2019-2020,March,15,KARNATAKA,1510,CHITRADURGA,5208482,270.1310361,53,344,12691.02495,14558,0,20373,6220101,1222003,105322,1404550,95806,585.66993,30079.11815,115879,209219,180853,476189,9764,288806,730211,34931,16802.42328,3212554,65,60.96,61.94,112.87,NA
2019-2020,March,15,KARNATAKA,1524,SHIVAMOGGA,4966233,270.8287306,36,461,4499.530079,9611,1,11451,3225078,602106,80930,152789,17926,214.62,13448.58789,88245,152651,141904,367766,3936,215680,520094,21062,8734.437808,1640201,69,68.77,74.31,103.16,NA
2019-2020,March,15,KARNATAKA,1528,CHIKKABALLAPURA,2292424,260.2559843,54,2066,4223.935686,10964,1,12333,3627863,737950,59282,495074,37940,300,13965.66625,66315,126288,98371,261558,6068,186652,487581,23297,9441.730561,1773057,72,67.54,75.61,102.48,NA
2019-2020,Sep,15,KARNATAKA,1518,KODAGU,291345,261.9279256,37,62,587.0991201,1004,0,2283,276619,20394,6557,12856,2935,80,1391.641529,7380,12898,21088,51236,25,66181,156551,3287,724.5424085,129850,61,37.21,42.68,113.01,NA
2019-2020,Sep,15,KARNATAKA,1522,MYSURU,997761,260.981743,32,96,2061.562014,6643,0,14236,1255431,198736,69903,120296,41699,205.65994,5543.667661,38698,74430,125578,339790,145,265415,714869,20879,3276.445706,610233,82,43.23,43.38,109.25,NA
2019-2020,Sep,15,KARNATAKA,1524,SHIVAMOGGA,2917662,271.0387322,29,401,2348.963491,4468,0,14828,2193558,435482,80835,111742,17902,60,8354.355284,74109,125718,141334,366742,157,214016,517010,19296,5945.391793,1127732,71,73.69,77.9,102.86,NA
2019-2020,Sep,15,KARNATAKA,1529,RAMANAGARA,2090927,302.0599398,50,227,7215.236876,10871,0,16542,3340796,441420,47474,58600,4954,0,17306.44326,66029,123905,122926,300719,687,170272,408993,27413,10091.20639,1628951,72,66.98,68.75,100.04,NA
2019-2020,Sep,15,KARNATAKA,1530,Yadgir,1014775,316.4573555,32,77,1998.351503,5516,0,8407,1226016,229039,35757,123235,17860,200,6078.169314,38304,53917,88212,173802,70,187575,387922,13923,3879.817811,602357,68,76.51,77,99.91,NA
2019-2020,Jan,15,KARNATAKA,1501,BAGALKOTE,3724055,254.5245772,45,1311,3243.224867,7597,0,12616,3375713,503354,43427,187937,18205,155,11990.24411,74138,124946,109532,256485,6437,202246,456590,20213,8592.019242,1598690,63,48.19,59.97,104.39,NA
2019-2020,Jan,15,KARNATAKA,1507,VIJAYPURA,4333318,255.5968619,50,375,5159.142733,9790,3,16413,4197749,770033,61693,48267,4239,139,16027.45745,83916,148439,125948,306613,7556,251983,638288,26203,10729.31472,1756319,68,66.44,73.74,102.53,NA
2019-2020,Jan,15,KARNATAKA,1516,HASSAN,3261990,260.6787173,48,486,8658.89312,17290,0,18936,4024170,539780,64987,66383,7251,180,19329.04786,82397,161411,156337,397085,3295,249243,606615,36226,10490.15474,1927026,76,53.44,49.54,106.58,NA
2019-2020,Jan,15,KARNATAKA,1519,KOLAR,3570675,252.8721886,51,444,7373.163589,9976,1,12233,3898964,902724,83850,232200,19968,296.63462,17529.19381,75612,129813,113774,310028,6042,213894,559701,22209,9859.3956,1934461,74,67.85,64.98,102.21,NA
2019-2020,Jan,15,KARNATAKA,1522,MYSURU,1464798,254.0271126,39,142,3120.211486,10227,0,11616,1995383,299232,70096,191481,41895,205.65994,8394.685245,50638,98395,126514,341715,1556,268564,721353,21843,5068.81382,965735,81,42.75,43.86,111.17,NA
2019-2020,Jan,15,KARNATAKA,1530,Yadgir,1489776,281.3566498,39,118,2251.730337,6385,1,10995,2122220,409958,36214,222579,18052,200,8422.73743,53295,76962,89484,176193,2381,191003,394073,17380,5971.007093,1033283,70,75.18,75.82,99.96,NA
2019-2020,April,15,KARNATAKA,1501,BAGALKOTE,381048,273.9580164,16,377,0,817,2,14477,379494,57088,42217,23326,17768,0,1039.654235,22682,35529,102931,245665,1,190792,437769,15294,1039.654235,181230,63,53.04,57.5,101.95,NA
2019-2020,April,15,KARNATAKA,1502,BENGALURU,13666,148.4002807,20,4,0,108,54,2065,13538,3688,7247,622,733,0,20.09043,647,1241,9027,22722,0,46436,115267,2173,20.09043,6982,92,78.95,31.12,115.99,NA
2019-2020,April,15,KARNATAKA,1503,BENGALURU RURAL,108313,195.5222845,17,86,0,439,4,10508,107750,19356,22923,5375,6705,0,210.6752616,6250,11520,45446,114772,1,81305,200447,10947,210.6752616,51627,85,57.79,55.55,100.13,NA
2019-2020,April,15,KARNATAKA,1504,BELAGAVI,987549,301.0401827,14,668,3.2,1936,1,25858,979551,92350,92906,71187,58623,0,2952.04212,67505,99418,321275,773156,0,625115,1423178,27794,2948.84212,504844,73,38.49,47.08,103.86,NA
2019-2020,April,15,KARNATAKA,1514,GADAG,271635,317.1292354,18,111,0,431,0,15025,269777,42998,49737,26481,23536,0,855.5417373,14338,26079,104638,291580,0,139771,368461,15456,855.5417373,125526,73,60.67,71.1,100.71,NA
2019-2020,April,15,KARNATAKA,1525,TUMAKURU,512588,378.7195462,18,176,4.5,2791,1,32195,511170,68547,73917,32769,38408,100,2040.400704,27029,48518,177874,470020,0,359874,930051,34986,1935.900704,255893,81,54.68,30.7,100.07,NA
2019-2020,July,15,KARNATAKA,1501,BAGALKOTE,1827846,254.6653108,32,1006,1546.828378,2965,0,15069,1866384,272606,43022,108022,18097,20,6319.860993,56945,94147,107114,252467,227,197439,448605,18034,4753.032614,891643,64,58.2,66.29,103.65,NA
2019-2020,July,15,KARNATAKA,1504,BELAGAVI,4496450,272.3705325,28,1414,3144.127752,6295,0,23725,4180408,390484,93431,311521,59389,200,14730.32728,146116,223426,327034,781104,204,634320,1435497,30020,11386.19953,2174158,73,50.87,58.39,104.2,NA
2019-2020,July,15,KARNATAKA,1512,DAVANAGERE,1423552,287.4612921,38,155,3177.727304,3058,0,18988,1855219,361339,76931,332192,56670,185,8695.763813,48799,95616,135505,343354,318,249484,604686,22046,5333.036509,880437,67,57.89,60.66,101.38,NA
2019-2020,July,15,KARNATAKA,1521,MANDYA,875585,286.2582279,26,146,2419.749361,6405,0,14475,1058681,105037,42378,7739,2835,100,5550.31083,40164,65963,135765,335153,58,276142,635142,20880,3030.56147,528445,69,49.45,54.11,101.62,NA
2019-2020,July,15,KARNATAKA,1523,RAICHUR,6429679,238.077237,47,530,4464.51923,8220,0,24811,7671161,1200363,97638,1615064,121920,0,22727.80738,159818,321854,214377,572595,923,279324,718435,33031,18263.28815,4005484,64,80.25,89.64,99.97,NA
2019-2020,July,15,KARNATAKA,1529,RAMANAGARA,1506654,320.7089727,42,185,5837.726807,9050,0,16257,2165953,284184,47386,38935,4939,0,12784.13242,51468,95395,122420,300164,247,168955,407136,25307,6946.405615,1057780,74,64.2,66.74,100.03,NA
2019-2020,June,15,KARNATAKA,1502,BENGALURU,37275,240.8138433,28,7,12.5499238,353,8,1980,37280,9945,7286,1538,733,15,117.3253246,1303,2540,9086,22821,0,46614,115571,2333,89.7754008,19335,92,83.08,33.19,121.66,NA
2019-2020,June,15,KARNATAKA,1515,KALABURAGI,2020249,310.090533,27,245,1573.58796,2186,0,17266,1877640,450896,94924,29986,5479,0,7395.971843,67286,111554,148517,371136,41,271624,660170,19452,5822.383883,1035733,70,89.79,93.78,112.24,NA
2019-2020,June,15,KARNATAKA,1517,HAVERI,1144144,255.9141892,28,193,2408.893589,1769,0,30585,1203738,151399,49219,140320,38220,69.37942,5558.809351,42536,79628,126004,325279,25,213145,525001,32354,3080.536342,532146,82,37.48,45.39,105.54,NA
2019-2020,June,15,KARNATAKA,1518,KODAGU,166955,240.2544757,30,49,371.0607587,583,0,2300,171336,12927,6565,6345,2917,0,782.7031672,5571,9676,20896,51068,4,65831,156130,2883,411.6424085,80008,61,37.97,44.73,109.43,NA
2019-2020,June,15,KARNATAKA,1520,KOPPAL,1694026,278.8427302,27,496,2282.996303,1144,0,15017,1745922,267163,73922,260990,64208,100,7251.372875,64023,121586,135601,432393,15,253294,804438,16161,4868.376572,889571,71,72.95,74.17,101.21,NA
2019-2020,June,15,KARNATAKA,1525,TUMAKURU,1440043,286.8178513,27,323,5110.829041,11886,1,26972,1411507,183897,74156,92506,38487,100,9259.28309,51663,94356,179171,472086,65,362137,933458,38858,4048.454049,700805,81,57.58,36.9,100.03,NA
2019-2020,June,15,KARNATAKA,1527,UTTARA KANNADA,526042,319.445299,24,67,720.3786997,2283,0,11888,541698,37200,15298,24747,8378,0,2450.807496,22394,36563,77759,199451,14,161954,389103,14171,1730.428796,266404,82,62.38,56.54,104.72,NA
2019-2020,June,15,KARNATAKA,1529,RAMANAGARA,1198205,371.9523506,35,147,5108.943644,7294,0,15836,1390662,182367,47333,23566,4936,0,10281.54364,39154,71801,122041,299625,52,168284,406133,23130,5172.599998,680252,74,59.92,63.99,100.03,NA
2019-2020,Oct,15,KARNATAKA,1502,BENGALURU,72427,257.7179659,38,10,46.54225199,804,7,1674,68218,18448,7293,2536,733,15,237.352294,1785,3621,9145,22959,2,46836,116031,2478,175.810042,34751,89,73.9,49.88,125.04,NA
2019-2020,Oct,15,KARNATAKA,1504,BELAGAVI,6948255,272.3745346,31,1559,11428.31147,12241,0,18606,5147128,487123,93601,392739,59729,350,25797.77741,160874,248012,328576,783317,359,637349,1439725,30847,14019.46594,2618515,73,50.13,58.78,106.94,NA
2019-2020,Oct,15,KARNATAKA,1505,BALLARI,9684706,247.1806691,48,512,6575.951993,10001,1,12684,6287886,1364531,127271,1633010,137553,175,22293.39068,128327,268406,176504,547376,2815,285283,864920,22685,15542.43869,3189409,57,80.22,85.64,100.63,NA
2019-2020,Oct,15,KARNATAKA,1523,RAICHUR,9935625,261.2638105,52,579,9141.657711,21255,0,13920,9041881,1431997,97875,1879498,122517,0,32764.82055,171699,346209,215519,574456,2039,283314,725735,35175,23623.16284,4704993,64,78.27,86.63,100.09,NA
2019-2020,Oct,15,KARNATAKA,1525,TUMAKURU,2798104,268.6778666,41,548,7542.552247,20114,1,24568,3636708,454180,74465,231794,38565,300,17613.58172,86956,162140,181221,475243,694,367466,941944,44682,9771.02947,1783701,81,59.58,45.82,100.14,NA
2019-2020,Oct,15,KARNATAKA,1528,CHIKKABALLAPURA,1499628,253.3897801,42,1537,3247.549047,6087,0,14375,2143229,433890,59060,272598,37785,140,8818.272296,50258,94902,97661,260198,356,184296,482799,20462,5430.723249,1042333,75,65.24,74.29,101.57,NA
