fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2022-2023,Dec,15,KARNATAKA,1502,BENGALURU,75600,289.561048,33,9,249.6358011,1434,9,2056,93048,16261,3786,1445,403,19.86549,538.932055,2754,4646,7178,16508,19,60469,138540,3490,269.4307639,49694,87,63.22,51.59,100.25,NA
2022-2023,Dec,15,KARNATAKA,1504,BELAGAVI,9240000,295.6820748,41,3322,26986.72979,57359,4,78216,10360148,984679,103257,1023590,80651,1311.36977,58931.20011,248255,378892,411231,904055,2120,787518,1695150,135575,30633.10056,5551800,74,45.85,62.54,100.26,NA
2022-2023,Dec,15,KARNATAKA,1506,BIDAR,3780000,300.955375,39,481,11496.45392,20230,0,32732,4245320,1039452,78534,749280,50872,541.50578,24814.47843,108614,178551,146292,288307,159,238229,492470,52962,12776.51873,2232251,57,47.32,55.55,100.72,NA
2022-2023,Dec,15,KARNATAKA,1508,CHAMARAJA NAGARA,2352000,298.2811597,32,428,5821.517469,14004,0,8465,1731436,445450,89777,150900,34291,312.52904,11298.59389,52920,86248,132815,310807,197,218512,518439,22469,5164.547381,940321,78,57.36,56.61,101.25,NA
2022-2023,Dec,15,KARNATAKA,1522,MYSURU,2772000,295.4564346,35,223,5862.33947,24962,3,46757,2319596,390512,81062,249146,47582,361.03223,13076.76734,65828,118928,159293,406042,571,335848,852455,71719,6853.395638,1162438,80,51.98,56.25,100.31,NA
2022-2023,Dec,15,KARNATAKA,1531,VIJAYANAGARA,4368000,283.139038,51,993,7536.26927,20902,0,21231,6513613,1541261,109625,1477795,88620,349.3189,26328.16936,127039,255843,165444,439281,3670,239457,657841,42133,18442.58119,3330191,62,80.46,88.76,100.11,NA
2022-2023,Aug,15,KARNATAKA,1502,BENGALURU,55800,273.1327278,31,6,101.1610656,653,9,1836,49458,8789,3666,858,392,4.62214,240.8691901,1595,2910,6705,15781,8,57819,135090,2489,135.0859845,25228,85,64.45,47.39,100.09,NA
2022-2023,Aug,15,KARNATAKA,1503,BENGALURU RURAL,992000,286.1117418,33,350,1038.089241,4070,0,19885,752329,108325,27742,41516,8592,93.20631,3283.797157,22207,38495,60833,142852,59,112568,258371,23955,2152.501606,370587,76,65.99,72.86,100.1,NA
2022-2023,Aug,15,KARNATAKA,1505,BALLARI,2852000,271.7559806,48,1616,2948.146151,5355,0,20483,4200343,854831,65592,1346141,91663,151.87846,14514.70792,87455,189828,106934,310929,1537,160858,473786,25838,11414.68331,2245170,55,78.6,86.38,100.03,NA
2022-2023,Aug,15,KARNATAKA,1507,VIJAYPURA,2604000,293.0058247,28,1133,6137.594635,16539,0,32238,2355011,454510,71851,39214,5910,197.51133,13235.42537,83761,133652,159267,343638,199,327830,761603,48777,6900.319404,1222256,78,61.55,79.29,100.09,NA
2022-2023,Aug,15,KARNATAKA,1513,DHARWAR,1550000,296.5993405,30,153,3790.97113,16085,1,25212,1202750,105751,20353,74415,15528,169.44497,7527.764669,39338,72064,85162,225685,48,164350,413364,41297,3567.348568,523103,80,55.59,57.34,100.55,NA
2022-2023,Aug,15,KARNATAKA,1522,MYSURU,2046000,299.4882209,28,147,3619.187235,15050,6,47734,1226878,209452,80670,132328,47284,174.42457,7467.9669,43456,78782,157734,403205,153,331867,850786,62784,3674.355095,604866,79,53.81,54.54,100.28,NA
2022-2023,Aug,15,KARNATAKA,1526,UDUPI,434000,307.4745989,34,54,812.0329122,3871,3,10786,531749,25141,6458,23799,6453,65.90772,2512.933737,15611,27569,44457,106624,200,114923,236193,14657,1634.993105,325780,87,80.39,66.05,100,NA
2022-2023,Aug,15,KARNATAKA,1527,UTTARA KANNADA,1023000,298.4620605,25,93,766.5089441,4014,2,29009,797298,42096,15468,29481,8361,227.89757,3374.038553,30886,52248,89352,223280,45,198823,451926,33023,2379.632039,400109,81,55,57.57,100.13,NA
2022-2023,Oct,15,KARNATAKA,1502,BENGALURU,68400,291.1966741,35,7,149.7169484,939,9,1872,71201,12687,3702,1194,394,15.0727,372.1245923,1994,3609,6874,16062,13,58389,136055,2811,207.3349439,36542,85,65.34,50.52,100.12,NA
2022-2023,Oct,15,KARNATAKA,1503,BENGALURU RURAL,1216000,298.4033994,40,450,1692.304951,5783,0,19723,1118679,163632,28008,61983,8640,146.51221,5176.993326,27421,47713,61627,144208,154,114169,260793,25506,3338.176165,556458,75,65.62,74.63,100.06,NA
2022-2023,Oct,15,KARNATAKA,1507,VIJAYPURA,3192000,305.1385553,31,1255,7822.807654,21171,0,29252,2903880,551372,72106,48453,5918,363.29616,17046.96129,91374,146439,160076,344923,370,330882,760112,50423,8860.857481,1517303,78,60.52,77.76,100.1,NA
2022-2023,Oct,15,KARNATAKA,1513,DHARWAR,1900000,305.1487898,34,174,3795.7353,17385,1,25279,1509913,132983,20373,92561,15560,219.76421,8622.980757,43658,80352,85377,226024,92,165305,414009,42664,4607.481247,655002,80,55.1,57.56,100.78,NA
2022-2023,Oct,15,KARNATAKA,1515,KALABURAGI,5320000,302.2740486,27,590,4814.659323,35819,3,30925,4529078,1114681,138739,97774,10268,307.5583,18812.44506,162123,285731,240527,523195,213,403411,937440,66744,13690.22743,2382590,62,77.8,85.26,100.06,NA
2022-2023,Oct,15,KARNATAKA,1517,HAVERI,3420000,296.2785415,36,443,6639.695144,6379,1,33201,3126247,379644,55706,355421,43818,289.51995,16191.61411,85183,163648,154439,374990,264,262755,621004,39580,9262.399016,1413578,76,46.43,60.59,100.13,NA
2022-2023,Feb,15,KARNATAKA,1511,DAKSHINA KANNADA,1567040,299.8290011,47,82,1499.816433,14522,0,25407,1459750,82746,12731,85868,11843,286.0134,6162.583676,30877,53801,72801,167771,454,166246,356482,39929,4376.753843,730406,90,74.84,59.27,100.65,NA
2022-2023,Feb,15,KARNATAKA,1528,CHIKKABALLAPURA,4720000,303.0591219,37,4032,9227.115351,18624,0,28426,2965443,632687,83158,393115,50428,492.88667,18707.04754,78463,136209,141750,353931,645,220807,539633,47050,8987.045517,1562571,79,63.78,69.48,100.31,NA
2022-2023,Feb,15,KARNATAKA,1529,RAMANAGARA,4814400,289.655737,44,355,15073.44158,81029,0,89859,4035845,543162,53470,64858,5481,609.96014,27373.4583,91406,151053,147436,327715,1069,203415,454701,170888,11690.05658,2122009,90,65.47,62.64,103.69,NA
2022-2023,Jan,15,KARNATAKA,1511,DAKSHINA KANNADA,1467440,300.5767032,46,80,1495.562377,13461,0,25609,1375317,76743,12722,80331,11834,247.53041,5876.975285,29448,51453,72727,167643,418,166011,360808,39070,4133.882498,683493,90,74.27,59.6,100.15,NA
2022-2023,Jan,15,KARNATAKA,1518,KODAGU,530400,303.7454119,40,158,1293.734534,7780,0,6067,548714,47680,8208,25382,4134,140.46028,3100.888414,13553,22686,31748,75202,78,86145,188498,13847,1666.693599,276986,76,62.4,61.73,100.05,NA
2022-2023,Jan,15,KARNATAKA,1523,RAICHUR,9282000,271.037469,42,976,15256.37473,30064,0,39575,10045405,1891219,119300,2490580,146724,1274.93842,43758.12461,234286,466418,266098,625823,871,354639,851532,69639,27226.81146,5172106,74,67.53,71.61,100.63,NA
2022-2023,Jan,15,KARNATAKA,1525,TUMAKURU,5304000,305.251282,35,534,8911.563503,38826,0,77610,3494325,456603,82637,238104,41884,664.58352,20242.61888,98839,173773,216676,512546,409,411921,987807,116436,10666.47186,1751263,83,47.74,52.98,99.89,NA
2022-2023,Jan,15,KARNATAKA,1531,VIJAYANAGARA,4596800,286.5987914,53,1033,7551.42678,21774,0,20948,6930646,1623924,109653,1541546,88637,421.08831,27835.66276,130204,263019,165533,439440,4699,240161,657171,42722,19863.14767,3547224,62,80.68,88.51,101.61,NA
2022-2023,Nov,15,KARNATAKA,1505,BALLARI,3680000,273.0868703,49,1643,3566.827164,7269,0,21372,4430577,898044,65626,1409927,91705,257.65729,15923.80852,89211,193847,107046,311143,1761,161311,474382,28641,12099.32407,2368614,57,75.33,84.16,100.06,NA
2022-2023,Nov,15,KARNATAKA,1511,DAKSHINA KANNADA,1328000,296.0491702,44,62,1464.87089,11194,0,25223,1119687,58327,12685,63507,11793,192.98039,4972.675352,25229,44203,72349,166962,304,164982,364549,36417,3314.824072,545647,90,75.06,62.54,100,NA
2022-2023,Nov,15,KARNATAKA,1516,HASSAN,3600000,300.9561553,37,535,4847.039847,22337,0,73359,3456895,511673,72995,58828,7173,751.21998,16001.99811,91080,168912,169220,415802,916,275396,663872,95696,10403.73828,1762078,82,67.92,64.56,100.13,NA
2022-2023,Nov,15,KARNATAKA,1519,KOLAR,3520000,296.5892087,39,425,7643.060508,14533,0,49632,2895684,711999,94473,217341,23372,503.16087,16734.50764,72780,118171,137521,343702,302,235918,599845,64165,8588.286264,1528629,77,59.73,63.94,100.34,NA
2022-2023,Nov,15,KARNATAKA,1523,RAICHUR,8400000,264.5708484,40,928,13726.11331,25247,0,39222,9285651,1742870,119219,2313648,146584,1082.55967,39375.79861,228836,454967,265756,625217,537,353264,878776,64469,24567.12563,4784596,74,75.53,79.47,100.06,NA
2022-2023,Nov,15,KARNATAKA,1527,UTTARA KANNADA,1320000,295.907974,30,118,1907.916218,8749,2,27661,1197984,64250,15489,43934,8398,321.45398,5774.300381,38974,66638,89730,223991,148,200487,453583,36410,3544.930183,596355,81,54.46,58.65,100.17,NA
2022-2023,June,15,KARNATAKA,1502,BENGALURU,33300,253.2341659,25,4,101.1610656,317,10,1845,26556,4758,3605,491,386,4.62214,173.0320707,1049,1897,6479,15352,0,55549,132019,2162,67.2488651,13605,87,63.24,38.75,99.94,NA
2022-2023,June,15,KARNATAKA,1503,BENGALURU RURAL,592000,282.2388809,26,226,323.2644801,1801,0,19901,417640,59935,27496,23297,8516,66.32357,1568.330512,15898,27203,60134,141660,12,110628,255535,21702,1178.742462,203755,77,67.99,70.92,100.16,NA
2022-2023,June,15,KARNATAKA,1509,CHIKKAMAGALURU,962000,260.0190653,23,65,2666.278649,6339,0,31614,440964,63565,45626,13808,9012,125.42483,3938.293951,18547,33488,95090,231874,12,167338,390947,37953,1146.590471,220076,69,62.93,68.82,100.01,NA
2022-2023,June,15,KARNATAKA,1517,HAVERI,1665000,258.791432,24,282,2482.750507,2285,1,29655,1258756,148904,55513,152683,43625,72.02443,5812.327615,51103,96711,153330,372787,34,253486,610681,31940,3257.552678,577641,76,37.95,49.46,100,NA
2022-2023,June,15,KARNATAKA,1518,KODAGU,222000,256.2260666,30,96,344.7284765,1356,0,9789,242684,20192,8116,11410,4085,62.30633,1028.854474,7943,13143,31210,74257,4,81501,182117,11145,621.8196674,121532,77,71.04,69.32,100,NA
2022-2023,June,15,KARNATAKA,1524,SHIVAMOGGA,1110000,271.1586421,22,339,853.4314291,2347,0,33689,1383783,299798,89515,76282,20072,147.54803,4753.226652,61531,105975,160651,405670,51,239074,574229,36036,3752.247193,725605,75,79.63,79.63,100.08,NA
2022-2023,June,15,KARNATAKA,1527,UTTARA KANNADA,610500,277.1221099,22,72,757.874729,2219,2,28337,571370,27547,15447,21249,8343,162.56912,2503.836448,25595,42653,89043,222685,22,196028,448602,30556,1583.392599,294294,81,55.69,56.95,100.13,NA
2022-2023,July,15,KARNATAKA,1518,KODAGU,312000,282.7347894,32,118,344.7284765,1665,0,9940,304295,25432,8138,14123,4092,62.30633,1267.382634,9260,15341,31362,74532,23,83882,185243,11605,860.3478274,151796,76,68.19,67.81,99.98,NA
2022-2023,July,15,KARNATAKA,1522,MYSURU,1716000,289.8778316,25,130,3567.3666,12601,6,48285,978890,165411,80585,107837,47211,102.60996,6507.561666,37710,68498,157415,402559,86,329416,847759,60886,2837.585106,481692,79,52.25,51.47,100.26,NA
2022-2023,July,15,KARNATAKA,1528,CHIKKABALLAPURA,2600000,281.6068654,25,2457,3900.072118,6247,0,29650,1433231,308693,83045,190488,50369,128.20972,8064.35873,55370,94184,141436,353322,94,219016,554111,35897,4036.076892,747141,76,56.65,65.14,100,NA
2022-2023,July,15,KARNATAKA,1531,VIJAYANAGARA,2707000,274.3451647,46,896,2445.025422,4099,0,30902,5252537,1233601,109412,1231731,88447,96.97509,16952.0818,113768,227145,164900,438237,2123,237360,654687,35001,14410.08128,2683864,59,88.26,92.85,99.98,NA
2022-2023,May,15,KARNATAKA,1504,BELAGAVI,2530000,251.0416931,20,1360,7305.209531,7533,6,111236,2871782,273393,102323,283397,79729,89.58269,14604.16238,138860,200161,402126,890719,31,754478,1663098,118769,7209.370155,1637979,75,50.98,61.39,100.04,NA
2022-2023,May,15,KARNATAKA,1506,BIDAR,1035000,185.4588742,18,217,3408.990456,2897,0,33422,981279,265691,77687,171825,50143,103.6241,5332.483542,54277,85398,143236,283282,0,228408,495756,36319,1819.868986,534221,60,73.53,74.86,100.31,NA
2022-2023,May,15,KARNATAKA,1507,VIJAYPURA,966000,223.9199852,16,546,2813.451343,7080,1,34138,715458,137848,71117,11816,5861,14.34931,4429.854101,43819,67247,156584,339110,6,310606,748968,41218,1602.053448,376131,77,69.36,77.81,100.03,NA
2022-2023,May,15,KARNATAKA,1514,GADAG,851000,247.2962022,17,352,8.82,1334,0,20091,531361,86000,55884,48366,25315,0,1322.855573,30832,64314,119179,303640,2,159105,413254,21425,1314.035573,251590,67,72.26,73.43,100.02,NA
2022-2023,May,15,KARNATAKA,1516,HASSAN,1035000,206.6484273,17,171,1489.62563,6937,0,67798,559388,87229,72334,9780,7104,129.14849,2774.740625,31370,55517,167135,411749,2,268229,654234,74735,1155.966505,282473,82,76.71,63.13,100.14,NA
2022-2023,May,15,KARNATAKA,1517,HAVERI,1035000,239.7044986,20,222,646.2015398,1604,1,28577,746768,86347,55436,91229,43577,37.06492,2473.30295,35661,66888,152953,372005,8,251959,610390,30181,1790.03649,344758,76,38.12,48.95,100.01,NA
2022-2023,May,15,KARNATAKA,1521,MANDYA,759000,279.4388925,14,101,1655.123085,2210,1,35446,276321,31777,43618,1535,2800,98.32902,2525.600448,19119,28085,152716,373343,1,329965,744829,37656,772.1483422,152279,81,52.7,58.89,100.11,NA
2022-2023,May,15,KARNATAKA,1523,RAICHUR,2415000,167.2574678,20,513,3557.562388,3580,1,42964,2583844,453403,118403,696352,145474,194.85032,8074.084754,127765,249894,263273,620855,1,344830,879050,46544,4321.672046,1356293,72,71.36,65.86,100.04,NA
2022-2023,May,15,KARNATAKA,1524,SHIVAMOGGA,690000,258.9849793,18,251,350.0203571,1698,1,31545,824750,180445,89377,45660,20039,0,2485.998974,45200,75687,160100,404676,8,237461,571920,33243,2135.978617,432711,75,79.12,78.48,100.1,NA
2022-2023,May,15,KARNATAKA,1525,TUMAKURU,1380000,262.3114147,19,199,3444.916039,10574,0,81344,649079,74194,82110,32560,41706,98.58212,5246.106467,34005,57962,214438,508365,20,402360,1023119,91918,1702.608308,312809,82,34.44,40.33,99.91,NA
2022-2023,May,15,KARNATAKA,1528,CHIKKABALLAPURA,1150000,271.883687,18,1069,2436.685,1198,0,26535,567300,116787,82909,71145,50325,97.1845,4076.265657,30066,51175,141102,352686,7,217439,552112,27733,1542.396156,293559,75,53.99,65.09,99.99,NA
2022-2023,Sep,15,KARNATAKA,1502,BENGALURU,63000,287.6776055,33,6,149.7169484,923,9,1712,60676,10829,3690,1045,394,15.0727,339.3409123,1816,3288,6820,15968,12,58175,135708,2635,174.5512639,31074,85,63.34,51.51,100.13,NA
2022-2023,Sep,15,KARNATAKA,1504,BELAGAVI,7700000,293.7126507,34,2145,20684.39401,28740,5,102016,7508058,727569,102994,753454,80389,1144.17156,43880.68174,217547,328919,408480,900142,969,780751,1692993,130756,22052.11617,4047475,74,47.49,62.46,100.09,NA
2022-2023,Sep,15,KARNATAKA,1521,MANDYA,2310000,297.5460879,23,234,3012.79292,9476,0,35005,980790,119099,43858,5687,2818,202.80044,6133.895635,42370,64975,154043,375712,62,340387,758366,44481,2918.302276,560750,80,58.12,59.15,100.19,NA
2022-2023,Sep,15,KARNATAKA,1529,RAMANAGARA,3570000,283.9711894,31,244,11024.81516,40918,0,111003,2042309,265298,53350,34030,5474,318.69813,17143.08245,65631,106333,147111,327162,215,201956,463855,151921,5799.569158,1057881,90,77.59,71.82,100.08,NA
2022-2023,Sep,15,KARNATAKA,1530,Yadgir,3290000,297.7716987,31,499,5927.76913,20793,1,32054,2928331,576867,61237,371894,33389,169.23958,14816.74967,92156,145643,144652,281561,151,255507,552590,52847,8719.740962,1512067,75,66.26,71.3,100.03,NA
2022-2023,March,15,KARNATAKA,1504,BELAGAVI,11000000,304.0995121,45,3559,28828.01201,62934,4,78276,12323857,1156275,103410,1186274,80805,2007.85426,68312.65527,270675,416605,412732,906173,2946,792649,1642676,141210,37476.78901,6709651,75,46.35,63.54,105.93,NA
2022-2023,March,15,KARNATAKA,1506,BIDAR,4500000,306.8142926,42,518,11564.56423,21631,0,34323,5046111,1242668,78667,888970,51031,1024.52153,28071.27552,118186,194946,146971,289359,270,241258,470606,55954,15482.18977,2661503,59,46.99,54.44,103.1,NA
2022-2023,March,15,KARNATAKA,1511,DAKSHINA KANNADA,1660000,310.576512,47,90,2454.114714,19897,0,20657,1557125,89293,12734,92219,11849,357.29713,7647.476356,32781,57155,72879,167915,491,166766,353132,40554,4836.064512,782015,90,73.53,57.05,100.63,NA
2022-2023,March,15,KARNATAKA,1512,DAVANAGERE,3600000,307.7654462,44,379,7981.244858,11501,1,27158,3420730,696410,65529,490779,44429,696.6673,19205.73711,76946,139494,122616,286067,837,232275,511952,38659,10527.82495,1679717,80,64.57,63.78,107.44,NA
2022-2023,March,15,KARNATAKA,1513,DHARWAR,2500000,308.5632486,41,223,6765.229979,24539,1,21536,2237186,192611,20418,137757,15596,434.05715,14102.42093,54077,99711,85742,226603,313,166877,405612,46075,6903.133798,994244,80,55.75,57.81,102.65,NA
2022-2023,March,15,KARNATAKA,1518,KODAGU,600000,307.2931487,41,171,1293.734534,7934,0,6447,604489,52906,8212,27918,4134,204.00924,3355.297056,14642,24608,31787,75275,87,86314,188742,14381,1857.553282,304609,77,61.97,60.44,100.22,NA
2022-2023,March,15,KARNATAKA,1519,KOLAR,4400000,309.4131739,44,484,9199.388952,17185,0,49794,3693624,906417,94536,274735,23387,673.61571,21301.56391,82683,135430,137680,343996,523,236983,581964,66979,11428.55925,1960171,78,60.81,64.67,101.49,NA
2022-2023,March,15,KARNATAKA,1520,KOPPAL,7000000,291.8704223,48,3174,13252.95377,31735,0,31106,8502824,1406093,91464,1199310,75280,906.37304,38976.55513,176226,372006,209146,538214,3552,314178,877744,62841,24817.22832,4455063,75,83.22,81.97,100,NA
2022-2023,March,15,KARNATAKA,1522,MYSURU,3300000,311.8653277,36,251,7896.202869,31457,3,45839,2766642,471763,81146,291750,47625,484.14449,17008.5445,75776,136459,159597,406548,729,337336,834122,77296,8628.197139,1398186,81,51.26,55.43,101.38,NA
2022-2023,April,15,KARNATAKA,1508,CHAMARAJA NAGARA,224000,249.0881711,12,53,71.4222023,698,8,18163,105640,23875,89523,8306,34182,63.84674,398.4056863,8240,13183,131928,309269,0,214610,515520,18861,263.136744,53697,79,61.26,53.9,100.69,NA
2022-2023,April,15,KARNATAKA,1510,CHITRADURGA,416000,195.4492905,13,32,1866.630493,2424,25,48751,168604,30220,96633,59106,89910,48.67937,2244.845184,12404,19620,182413,441428,0,319169,804183,51175,329.5353217,90249,64,64.69,77.93,100.68,NA
2022-2023,April,15,KARNATAKA,1518,KODAGU,48000,160.6964027,19,34,0,147,3,9445,51038,4120,8043,2218,4036,33.42988,115.44611,2633,4254,30759,73423,1,76513,175747,9592,82.01623,26297,79,59.93,53.7,100.02,NA
2022-2023,April,15,KARNATAKA,1520,KOPPAL,560000,188.7644821,15,934,4837.524899,4547,0,38974,1093796,189609,90556,157447,74314,69.0488,6971.272054,70140,137103,205645,531498,0,305741,903163,43521,2064.698354,576175,72,92.57,86.57,99.94,NA
2022-2023,April,15,KARNATAKA,1527,UTTARA KANNADA,132000,188.3610654,13,23,4.71242,384,6,26054,100714,5074,15395,3537,8311,109.90331,304.3216934,7434,11802,88212,221092,0,182947,433171,26438,189.7059634,51491,82,45.37,40.55,100.63,NA
2022-2023,July,15,KARNATAKA,1502,BENGALURU,46800,271.0072246,27,5,101.1610656,580,9,1781,38135,6834,3645,664,392,4.62214,209.1318107,1367,2502,6635,15640,1,57592,134666,2361,103.3486051,19473,85,65.35,44.38,100.1,NA
2022-2023,July,15,KARNATAKA,1504,BELAGAVI,5720000,288.5377259,28,1875,13632.03874,12343,5,113053,5527085,540871,102659,527722,80058,726.40184,30306.16595,190599,284011,405498,895878,464,772273,1683193,125396,15947.72537,3057060,74,50.51,61.6,100.04,NA
2022-2023,July,15,KARNATAKA,1507,VIJAYPURA,2184000,285.8895614,25,1026,4252.923372,11267,0,35733,2008577,388249,71703,32913,5903,197.51133,10192.74668,78497,124694,158713,342729,114,325618,761484,47000,5742.311975,1041415,78,67.53,81.22,100.06,NA
2022-2023,July,15,KARNATAKA,1509,CHIKKAMAGALURU,1352000,271.6344853,27,87,2667.286259,7442,0,32964,710448,101967,45743,21792,9021,184.9917,4782.099728,26239,47477,95429,232517,29,170399,394818,40406,1929.821768,355195,70,61.95,68.09,100.09,NA
2022-2023,July,15,KARNATAKA,1513,DHARWAR,1300000,286.0314606,28,145,3779.61491,14923,1,25331,1050169,94375,20329,66202,15503,169.44497,6952.873609,36902,67458,84986,225376,33,163120,411890,40254,3003.813729,457947,79,56.4,57.72,100.58,NA
2022-2023,July,15,KARNATAKA,1520,KOPPAL,3640000,275.945044,36,2705,6249.755899,13660,0,37009,5686896,975366,91185,810088,75020,237.7409,22180.20447,155647,323466,208184,536369,1131,310717,907799,50669,15692.70767,2959434,73,89.44,87.78,99.92,NA
2022-2023,July,15,KARNATAKA,1521,MANDYA,1716000,290.8027322,19,179,2905.041543,6866,0,33727,651990,81576,43765,3235,2812,98.32902,4899.375297,32670,48618,153541,374772,6,339297,756461,40593,1896.004734,379354,81,56.51,59.23,100.09,NA
2022-2023,July,15,KARNATAKA,1530,Yadgir,2444000,283.717122,26,434,5695.418709,11505,1,35523,2131664,409732,60841,265749,33154,75.35811,11818.67257,80117,125465,143469,279465,80,253148,548921,47028,6047.895752,1105830,73,67.2,71.25,100,NA
2022-2023,May,15,KARNATAKA,1509,CHIKKAMAGALURU,598000,270.8667545,20,40,1754.883633,4718,0,30214,229978,32610,45473,7793,8982,125.42483,2503.242408,11470,20693,94614,230950,0,162517,385013,34932,622.9339446,113986,70,63.24,68.46,100,NA
2022-2023,May,15,KARNATAKA,1512,DAVANAGERE,828000,264.2989853,19,79,1855.943731,1078,2,18308,380852,81445,64554,50083,43882,76.94081,2939.472513,19488,33692,119765,280686,4,220327,509547,19386,1006.587972,178127,73,59.7,60.92,99.99,NA
2022-2023,May,15,KARNATAKA,1513,DHARWAR,575000,224.3343625,18,70,1776.712529,8880,1,26797,332812,31603,20258,21641,15422,24.12234,2547.446548,17988,31420,84151,223956,1,156074,403637,35677,746.6116784,144563,79,49.48,52.02,100.96,NA
2022-2023,May,15,KARNATAKA,1526,UDUPI,161000,253.3600065,29,34,111.9686975,774,3,12136,329682,14735,6402,12548,6360,23.5927,970.8437341,11345,19617,43636,105010,78,109139,228283,12910,835.2823366,205276,87,84.43,73.51,100,NA
2022-2023,May,15,KARNATAKA,1527,UTTARA KANNADA,379500,233.4282116,17,42,360.4132537,1088,2,27997,314478,14637,15425,11106,8330,109.90331,1204.396935,17884,28845,88583,221817,5,184177,434894,29085,734.0803714,164498,82,52.8,51.03,100.25,NA
2022-2023,May,15,KARNATAKA,1529,RAMANAGARA,1173000,241.0230822,21,94,2635.239228,9535,0,121241,524112,69534,53139,10416,5455,175.42667,4073.896795,24838,38293,146387,325938,1,199771,466179,130776,1263.230897,266304,89,75.53,66.16,100,NA
2022-2023,May,15,KARNATAKA,1531,VIJAYANAGARA,1096000,203.9881373,29,626,988.5545303,1824,0,30857,2480707,536686,108906,623365,88006,0,6048.902532,84824,162154,163888,436328,143,234843,650798,32681,5060.348002,1269845,60,90.77,91.11,99.99,NA
2022-2023,April,15,KARNATAKA,1501,BAGALKOTE,440000,172.0926172,13,680,8.68618,1468,4,24581,443334,78235,57859,27568,24920,147.16022,918.7914837,33408,53906,149414,326408,3,250813,556554,26049,762.9450837,238260,63,42.89,59.75,100,NA
2022-2023,April,15,KARNATAKA,1502,BENGALURU,7200,191.3607904,17,1,19.97950892,45,62,1781,4504,706,3524,41,375,2.31107,30.90946892,261,462,6209,14803,0,52468,128083,1826,8.61889,2231,87,69.76,40.42,99.84,NA
2022-2023,April,15,KARNATAKA,1503,BENGALURU RURAL,128000,217.2271357,15,112,0,874,1,17778,118743,16740,27180,5375,8428,16.5458,274.4878178,7710,12666,59178,139915,0,104791,247564,18652,257.9420178,57539,77,64.26,68.83,100,NA
2022-2023,April,15,KARNATAKA,1505,BALLARI,368000,161.5072405,18,843,0,159,0,22142,924232,176519,65144,329680,91052,21.1257,1513.827299,49947,98879,105817,308691,0,158002,469442,22301,1492.701599,494148,56,76.88,82,99.98,NA
2022-2023,April,15,KARNATAKA,1507,VIJAYPURA,336000,210.9233285,12,184,2813.451343,1286,13,35524,201666,39192,70802,3264,5835,14.34931,3253.161292,16646,24940,155915,337942,0,308329,750265,36810,425.3606396,106006,76,61.32,70.68,100.07,NA
2022-2023,April,15,KARNATAKA,1512,DAVANAGERE,288000,177.480563,14,55,1850.970301,405,6,17831,186808,40820,64431,26714,43824,76.94081,2259.459001,12636,21835,119438,280047,0,219599,508736,18236,331.5478901,86462,72,60.62,60.09,99.99,NA
2022-2023,April,15,KARNATAKA,1514,GADAG,296000,205.9487324,13,95,7.32,415,12,18755,132767,23796,55863,14095,25276,0,280.7519535,9769,19316,119007,303334,2,158584,413466,19170,273.4319535,62430,67,49.34,52.36,100.09,NA
2022-2023,April,15,KARNATAKA,1517,HAVERI,360000,202.124667,17,131,636.6701929,981,7,24018,364096,44455,55385,43249,43499,37.06492,1409.66294,21151,38833,152581,371226,1,250772,608958,24999,735.9278274,168284,75,32.52,44.54,100.04,NA
2022-2023,April,15,KARNATAKA,1519,KOLAR,352000,209.4036174,14,114,5.25,937,4,43588,279399,71032,94022,21555,23251,168.61401,758.9356231,19625,30413,136465,341783,0,231631,596686,44525,585.0716131,142464,79,50.44,60.75,100.12,NA
2022-2023,April,15,KARNATAKA,1523,RAICHUR,840000,109.6325092,16,190,8.31,1478,16,42582,676734,112498,118145,194074,145127,194.85032,945.080785,40572,76779,262449,619310,0,342890,876807,44060,741.920465,358813,73,53.85,49.17,100.1,NA
2022-2023,April,15,KARNATAKA,1524,SHIVAMOGGA,240000,204.4936731,13,108,348.1369171,846,1,29334,332178,74931,89255,20474,20018,0,1027.41991,24904,39609,159667,403888,0,236750,570950,30180,679.2829933,173840,75,72.48,73.07,100.17,NA
2022-2023,April,15,KARNATAKA,1526,UDUPI,56000,177.9659752,22,19,111.2501275,261,3,11639,152544,6796,6372,5581,6328,23.5927,406.3192447,6874,11590,43228,104242,21,108346,226916,11900,271.4764172,93972,87,81.43,65.16,100.01,NA
