fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2022-2023,Nov,15,KARNATAKA,1518,KODAGU,480000,299.5563838,38,147,873.2103786,6171,0,6919,481629,41238,8195,21458,4119,134.93303,2450.893824,12396,20693,31655,75053,58,85732,188170,13090,1442.750416,241967,76,65.55,65.5,100.03,NA
2022-2023,Nov,15,KARNATAKA,1524,SHIVAMOGGA,2400000,301.90785,30,546,4074.463458,14570,0,29442,2629942,537241,89709,137251,20115,376.25635,12390.72116,86930,154742,161489,407225,276,243515,578001,44012,7940.00135,1332149,78,76.81,77.32,100.12,NA
2022-2023,Dec,15,KARNATAKA,1503,BENGALURU RURAL,1344000,297.2311368,46,553,2402.84557,8011,0,19087,1513381,225814,28229,84578,8687,220.705,7121.79012,32499,56700,62464,145636,316,115738,261293,27098,4498.23955,757929,75,63.93,73.94,100.02,NA
2022-2023,Dec,15,KARNATAKA,1509,CHIKKAMAGALURU,2184000,290.0223892,41,163,6987.821337,19704,0,30580,2095378,312063,45975,64835,9057,411.69763,13476.58431,50339,92640,96511,234568,528,174179,399478,50284,6077.065339,1060180,72,55.15,63.45,100.11,NA
2022-2023,Dec,15,KARNATAKA,1514,GADAG,3108000,292.442303,30,883,5705.563852,10645,0,18136,2294948,423357,56083,195907,25394,299.3331,12716.29574,76253,155668,119928,304952,208,162411,410516,28781,6711.398783,1080102,69,68.66,72.17,100.03,NA
2022-2023,Dec,15,KARNATAKA,1516,HASSAN,3780000,296.7251414,39,567,8341.427545,29385,0,68528,3859470,573407,73033,64700,7176,896.62346,20690.06882,96685,179392,169390,416128,1114,275910,663721,97913,11452.01781,1973398,81,62.51,61.98,100.19,NA
2022-2023,Dec,15,KARNATAKA,1526,UDUPI,588000,302.7832528,36,63,1603.270537,6836,3,10182,742572,37161,6527,36364,6520,135.7367,3987.390893,20122,35204,45281,108145,277,117916,241409,17018,2248.383656,459260,87,77.06,61.15,100,NA
2022-2023,Dec,15,KARNATAKA,1530,Yadgir,3948000,300.9148191,38,548,8830.878559,29106,1,33972,4096195,820450,61801,513214,33638,222.64538,21379.58171,105462,168117,145903,283900,386,258283,543066,63078,12326.05777,2108677,77,67.44,71.54,100.05,NA
2022-2023,Feb,15,KARNATAKA,1508,CHAMARAJA NAGARA,2643200,297.0357434,33,468,5837.800489,14504,0,8200,1948449,501837,89799,162317,34297,312.52904,11937.9195,57388,93964,132882,310940,238,219004,507404,22704,5787.589971,1066147,78,57.98,56.56,104.79,NA
2022-2023,Feb,15,KARNATAKA,1516,HASSAN,4248000,299.4986695,41,607,8357.377382,36248,0,64824,4292331,635898,73070,71465,7182,993.28834,22206.13996,102883,191137,169559,416459,1327,276804,659859,101072,12855.47424,2200276,82,61.31,60.36,101.78,NA
2022-2023,Feb,15,KARNATAKA,1517,HAVERI,4248000,298.9253163,42,513,9352.634489,12578,1,28955,4124028,513369,55784,476960,43872,495.32652,22175.72475,96936,186868,154810,375714,574,265004,620653,41533,12327.76374,1873867,76,47.84,62.59,101.98,NA
2022-2023,Feb,15,KARNATAKA,1530,Yadgir,4436800,306.1971627,41,574,9329.676586,32361,1,35661,4545444,914606,61938,571494,33679,283.88833,23531.58548,109836,175515,146225,284446,523,259693,526648,68022,13918.02056,2340674,79,68.77,72.02,100.08,NA
2022-2023,June,15,KARNATAKA,1506,BIDAR,1665000,244.264758,26,377,5748.568207,4832,0,35848,2155843,561467,77957,368447,50375,110.32315,11124.85604,81714,132364,144085,284660,12,231298,499185,40680,5265.964686,1152299,59,69.45,73.22,100.38,NA
2022-2023,June,15,KARNATAKA,1526,UDUPI,259000,294.6518222,33,41,115.5070875,1001,3,12463,445366,20252,6433,18710,6399,26.88573,1454.671852,13350,23465,43991,105712,167,112605,232721,13464,1312.279034,275024,87,84.47,73.3,100,NA
2022-2023,June,15,KARNATAKA,1528,CHIKKABALLAPURA,1850000,270.1547515,22,1488,3888.922118,3131,0,29128,949412,199043,82976,120390,50345,128.20972,6582.013467,42138,71905,141259,352981,35,218018,552834,32259,2564.88163,492433,75,55.12,64.43,99.99,NA
2022-2023,July,15,KARNATAKA,1505,BALLARI,2392000,265.8290114,47,1605,2716.496275,1850,0,23228,4114910,839754,65589,1318515,91627,124.27642,13779.39727,86906,188394,106891,310845,1463,160694,473635,25078,10938.62457,2199832,55,82.84,87.8,100.01,NA
2022-2023,July,15,KARNATAKA,1510,CHITRADURGA,2704000,272.1482507,28,218,9596.99962,15551,0,46045,2062156,390113,96976,656770,90372,175.61127,15384.73237,73636,122359,183440,443244,99,322598,808353,61596,5612.12148,1096773,64,76.02,82.79,100.91,NA
2022-2023,July,15,KARNATAKA,1511,DAKSHINA KANNADA,863200,282.7994607,38,38,847.6479363,5082,0,25797,638629,28669,12528,34227,11716,84.94487,2738.632174,16664,29185,71087,164523,118,161805,359211,30879,1806.039368,302830,89,76.27,66.7,100,NA
2022-2023,July,15,KARNATAKA,1514,GADAG,1924000,302.5447002,21,566,28.85574,2252,0,21183,1062225,192062,55950,93566,25353,81.6019,3324.163082,50501,103341,119464,304129,40,160313,413647,23435,3213.705442,500287,67,70.91,72.26,100,NA
2022-2023,July,15,KARNATAKA,1515,KALABURAGI,3640000,295.5280922,25,561,1490.512006,10714,3,50641,3959504,976540,138597,84348,10236,147.05129,13339.00993,154625,272570,240152,522519,117,401724,950512,61355,11701.44663,2091831,62,88.12,91.17,100.05,NA
2022-2023,July,15,KARNATAKA,1516,HASSAN,2340000,281.7455892,28,394,4637.240562,12563,0,72536,1953202,292527,72770,33922,7147,206.47546,10346.7765,68160,125130,168411,414274,205,272858,661789,85099,5503.060483,988277,81,74.9,68.19,100.16,NA
2022-2023,July,15,KARNATAKA,1519,KOLAR,2288000,281.7543811,28,312,2644.640562,5613,2,53467,1552338,389704,94299,115759,23322,268.67903,7287.099917,55251,88513,137035,342784,63,233920,599172,59080,4373.780325,803763,77,57.05,59.2,100.3,NA
2022-2023,May,15,KARNATAKA,1501,BAGALKOTE,1265000,235.8412271,18,1201,561.0017592,3769,3,24576,1022504,172210,57976,81345,25000,147.16022,3119.647959,54707,90607,149797,327101,24,251589,557060,28345,2411.48598,555414,64,53.98,69.43,99.99,NA
2022-2023,May,15,KARNATAKA,1502,BENGALURU,20700,221.3719203,20,2,19.97950892,68,16,1908,12691,2225,3561,199,379,2.31107,50.38488932,608,1065,6329,15031,0,52698,128545,1976,28.0943104,6521,88,65.4,34.13,100.33,NA
2022-2023,May,15,KARNATAKA,1503,BENGALURU RURAL,368000,252.298463,21,177,0.99,1255,0,18495,256382,37469,27271,13405,8467,32.13324,679.9710854,11851,19970,59498,140478,7,105711,249005,19750,646.8478454,123838,78,67.11,71.75,100,NA
2022-2023,May,15,KARNATAKA,1518,KODAGU,138000,222.7274109,25,72,344.7284765,920,0,9540,145413,11781,8082,6970,4069,33.42988,702.0329665,5638,9250,30990,73862,1,78655,178229,10460,323.87461,73837,78,71.95,66.3,100,NA
2022-2023,May,15,KARNATAKA,1519,KOLAR,1012000,246.820101,18,231,1665.975111,1627,2,49146,624088,157590,94115,46568,23263,168.61401,3374.963753,33278,52206,136629,342087,1,232095,597417,50773,1540.374632,320481,78,55.15,60.45,100.2,NA
2022-2023,March,15,KARNATAKA,1502,BENGALURU,90000,306.5840625,32,10,249.8975811,1615,9,2637,104219,17953,3793,1716,403,63.00081,632.4172352,3236,5243,7199,16544,23,61108,138102,4252,319.5188441,56555,87,66.51,52.97,100.39,NA
2022-2023,March,15,KARNATAKA,1508,CHAMARAJA NAGARA,2800000,306.2981096,34,486,5842.560489,15045,0,7728,2084173,539069,89799,169678,34297,361.71163,12588.05462,60233,98946,132882,310940,264,219199,506391,22773,6383.7825,1141502,78,58.12,56.43,104.93,NA
2022-2023,March,15,KARNATAKA,1509,CHIKKAMAGALURU,2600000,309.3536403,45,192,7003.610537,24885,0,28753,2647677,392292,46020,77994,9061,592.89396,15787.18968,57649,106720,96726,234969,848,175075,396064,53638,8190.685183,1341661,73,54.92,62.56,101.58,NA
2022-2023,March,15,KARNATAKA,1514,GADAG,3700000,307.3795677,34,983,5728.016232,11249,0,20962,2936969,540904,56095,249711,25401,551.41151,15307.07036,85095,174975,119983,305049,430,163126,400127,32211,9027.642615,1392299,71,68.32,71.84,100.18,NA
2022-2023,March,15,KARNATAKA,1515,KALABURAGI,7000000,303.247109,32,683,9172.993633,51110,2,26963,6030559,1473293,139146,124001,10301,622.13484,28082.6243,183836,325340,241664,525245,557,410426,885103,78073,18287.49582,3206062,64,66.79,73.68,100.47,NA
2022-2023,March,15,KARNATAKA,1521,MANDYA,3300000,308.0229477,35,436,5328.668991,17173,0,35756,2632240,282826,43972,14741,2826,578.64407,14015.2163,73285,117764,155131,377601,416,343541,752151,52929,8107.903238,1484627,78,48.78,55.41,101.71,NA
2022-2023,March,15,KARNATAKA,1531,VIJAYANAGARA,5200000,292.5248712,54,1063,7577.927548,23029,0,20618,7285685,1696454,109663,1600029,88645,539.21032,29429.57853,132645,268985,165563,439497,5395,240811,649109,43647,21312.44066,3731323,62,75.61,83.63,102.92,NA
2022-2023,Jan,15,KARNATAKA,1501,BAGALKOTE,4862000,299.2737247,43,2356,9802.3573,19940,0,16911,4414350,792218,58901,334752,25301,739.33909,23752.68606,102242,178607,152656,332083,1932,270234,576668,36851,13210.98967,2345069,64,46.42,69.25,101.08,NA
2022-2023,Jan,15,KARNATAKA,1502,BENGALURU,79560,303.1703659,32,9,249.8975811,1529,9,2510,98461,17144,3790,1706,403,20.31003,568.7121851,3019,4944,7192,16527,21,60870,138237,4039,298.504574,53282,86,65.43,52.24,100.35,NA
2022-2023,Jan,15,KARNATAKA,1507,VIJAYPURA,3712800,307.1564891,36,1431,9527.515021,27017,0,26047,3610629,685487,72368,62179,5939,523.95629,21141.75258,99512,160256,160747,346025,652,333635,754186,53064,11090.28127,1893778,78,59.96,77.49,100.16,NA
2022-2023,Jan,15,KARNATAKA,1517,HAVERI,3978000,305.2774302,41,491,9327.122179,12281,1,28910,3955662,490559,55783,457196,43869,495.15852,21898.024,94886,182887,154776,375641,528,264559,622028,41191,12075.7433,1795267,76,47.33,62.26,100.54,NA
2022-2023,Jan,15,KARNATAKA,1526,UDUPI,618800,306.669066,37,70,1605.693257,6989,3,10469,804267,41192,6535,39034,6530,151.64213,4223.773484,21583,37549,45414,108352,303,118436,242110,17458,2466.438097,501299,87,77.12,61.16,100.39,NA
2022-2023,Jan,15,KARNATAKA,1527,UTTARA KANNADA,1458600,305.3995698,33,135,3328.732543,12718,2,26380,1447379,76807,15507,51332,8405,354.14305,8103.164832,43792,75026,89879,224280,223,201331,454169,39098,4420.28924,725858,82,54.91,59.22,100.7,NA
2022-2023,Jan,15,KARNATAKA,1528,CHIKKABALLAPURA,4420000,305.9712966,37,3998,9223.562241,17694,0,28618,2862051,610753,83156,380711,50426,435.92896,18416.54576,76932,133517,141745,353923,591,220650,548183,46312,8757.054554,1506423,79,63.27,69.28,100.15,NA
2022-2023,Jan,15,KARNATAKA,1529,RAMANAGARA,4508400,297.3407899,42,344,15057.41421,78551,0,89831,3759379,503682,53468,60384,5481,555.24689,26790.82831,88473,145844,147434,327711,950,203214,460672,168382,11178.16722,1971837,90,66.84,63.77,102.06,NA
2022-2023,Aug,15,KARNATAKA,1516,HASSAN,2790000,293.9627989,31,442,4637.920562,15898,0,72408,2368824,353752,72850,40541,7157,284.87144,11886.25333,75020,138335,168703,414829,397,273860,663223,88306,6963.461331,1199866,82,71.74,67.11,100.16,NA
2022-2023,Aug,15,KARNATAKA,1521,MANDYA,2046000,301.6047739,21,205,2914.293233,8018,0,33855,785996,97277,43798,3900,2817,202.80044,5487.695132,36253,54621,153781,375201,23,339793,757321,41873,2370.601459,453813,81,56.78,59.81,100.14,NA
2022-2023,Aug,15,KARNATAKA,1529,RAMANAGARA,3162000,285.6705211,28,218,10444.0696,28225,0,118079,1622676,211349,53301,27751,5469,318.69813,15398.27472,57441,92779,146950,326887,119,201510,463384,146304,4635.506984,835559,90,77.33,71.22,100.09,NA
2022-2023,Sep,15,KARNATAKA,1513,DHARWAR,1750000,297.839763,32,164,3795.44961,16824,1,25228,1373903,120371,20364,84450,15548,219.76421,8107.24326,41952,77040,85275,225864,65,164983,413830,42052,4092.029439,596406,80,55.79,57.53,100.79,NA
2022-2023,Sep,15,KARNATAKA,1515,KALABURAGI,4900000,301.4874514,27,582,4802.029323,34349,3,31042,4360949,1076353,138699,93617,10251,307.5583,18257.30162,160277,282366,240409,522993,181,402886,950196,65391,13147.714,2298302,61,81.93,88.41,100.06,NA
2022-2023,Sep,15,KARNATAKA,1518,KODAGU,420000,295.2028046,36,128,873.2103786,4513,0,7726,395764,34061,8160,17246,4107,102.75618,2144.272986,10783,17926,31524,74819,37,84585,186383,12239,1168.306428,197334,76,67.43,68.19,100.02,NA
2022-2023,Sep,15,KARNATAKA,1523,RAICHUR,7350000,260.7334897,37,871,8619.49268,12674,0,44955,8301514,1539334,119099,2075377,146431,827.71652,31092.03635,221263,440299,265451,624663,320,352158,885594,57629,21644.82715,4287351,73,79.04,80,100.04,NA
2022-2023,Sep,15,KARNATAKA,1526,UDUPI,490000,308.9789637,34,56,814.1380122,4113,3,10928,574918,27612,6480,26503,6460,80.48402,2670.997711,16477,29098,44638,106987,211,115691,237562,15041,1776.375679,352072,87,79.62,64.82,100,NA
2022-2023,Sep,15,KARNATAKA,1531,VIJAYANAGARA,3640600,289.8270938,48,930,4711.436014,12911,0,23897,5701283,1349659,109520,1323591,88512,169.1716,21404.47044,118377,237161,165133,438694,2593,238149,656008,36808,16523.86283,2905170,59,84.42,92.5,100.02,NA
2022-2023,April,15,KARNATAKA,1504,BELAGAVI,880000,200.1482282,13,950,7289.428047,5128,6,109017,1288888,119000,102110,126162,79606,89.58269,9958.697232,92969,130579,400901,888745,3,752119,1660552,114145,2579.686495,724428,75,45.97,56.48,100.01,NA
2022-2023,April,15,KARNATAKA,1513,DHARWAR,200000,207.7020251,14,33,1772.082529,1856,8,31257,113294,9513,20194,6682,15370,24.12234,2031.518802,7707,13050,83916,223540,0,155447,402744,33113,235.3139323,48366,80,39.71,47.73,100.75,NA
2022-2023,April,15,KARNATAKA,1521,MANDYA,264000,269.9248553,12,63,10.79656,593,7,34363,130061,13808,43596,802,2800,98.32902,460.192546,10653,15765,152545,373020,0,329285,743823,34956,351.066966,70124,81,43.34,51.87,100.1,NA
2022-2023,April,15,KARNATAKA,1522,MYSURU,264000,248.881394,16,38,110.5566545,1643,14,50203,187208,33244,80242,18837,46896,27.22075,603.7032845,11278,20247,156100,400029,1,320504,836351,51846,465.92588,91606,80,62.65,54.5,100.11,NA
2022-2023,April,15,KARNATAKA,1525,TUMAKURU,480000,216.701028,16,126,3440.126039,4254,17,85289,324205,34657,82061,15091,41689,0,4142.681607,19724,33108,214218,507937,2,401404,1030492,89543,702.5555677,154555,82,30.26,35.67,99.92,NA
2022-2023,April,15,KARNATAKA,1529,RAMANAGARA,408000,107.6523519,19,45,2.2914,6342,19,120284,272134,35936,53102,5980,5455,97.88079,393.1308412,14073,21435,146250,325699,0,199388,467205,126626,292.9586512,138581,89,69.96,60.23,100.01,NA
2022-2023,April,15,KARNATAKA,1531,VIJAYANAGARA,416000,128.0771972,15,267,6.9,477,2,29769,609348,129474,108609,141793,87536,0,787.3358395,39282,70542,163062,434846,0,233520,648891,30246,780.4358395,316163,61,76.52,78.19,99.99,NA
2022-2023,Nov,15,KARNATAKA,1507,VIJAYPURA,3360000,302.2563181,33,1310,7830.287654,23526,0,27663,3148487,595681,72198,53416,5925,363.40216,17710.1907,94240,151341,160399,345441,468,331927,759439,51189,9516.500882,1648976,78,60.8,77.89,100.1,NA
2022-2023,Nov,15,KARNATAKA,1513,DHARWAR,2000000,298.7460035,36,186,3803.35644,17897,1,25428,1685709,147452,20396,103357,15567,274.20149,9113.546199,46084,84754,85523,226263,129,165728,414563,43325,5035.988268,734144,80,55.07,57.69,100.8,NA
2022-2023,Nov,15,KARNATAKA,1515,KALABURAGI,5600000,299.1212743,28,603,4824.859323,38552,3,29785,4785152,1174429,138779,101467,10272,307.5583,19445.82526,165732,291950,240666,523437,269,404003,902338,68337,14313.40764,2520063,62,77.08,84.87,100.07,NA
2022-2023,Nov,15,KARNATAKA,1517,HAVERI,3600000,298.6932651,38,467,6806.435993,6648,1,33415,3422604,420862,55746,389672,43832,392.35132,17421.87495,88487,170264,154558,375231,357,263293,621500,40063,10223.08764,1548565,76,46.55,60.99,100.14,NA
2022-2023,Nov,15,KARNATAKA,1522,MYSURU,2640000,300.3538375,33,204,5550.901922,24214,6,43846,1981713,332584,80949,211335,47489,292.40418,11795.45714,58904,107205,158685,405082,448,334402,853941,68060,5952.151043,982813,79,52.47,55.93,100.3,NA
2022-2023,Nov,15,KARNATAKA,1526,UDUPI,560000,303.0609232,36,61,1532.340399,6428,3,9838,678605,33573,6515,32580,6505,121.72655,3710.653527,18507,32693,45043,107735,252,117274,240280,16266,2056.586578,418293,87,78.58,62.87,100,NA
2022-2023,Nov,15,KARNATAKA,1530,Yadgir,3760000,299.7673063,36,526,6300.282799,24512,1,35240,3695114,740652,61686,463073,33575,222.64538,17599.67188,101320,161040,145618,283384,290,257486,544378,59752,11076.7437,1902889,77,66.99,71.63,100.04,NA
2022-2023,Dec,15,KARNATAKA,1501,BAGALKOTE,4620000,294.4988787,41,2305,9779.89296,19010,0,17350,4181354,749899,58877,319697,25269,678.1747,22772.10831,100030,174419,152510,331831,1644,269724,576660,36360,12314.04065,2219479,64,45.61,68.85,100.16,NA
2022-2023,Dec,15,KARNATAKA,1507,VIJAYPURA,3528000,300.2937436,35,1399,9521.808521,26084,0,25952,3436870,651405,72298,58660,5936,484.81244,20327.32655,97467,156810,160630,345829,588,332919,754463,52036,10320.70559,1800545,78,59.54,77.34,100.12,NA
2022-2023,Dec,15,KARNATAKA,1517,HAVERI,3780000,297.0636898,40,482,9206.349344,7751,1,32960,3779891,466442,55764,433371,43869,401.48317,20836.51619,92842,178663,154714,375517,484,264157,621970,40711,11228.68368,1713580,76,46.42,61.48,100.17,NA
2022-2023,Dec,15,KARNATAKA,1519,KOLAR,3696000,298.8490356,42,458,9172.143762,16316,0,48692,3242763,796928,94506,242299,23386,503.16087,19366.27058,76467,124485,137599,343857,399,236279,598622,65008,9690.965951,1715803,77,59.69,64.03,100.36,NA
2022-2023,Dec,15,KARNATAKA,1520,KOPPAL,5880000,288.8443805,42,3000,12243.70301,27640,0,32539,7263044,1214810,91359,1023630,75215,630.31622,33852.91368,169792,355314,208899,537732,2170,312482,891192,60179,20978.89445,3799267,74,83.48,82.39,99.92,NA
2022-2023,Dec,15,KARNATAKA,1521,MANDYA,2772000,289.342258,33,371,5299.484971,14588,0,35330,2089667,228445,43950,11339,2824,328.10693,11673.88158,63300,100432,154867,377145,293,342286,761063,49918,6046.289683,1184112,79,48.23,55.94,100.26,NA
2022-2023,Dec,15,KARNATAKA,1524,SHIVAMOGGA,2520000,302.2587711,31,572,4082.334388,16030,0,29349,2811271,570478,89732,147407,20120,403.09828,12982.74584,89807,160118,161580,407374,323,243733,577320,45379,8497.313177,1431028,78,75.49,75.38,100.15,NA
2022-2023,Dec,15,KARNATAKA,1529,RAMANAGARA,4284000,288.5038422,40,320,15045.69829,73033,0,91868,3419562,456035,53455,55426,5481,485.45639,25396.72244,84468,138779,147398,327651,748,202980,464193,164901,9865.567757,1789335,90,68.47,65.23,100.15,NA
2022-2023,Oct,15,KARNATAKA,1509,CHIKKAMAGALURU,1976000,296.9345101,35,133,5334.42079,14951,0,31248,1480910,220779,45876,46158,9043,386.75962,10118.51326,41444,75600,96013,233639,206,172559,397646,46199,4397.332853,746553,71,57.72,65.34,100.08,NA
2022-2023,Oct,15,KARNATAKA,1511,DAKSHINA KANNADA,1261600,299.152332,43,52,852.7799823,8423,0,26372,983667,48927,12641,54914,11771,139.14895,3934.591702,22832,40019,71993,166298,250,164224,363271,34795,2942.66277,475056,89,75.15,63.87,100,NA
2022-2023,Oct,15,KARNATAKA,1518,KODAGU,456000,298.7106955,37,138,873.2103786,4893,0,7746,437640,37788,8178,19379,4113,120.69808,2301.185946,11587,19320,31582,74925,48,84915,186947,12639,1307.277488,219008,76,65.14,65.55,100.04,NA
2022-2023,Oct,15,KARNATAKA,1519,KOLAR,3344000,300.2931216,37,403,7637.214748,13628,0,49851,2556689,631148,94432,191226,23365,464.76098,15779.53694,68819,111253,137423,343515,206,235558,600094,63479,7677.561208,1347153,77,58.55,62.82,100.37,NA
2022-2023,Oct,15,KARNATAKA,1523,RAICHUR,7980000,264.8086224,38,903,8664.47568,17090,0,43103,8752011,1632949,119158,2180392,146501,999.07103,32839.62647,224946,447231,265594,624937,401,352763,884725,60193,23176.07976,4511928,73,76.65,80,100.05,NA
2022-2023,Oct,15,KARNATAKA,1526,UDUPI,532000,309.5435959,35,60,817.686711,4268,3,11309,618007,29460,6488,29013,6490,107.23492,2837.922722,17253,30564,44813,107319,223,116519,238953,15577,1913.001091,378776,87,78.49,63.31,100,NA
2022-2023,March,15,KARNATAKA,1510,CHITRADURGA,5200000,307.4621008,41,367,14724.63872,39756,0,34941,4485272,865051,97170,1184219,90468,671.32647,29186.47671,107598,182524,184041,444364,673,326050,779060,74697,13790.51152,2436332,66,66.58,72.58,105.52,NA
2022-2023,March,15,KARNATAKA,1516,HASSAN,4500000,309.1623314,42,635,8367.884286,40230,0,61766,4546561,669850,73072,74063,7182,1139.60837,23563.74664,107046,198827,169576,416497,1427,277033,650251,101996,14056.25398,2333432,82,58.12,57.06,101.77,NA
2022-2023,March,15,KARNATAKA,1524,SHIVAMOGGA,3000000,306.9073285,33,619,4833.15879,19266,0,29088,3243274,650128,89751,171403,20133,648.44917,15435.45355,96311,172980,161709,407626,435,244362,568278,48354,9953.845588,1663730,78,74.11,73.07,101.89,NA
2022-2023,March,15,KARNATAKA,1529,RAMANAGARA,5100000,309.2049208,45,369,15081.26718,84977,0,90365,4273319,576125,53470,69285,5481,745.37269,29039.9525,94287,156419,147436,327715,1170,203536,450381,175342,13213.31263,2248739,90,63.38,60.99,103.58,NA
2022-2023,March,15,KARNATAKA,1530,Yadgir,4700000,311.2231709,42,586,9334.167586,34778,1,35309,4824338,978549,61946,605880,33681,434.53701,24783.1623,112805,180841,146261,284515,585,260184,520360,70087,15014.4577,2481294,79,68.76,71.5,100.09,NA
2022-2023,Feb,15,KARNATAKA,1510,CHITRADURGA,4908800,292.5923918,40,355,14720.08872,38124,0,35580,4202191,810920,97161,1124606,90468,512.98534,27528.36522,103320,174758,184028,444342,599,325812,787159,73704,12295.29116,2278699,66,69.98,76.32,105.31,NA
2022-2023,Feb,15,KARNATAKA,1519,KOLAR,4153600,303.7527153,44,469,9186.770562,16893,0,49365,3536828,869317,94534,264155,23387,650.94992,20580.93157,80311,131046,137675,343986,478,236880,594511,66258,10743.21109,1876497,77,60.72,64.57,101.47,NA
2022-2023,Feb,15,KARNATAKA,1521,MANDYA,3115200,298.2234218,35,413,5317.160131,16370,0,35490,2420725,262011,43970,13430,2824,455.64965,12991.97871,69106,110395,155081,377504,357,343200,753277,51860,7219.168926,1367834,78,48.75,55.61,101.66,NA
2022-2023,Feb,15,KARNATAKA,1525,TUMAKURU,5664000,300.9723714,36,552,8919.973313,39638,0,78734,3740590,493928,82660,260242,41895,743.21767,20921.33341,103163,181478,216735,512657,460,412367,983777,118372,11258.14243,1880762,83,48.82,53.53,100.15,NA
2022-2023,Feb,15,KARNATAKA,1526,UDUPI,660800,299.8324334,38,74,1606.883257,7035,3,10722,861439,44539,6539,41573,6536,151.64213,4341.398903,22629,39309,45483,108481,328,118813,242678,17757,2582.873516,539402,87,77.01,60.94,101.6,NA
2022-2023,April,15,KARNATAKA,1506,BIDAR,360000,159.3008911,12,44,560.9013842,1389,22,30285,198734,49600,77440,37156,49952,103.6241,981.1105171,15475,23387,142442,282001,0,226681,493560,31674,316.5850329,110087,61,48.91,46.47,100.27,NA
2022-2023,April,15,KARNATAKA,1515,KALABURAGI,560000,126.9432495,12,196,460.414742,3057,19,49668,757320,186638,138150,16093,10186,45.34209,1467.123449,61461,105516,238597,519640,0,385781,931313,52725,961.3666168,404282,64,89.16,91.16,100.06,NA
2022-2023,April,15,KARNATAKA,1528,CHIKKABALLAPURA,400000,229.9398437,16,656,352.3292705,360,0,22598,293535,60790,82870,37949,50308,97.1845,1124.467691,18011,30248,141006,352506,2,217164,552698,22958,674.9539203,152009,73,53.76,64.64,99.99,NA
2022-2023,April,15,KARNATAKA,1530,Yadgir,376000,211.5432643,11,126,3.33,2779,1,33641,304282,64590,60100,33022,32640,0,647.0180754,26234,38210,141307,275433,0,248829,542717,36420,643.6880754,163280,72,58.47,54.43,99.97,NA
2022-2023,May,15,KARNATAKA,1508,CHAMARAJA NAGARA,644000,276.2752087,15,87,71.4222023,1262,0,18613,213953,48588,89560,17497,34191,63.84674,726.3680395,13648,22126,132039,309452,2,214960,515844,19875,591.0990972,109318,79,57.37,54.03,101.03,NA
2022-2023,May,15,KARNATAKA,1510,CHITRADURGA,1196000,217.1870479,16,99,1870.540493,7253,2,46936,575322,106623,96721,184753,90024,48.67937,3168.74473,34961,56216,182622,441790,2,319913,804900,54189,1249.524868,303882,64,74.12,81.41,101.32,NA
2022-2023,May,15,KARNATAKA,1511,DAKSHINA KANNADA,381800,248.4009148,31,24,1.473704,1245,0,26042,324332,13372,12452,16540,11648,28.99831,836.1156689,10367,17922,70078,162564,20,151568,346323,27287,805.6436549,152323,88,78.9,70.72,100,NA
2022-2023,May,15,KARNATAKA,1522,MYSURU,759000,270.8892755,19,68,2301.218577,4254,8,50320,391531,66230,80344,43112,46963,27.22075,3389.054816,20115,36281,156461,400755,11,321635,837811,54574,1060.615489,192423,79,60.5,55.37,100.4,NA
2022-2023,Nov,15,KARNATAKA,1510,CHITRADURGA,4160000,297.3070498,36,306,9900.37767,29558,0,39410,3406757,655759,97128,957163,90439,367.77166,20396.67806,92546,155565,183895,444093,382,324756,809548,68968,10128.52873,1835852,65,71.65,78.07,101.08,NA
2022-2023,Nov,15,KARNATAKA,1514,GADAG,2960000,294.8422234,27,783,3798.409168,8852,0,18557,1898621,347865,56053,164738,25383,227.23514,9623.580678,69280,141157,119811,304738,148,162085,412148,27409,5597.93637,887838,68,69.31,72.51,100.01,NA
2022-2023,Nov,15,KARNATAKA,1521,MANDYA,2640000,287.7293472,29,319,3030.63294,11548,0,36876,1653055,184499,43913,9302,2822,261.12436,8048.08166,56206,88281,154592,376660,176,341559,759967,48424,4756.32436,941771,79,54.63,58.07,100.19,NA
2022-2023,Nov,15,KARNATAKA,1525,TUMAKURU,4800000,295.5784029,32,467,8510.440255,30460,0,78121,2716209,343725,82547,174162,41845,484.07881,17023.04625,84228,147442,216302,511845,260,410325,1010248,108581,8028.52718,1350364,82,46.67,52.01,99.91,NA
