fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2025-2026,Sep,15,KARNATAKA,1517,HAVERI,2059620,360.5962818,28,670,390.865441,5161,0,19133,1490283,245127,50451,240453,41292,382.97766,6147.748188,51971,92855,142562,350099,87,290867,642133,24294,5373.905087,751660,53,29.49,69.33,100.12,NA
2025-2026,Sep,15,KARNATAKA,1525,TUMAKURU,1993200,377.5208411,29,382,695.5410623,22238,0,36754,2201081,320044,74331,188932,39104,528.55656,9533.637126,74496,125569,199597,480614,161,406876,898649,58992,8309.539504,1121789,69,28.34,69.9,100.25,NA
2025-2026,Sep,15,KARNATAKA,1530,Yadgir,1857042,351.5149211,23,536,11.52286384,8922,0,23137,1851311,328114,65301,256154,37632,0,6519.157265,79011,121127,152945,312577,31,284418,569706,32059,6507.634401,1040305,69,62.99,95.26,100.01,NA
2025-2026,Sep,15,KARNATAKA,1504,BELAGAVI,5686036,351.1921536,26,3049,502.8760173,17439,0,51183,5062600,577410,95948,555612,77539,874.25867,19156.58865,188398,267820,382371,831680,421,848716,1710726,68622,17779.45397,3121530,47,34.24,70.83,102.15,NA
2025-2026,Sep,15,KARNATAKA,1512,DAVANAGERE,1281796,368.4361691,28,238,161.3175112,2836,0,11169,1241728,301334,62007,229927,41876,349.87884,5086.171425,43273,73044,112547,267261,51,242160,532657,14005,4574.975074,659732,67,36.08,71.38,100.06,NA
2025-2026,Sep,15,KARNATAKA,1517,HAVERI,2059620,360.5512141,28,670,390.865441,5201,0,19089,1490638,245173,50454,240493,41292,382.97766,6148.356508,51981,92870,142563,350101,87,290866,642131,24290,5374.513407,751680,53,29.44,69.31,100.12,NA
2025-2026,Sep,15,KARNATAKA,1518,KODAGU,220376,356.1115983,31,51,79.70468773,1256,2,3675,171988,11549,5507,8069,2752,98.72153,790.8954334,5465,9106,23481,56284,18,88676,192388,4931,612.4692157,85272,76,63.41,68.07,100.19,NA
2025-2026,Sep,15,KARNATAKA,1519,KOLAR,1590895,372.7101409,35,1156,358.8851077,5586,1,19375,1990633,500280,77731,117516,20134,493.32845,8271.504617,56099,85865,117614,293742,193,246945,585552,24961,7419.291059,1084424,52,40.81,64.24,100.05,NA
2025-2026,Sep,15,KARNATAKA,1502,BENGALURU,32527,321.1677089,25,1,16.85159109,286,2,1265,14181,2926,2402,429,274,32.6429,95.03928389,565,911,5341,12011,3,63199,141353,1551,45.5447928,7446,81,63.52,37.5,103.33,NA
2025-2026,Sep,15,KARNATAKA,1510,CHITRADURGA,2176933,383.9041866,21,214,294.9587188,11996,0,30133,1313036,262569,83602,366580,85762,404.49786,5740.256755,59788,94385,164994,399517,13,338298,792545,42129,5040.800176,727307,60,44.09,71.02,100.97,NA
2025-2026,Sep,15,KARNATAKA,1512,DAVANAGERE,1281796,368.5484244,28,238,161.3175112,2829,0,11129,1237797,300856,62002,229132,41866,349.87884,5073.077692,43215,72942,112537,267232,51,242147,532621,13958,4561.881341,657759,67,36.2,71.37,100.06,NA
2025-2026,Sep,15,KARNATAKA,1517,HAVERI,2059620,360.9242091,28,670,390.865441,4893,0,19404,1485398,243788,50448,239813,41291,382.97766,6135.004085,51882,92695,142554,350096,87,290857,642135,24297,5361.160984,749374,53,29.3,69.34,100.12,NA
2025-2026,Sep,15,KARNATAKA,1521,MANDYA,993834,366.0178424,24,242,117.4815372,5644,0,18097,1088922,125587,33552,5822,1975,229.79892,4332.929267,43972,64031,118544,286063,30,343087,731568,23741,3985.64881,672708,70,65.12,67.39,100.5,NA
2025-2026,Sep,15,KARNATAKA,1505,BALLARI,3995916,280.2543834,33,1943,121.9786643,1526,0,8353,3175181,599287,70599,1014756,100154,227.41193,9247.974529,94076,196456,118712,339306,49,176039,491772,9879,8898.583934,1763927,37,82.78,92.92,100.05,NA
2025-2026,Sep,15,KARNATAKA,1513,DHARWAR,993127,364.4619198,27,172,194.8618908,9984,0,15358,999491,86292,17657,64272,13633,212.4981,4050.124077,36755,63712,76947,201567,76,172837,409674,25342,3642.764087,481875,66,46.42,69.36,100.3,NA
2025-2026,Sep,15,KARNATAKA,1514,GADAG,1912008,342.7008308,19,961,114.3247109,3783,0,11571,1185043,194995,53650,106877,25433,251.47143,4426.948348,59881,123967,118685,304767,11,169886,403349,15354,4061.152207,585519,67,64,77.23,100.04,NA
2025-2026,Sep,15,KARNATAKA,1517,HAVERI,2059620,360.9559408,28,689,443.960441,5659,0,18701,1519764,249631,50504,245139,41324,382.97766,6312.616545,52686,94093,142651,350354,93,290977,642430,24360,5485.678444,765622,53,29.51,69.31,100.19,NA
2025-2026,Sep,15,KARNATAKA,1521,MANDYA,993834,366.174842,25,251,164.3838172,5825,0,18301,1140198,130798,33574,6145,1980,229.79892,4569.300962,44901,65622,118733,286312,37,342915,730660,24126,4175.118225,703383,70,64.7,67.67,100.51,NA
2025-2026,Sep,15,KARNATAKA,1523,RAICHUR,6307124,286.3293485,25,826,410.5259257,13012,0,29405,4580753,815652,126491,1165448,157816,252.8839,13779.45005,179675,335976,285902,667876,42,384393,862710,42417,13116.04022,2505538,49,44.61,74.67,100.11,NA
2025-2026,Sep,15,KARNATAKA,1531,VIJAYANAGARA,3765746,324.004694,36,1217,454.3000465,3584,0,14479,4116461,945320,114675,1015784,94407,0,13791.82691,112479,209791,174443,459834,263,256847,658820,18063,13337.52687,2162692,48,26.29,78.25,100.06,NA
2025-2026,Sep,15,KARNATAKA,1501,BAGALKOTE,2187482,323.8318979,26,1604,244.6965155,5519,0,14366,1889247,280823,55036,177004,24900,433.70001,6796.380941,72185,119234,141899,318379,75,279029,566814,19885,6117.984415,1102785,57,40.48,75.02,100.3,NA
2025-2026,Sep,15,KARNATAKA,1504,BELAGAVI,5686036,349.4024022,27,3120,609.1722273,18129,0,51428,5322003,606663,96224,597922,77890,874.25867,20078.63723,192232,274151,383424,834135,483,849368,1712108,69557,18595.20633,3276128,48,33.77,70.56,102.38,NA
2025-2026,Sep,15,KARNATAKA,1519,KOLAR,1590895,371.0581261,36,1156,407.4684977,5978,1,19338,2087839,526522,77825,124129,20162,493.32845,8647.893217,56990,87346,117709,294030,223,247057,585802,25316,7747.096269,1138009,52,41.11,64.68,100.07,NA
2025-2026,Sep,15,KARNATAKA,1522,MYSURU,980972,381.3514765,30,119,186.7239931,7516,0,21166,1067847,192558,58105,125819,35427,175.07099,4434.045284,34465,59740,118067,304603,91,350955,851144,28682,4072.250301,560365,76,32.2,56.68,100.49,NA
2025-2026,Sep,15,KARNATAKA,1523,RAICHUR,6307124,286.6828537,25,826,410.5259257,13055,0,29641,4589078,816774,126489,1167390,157823,252.8839,13819.5096,179915,336533,285893,667891,43,384433,862808,42696,13156.09977,2509327,49,44.54,74.59,100.11,NA
2025-2026,Sep,15,KARNATAKA,1526,UDUPI,346492,370.4183148,29,21,50.23841802,1870,0,8635,322464,13991,5418,15803,5520,137.52717,1382.231303,10845,17662,41761,100293,83,126422,257832,10505,1194.465715,210765,89,78.97,71.39,100.33,NA
2025-2026,Sep,15,KARNATAKA,1528,CHIKKABALLAPURA,1225743,369.6064483,31,1336,268.932965,5863,0,16617,1227007,248880,63698,164315,39711,230.35081,5034.380769,39544,65833,113073,284760,222,224352,536010,22480,4535.096994,654617,63,34.18,67.98,100.09,NA
2025-2026,Sep,15,KARNATAKA,1509,CHIKKAMAGALURU,1040733,361.9791961,30,104,438.8519018,9765,0,14604,955003,133487,39764,37684,8070,327.15762,4222.921704,31123,54353,87222,214913,51,180329,402963,24369,3456.912182,503599,69,58.32,74.5,100.16,NA
2025-2026,Sep,15,KARNATAKA,1514,GADAG,1912008,341.8269855,19,966,80.37721087,3894,0,11569,1193220,196567,53652,107425,25432,251.47143,4410.596598,60035,124306,118690,304787,12,169939,403407,15463,4078.747957,590375,67,63.68,76.96,100.04,NA
2025-2026,Sep,15,KARNATAKA,1517,HAVERI,2059620,358.7533444,28,703,448.400441,5797,0,18594,1543315,254062,50411,248690,41257,382.97766,6368.072278,53289,95137,142702,349769,111,291074,641951,24391,5536.694177,776675,53,29.68,69.47,100.2,NA
2025-2026,Sep,15,KARNATAKA,1518,KODAGU,220376,351.6213727,32,55,79.70468773,1313,2,3704,182440,11975,5511,8461,2762,98.72153,819.92425,5643,9390,23540,56419,21,88701,192438,5017,641.4980323,90367,76,63.19,67.89,100.19,NA
2025-2026,Sep,15,KARNATAKA,1519,KOLAR,1590895,367.3570265,37,1161,392.2984977,6179,1,19286,2134586,538940,77889,126783,20194,493.32845,8727.178605,57434,88048,117818,294273,251,247094,585907,25465,7841.551658,1164727,52,41.28,64.91,100.07,NA
2025-2026,Sep,15,KARNATAKA,1523,RAICHUR,6307124,284.4860568,25,830,379.0759257,13179,0,30249,4644195,826550,126544,1182905,157873,252.8839,13844.04705,180803,337842,286026,668183,46,384559,863073,43428,13212.08722,2538905,50,44.46,74.58,100.13,NA
2025-2026,Sep,15,KARNATAKA,1525,TUMAKURU,1993200,371.7329592,31,409,754.5560623,23405,0,37206,2452489,357557,74672,207443,39251,528.55656,10399.82256,78103,132000,200243,482143,222,407107,899245,60611,9116.709935,1248437,70,28.88,70.76,100.26,NA
2025-2026,Sep,15,KARNATAKA,1527,UTTARA KANNADA,696328,360.4928744,25,88,92.01195339,5133,0,14280,708526,41175,12940,26008,7245,235.0199,2881.217596,27334,44811,78902,200832,41,206351,457629,19413,2554.185743,384060,75,36.12,63.56,100.21,NA
2025-2026,Sep,15,KARNATAKA,1528,CHIKKABALLAPURA,1225743,368.4004692,31,1331,268.007965,6442,0,16113,1243726,251642,63719,166456,39709,230.35081,5080.251195,39681,66045,113089,284794,236,224358,536016,22555,4581.89242,663467,63,34.2,67.98,100.09,NA
2025-2026,Sep,15,KARNATAKA,1530,Yadgir,1857042,350.0280868,23,539,24.65786384,9735,0,22457,1901375,336867,65377,263103,37642,0,6680.004399,79615,122122,153069,312872,31,284517,569953,32192,6655.346535,1065790,69,62.91,94.33,100.01,NA
2025-2026,Sep,15,KARNATAKA,1506,BIDAR,2594972,360.669903,27,463,172.0291901,13511,0,36041,2672273,670669,81168,492669,55198,347.95946,10158.07309,96005,146743,159792,317307,35,271684,508911,49552,9638.084436,1485486,58,54.26,85.82,100.28,NA
2025-2026,Sep,15,KARNATAKA,1515,KALABURAGI,2603040,344.8845757,20,512,189.6190235,14802,1,28653,2665316,658050,134846,58067,10758,515.4125,9897.295301,126953,214445,234551,525236,47,436712,914331,43455,9192.263777,1483200,62,49.44,88.26,100.18,NA
2025-2026,Sep,15,KARNATAKA,1519,KOLAR,1590895,372.4030398,36,1156,407.4684977,5959,1,19265,2061496,519200,77808,122230,20149,493.32845,8577.870717,56763,86935,117680,293943,219,247014,585712,25224,7677.073769,1123849,52,41.07,64.61,100.08,NA
2025-2026,Sep,15,KARNATAKA,1522,MYSURU,980972,383.3800682,30,117,186.7239931,7425,0,21144,1044899,187463,58053,122086,35356,175.07099,4367.729482,34167,59195,117980,304394,87,350925,851073,28569,4005.934499,548319,76,31.99,56.76,100.42,NA
2025-2026,Sep,15,KARNATAKA,1523,RAICHUR,6307124,286.2255475,25,820,410.5259257,12950,0,29230,4530096,807181,126468,1156592,157800,252.8839,13629.7019,178998,334403,285846,667765,39,384355,862635,42180,12966.29208,2479078,49,44.69,74.63,100.1,NA
2025-2026,Sep,15,KARNATAKA,1525,TUMAKURU,1993200,374.6160156,30,402,748.0810623,22968,0,36866,2338337,341454,74541,199468,39191,528.55656,10036.42252,76611,129386,200021,481607,191,406987,898952,59834,8759.784901,1191234,69,28.75,70.29,100.27,NA
2025-2026,Sep,15,KARNATAKA,1507,VIJAYPURA,1749339,367.110952,25,812,194.6653517,9201,2,30056,1493382,256632,59155,33575,5688,423.91179,6100.946019,58107,87791,139518,297754,50,357383,783202,39257,5482.368878,805971,73,63.29,79.93,100.02,NA
2025-2026,Sep,15,KARNATAKA,1513,DHARWAR,993127,364.3939599,26,171,194.8618908,9865,0,15398,983147,85088,17651,63163,13621,212.4981,3989.888276,36433,63121,76856,201340,74,172823,409669,25263,3582.528285,474067,66,46.35,69.56,100.3,NA
2025-2026,Sep,15,KARNATAKA,1516,HASSAN,1772125,375.9665068,29,274,603.4753424,13339,3,27643,1512757,201242,63028,27923,6451,424.95236,6715.887351,51877,93805,151511,376388,138,284433,655695,40982,5687.459649,773851,68,33.95,56.04,100.14,NA
2025-2026,Sep,15,KARNATAKA,1523,RAICHUR,6307124,286.2226545,25,821,410.5259257,12900,0,29259,4512467,805578,126475,1152955,157798,252.8839,13579.11266,179157,334890,285829,667786,38,384333,862629,42159,12915.70283,2469201,49,44.66,74.6,100.1,NA
2025-2026,Sep,15,KARNATAKA,1525,TUMAKURU,1993200,375.2703943,30,402,748.0810623,22904,0,36839,2319200,338137,74515,197618,39181,528.55656,9979.908608,76379,129003,199981,481494,186,406968,898897,59743,8703.270985,1181469,69,28.67,70.27,100.26,NA
2025-2026,Sep,15,KARNATAKA,1531,VIJAYANAGARA,3765746,324.284862,36,1217,454.3000465,3480,0,14540,4105486,942608,114670,1014238,94416,0,13767.76966,112487,209872,174429,459793,257,256831,658787,18020,13313.46961,2157643,48,26.22,78.24,100.06,NA
2025-2026,Sep,15,KARNATAKA,1506,BIDAR,2594972,360.4699935,27,462,161.4841901,12538,0,36648,2638996,662870,81079,486195,55150,347.95946,10022.23236,95545,145908,159658,316981,28,271536,508560,49186,9512.788709,1467579,58,54.18,86.47,100.25,NA
2025-2026,Sep,15,KARNATAKA,1511,DAKSHINA KANNADA,552955,367.2281565,37,26,71.85863686,5535,0,9686,407359,16084,8852,19758,8985,190.01476,1757.810343,10974,18363,57268,134345,110,173033,364256,15221,1495.936946,216622,89,74.37,65.19,100.27,NA
2025-2026,Sep,15,KARNATAKA,1519,KOLAR,1590895,372.754542,35,1154,358.8851077,5840,1,19149,1993604,501347,77742,117538,20136,493.32845,8283.463017,56145,85929,117620,293768,194,246949,585583,24989,7431.249459,1086252,52,40.85,64.29,100.05,NA
2025-2026,Sep,15,KARNATAKA,1520,KOPPAL,4470321,315.6926931,28,3080,183.2711648,6924,0,23574,4844644,813770,99549,705339,81442,448.05639,15925.51467,169518,349765,223955,583363,174,327117,853234,30498,15294.18711,2576185,54,41.84,86.66,100.02,NA
2025-2026,Sep,15,KARNATAKA,1521,MANDYA,993834,367.8576598,24,247,117.4815372,5704,0,18164,1096717,126230,33543,5880,1975,229.79892,4381.637948,44163,64367,118574,285994,32,342928,730817,23868,4034.357491,677396,70,65.2,67.42,100.5,NA
2025-2026,Sep,15,KARNATAKA,1502,BENGALURU,32527,319.9487032,25,1,16.85159109,273,2,1271,14050,2926,2402,399,272,32.6429,94.44728389,562,906,5340,12007,3,63195,141340,1544,44.9527928,7365,81,63.77,38.09,103.31,NA
2025-2026,Sep,15,KARNATAKA,1505,BALLARI,3995916,278.8720902,33,1942,82.3886643,1386,0,8297,3134872,590974,70580,999762,100143,227.41193,9052.083664,93847,195863,118672,339213,45,175992,491683,9683,8742.28307,1742130,35,83.26,93.39,100,NA
2025-2026,Sep,15,KARNATAKA,1508,CHAMARAJA NAGARA,998712,377.2794425,24,330,111.8365926,3519,0,15577,922549,280628,69800,87835,25990,188.09141,3780.515727,38163,58560,100438,239683,32,225818,518381,19096,3480.587724,529280,69,26.7,69.98,100.3,NA
2025-2026,Sep,15,KARNATAKA,1509,CHIKKAMAGALURU,1040733,368.106238,28,91,407.5869018,8950,0,14716,826244,116455,39645,33162,8038,327.15762,3776.200227,28696,50089,86930,214278,35,180234,402777,23666,3041.455706,433699,68,57.6,74.03,100.17,NA
2025-2026,Sep,15,KARNATAKA,1514,GADAG,1912008,342.6679328,19,897,71.12721087,3518,0,11468,1157451,190306,53632,104476,25439,251.47143,4288.812055,59413,123096,118636,304750,8,169566,403093,14986,3966.213415,569297,66,64.93,78.49,100.03,NA
2025-2026,Sep,15,KARNATAKA,1530,Yadgir,1857042,351.2010682,23,534,11.52286384,8879,0,22924,1837543,325756,65286,253824,37630,0,6464.993508,78886,120909,152920,312513,31,284391,569648,31803,6453.470644,1033155,69,62.88,95.31,100.01,NA
2025-2026,Sep,15,KARNATAKA,1503,BENGALURU RURAL,764047,367.4783046,33,351,203.8942154,2499,0,7165,629933,77295,22165,37234,7773,165.53521,2684.296534,18597,30764,53241,125899,34,122585,266671,9664,2314.867109,321194,62,47.84,69.33,100.01,NA
2025-2026,Sep,15,KARNATAKA,1504,BELAGAVI,5686036,350.2682438,27,3090,549.6810173,17646,0,51485,5205169,593630,96074,578884,77773,874.25867,19655.99373,190602,271478,382990,833140,456,849101,1711547,69131,18232.05404,3206575,48,34.1,70.7,102.33,NA
2025-2026,Sep,15,KARNATAKA,1508,CHAMARAJA NAGARA,998712,376.8946212,24,336,140.1169326,3692,0,15781,962657,291855,69919,92603,26044,188.09141,3956.410797,39082,60135,100618,240120,33,225880,518530,19473,3628.202454,552765,69,26.57,69.36,100.35,NA
2025-2026,Sep,15,KARNATAKA,1523,RAICHUR,6307124,285.9493065,25,817,392.9509257,12861,0,29288,4500861,803757,126482,1150881,157796,252.8839,13516.01564,178882,334477,285844,667827,36,384262,862518,42149,12870.18082,2462904,49,44.66,74.6,100.1,NA
2025-2026,Sep,15,KARNATAKA,1530,Yadgir,1857042,351.4725587,23,538,37.97786384,9376,0,22706,1869356,331090,65303,258995,37630,0,6608.251227,79155,121389,152964,312626,31,284440,569765,32082,6570.273364,1049695,69,63.04,95.03,100.01,NA
2025-2026,Sep,15,KARNATAKA,1513,DHARWAR,993127,364.9340968,26,171,186.9068908,9725,0,15508,969330,83682,17660,62145,13625,212.4981,3936.820671,36233,62745,76826,201287,71,172809,409660,25233,3537.415681,467173,66,46.44,69.68,100.29,NA
2025-2026,Sep,15,KARNATAKA,1515,KALABURAGI,2603040,344.9605347,20,510,189.2490235,14574,1,28659,2651318,653392,134792,58077,10757,515.4125,9850.662272,126719,214031,234504,525101,46,436662,914242,43233,9146.000749,1475781,62,49.35,88.34,100.16,NA
2025-2026,Sep,15,KARNATAKA,1517,HAVERI,2059620,360.6649977,28,677,408.070441,5388,0,18918,1500222,246688,50440,242337,41307,382.97766,6201.823742,52215,93271,142592,350185,89,290899,642217,24306,5410.775641,756328,53,29.42,69.25,100.16,NA
2025-2026,Sep,15,KARNATAKA,1519,KOLAR,1590895,371.989428,35,1156,407.4684977,5892,1,19175,2020340,508838,77778,119628,20145,493.32845,8416.248158,56374,86314,117660,293869,201,246958,585613,25067,7515.45121,1100989,52,41.03,64.46,100.05,NA
2025-2026,Sep,15,KARNATAKA,1526,UDUPI,346492,371.4542254,29,21,50.23841802,1804,0,8639,315573,13732,5418,15472,5510,137.52717,1359.974831,10671,17347,41677,100083,79,126385,257749,10443,1172.209243,206155,89,79.03,71.78,100.31,NA
2025-2026,Sep,15,KARNATAKA,1509,CHIKKAMAGALURU,1040733,370.1940482,29,96,441.0719018,9156,0,14849,862251,121060,39664,34386,8054,327.15762,3960.231405,29367,51255,87008,214454,38,180282,402857,24005,3192.001883,452403,68,57.76,73.81,100.16,NA
2025-2026,Sep,15,KARNATAKA,1521,MANDYA,993834,366.4311236,24,247,130.1928172,5732,0,18219,1105972,127257,33539,5956,1977,229.79892,4412.617364,44280,64581,118603,286046,32,342940,730838,23951,4052.625626,683119,70,65.06,67.4,100.5,NA
2025-2026,Sep,15,KARNATAKA,1501,BAGALKOTE,2187482,323.6855534,25,1596,228.6015155,5348,0,14369,1857599,275560,55008,175092,24890,433.70001,6675.081128,71699,118441,141833,318191,67,278962,566587,19717,6012.779603,1084794,57,40.31,75.13,100.19,NA
2025-2026,Sep,15,KARNATAKA,1505,BALLARI,3995916,279.9346854,33,1943,112.7286643,1484,0,8338,3165076,597021,70587,1011714,100142,227.41193,9200.286138,94000,196282,118699,339265,45,176004,491692,9822,8860.145544,1758540,36,82.84,92.98,100.05,NA
2025-2026,Sep,15,KARNATAKA,1511,DAKSHINA KANNADA,552955,365.944104,37,27,86.65863686,5649,0,9728,423168,16760,8865,20761,9004,190.01476,1825.231743,11290,18926,57373,134614,119,173062,364326,15377,1548.558346,225368,89,75.3,65.49,100.27,NA
2025-2026,Sep,15,KARNATAKA,1514,GADAG,1912008,342.2605688,19,956,114.3247109,3680,0,11566,1172922,192799,53641,105531,25434,251.47143,4380.24565,59667,123539,118671,304739,11,169831,403286,15246,4014.449509,578427,67,64.37,77.75,100.03,NA
2025-2026,Sep,15,KARNATAKA,1519,KOLAR,1590895,371.867191,35,1156,407.4684977,5896,1,19215,2030291,511294,77781,120186,20145,493.32845,8450.783058,56475,86474,117665,293890,205,246961,585629,25111,7549.98611,1106641,52,41.09,64.53,100.05,NA
2025-2026,Sep,15,KARNATAKA,1524,SHIVAMOGGA,1268393,347.7499646,23,378,165.8830147,3344,0,8347,1344738,302005,79345,76093,17475,351.27372,5193.482654,57450,93952,133258,346858,51,250528,576434,11691,4676.32592,757749,68,38.63,75.05,100.26,NA
2025-2026,Sep,15,KARNATAKA,1528,CHIKKABALLAPURA,1225743,369.1015246,30,1316,261.717965,5717,0,16673,1192090,241807,63669,158474,39701,230.35081,4892.091139,39165,65165,113037,284672,200,224331,535956,22390,4400.022364,636357,63,34.13,67.85,100.08,NA
2025-2026,Sep,15,KARNATAKA,1501,BAGALKOTE,2187482,324.0631956,25,1596,244.6965155,5422,0,14320,1861654,276165,55006,175755,24901,433.70001,6711.331968,71761,118542,141837,318217,70,278965,566606,19742,6032.935443,1086779,57,40.24,75.12,100.25,NA
2025-2026,Sep,15,KARNATAKA,1505,BALLARI,3995916,280.1062904,33,1943,121.9786643,1497,0,8345,3167718,597663,70589,1012637,100145,227.41193,9222.367974,94015,196319,118701,339270,45,176005,491694,9842,8872.977379,1759915,36,82.82,92.96,100.05,NA
2025-2026,Sep,15,KARNATAKA,1512,DAVANAGERE,1281796,368.9381706,28,240,199.3597412,2901,0,11260,1264961,305972,62049,232763,41925,349.87884,5216.162553,43659,73762,112665,267553,52,242198,532760,14161,4666.923972,670932,67,36.48,71.39,100.06,NA
2025-2026,Sep,15,KARNATAKA,1514,GADAG,1912008,342.8091695,19,958,114.3247109,3704,0,11556,1174736,193081,53647,105669,25430,251.47143,4392.898866,59697,123594,118668,304727,11,169828,403273,15260,4027.102725,579598,67,64.34,77.64,100.03,NA
2025-2026,Sep,15,KARNATAKA,1525,TUMAKURU,1993200,375.3663056,30,402,742.5310623,22854,0,36813,2297942,335037,74487,196287,39156,528.55656,9896.787612,76076,128399,199917,481334,182,406956,898858,59667,8625.69999,1170741,69,28.7,70.3,100.26,NA
2025-2026,Sep,15,KARNATAKA,1528,CHIKKABALLAPURA,1225743,369.5761899,30,1321,261.717965,5723,0,16701,1201096,243624,63672,159908,39703,230.35081,4931.033609,39272,65347,113043,284685,208,224338,535963,22424,4438.964834,641191,63,34.12,67.84,100.08,NA
2025-2026,Sep,15,KARNATAKA,1531,VIJAYANAGARA,3765746,324.2393371,36,1217,454.3000465,3450,0,14548,4103417,942042,114669,1013731,94417,0,13759.19213,112470,209839,174429,459789,257,256823,658767,17998,13304.89208,2156384,48,26.21,78.27,100.06,NA
2025-2026,Oct,15,KARNATAKA,1509,CHIKKAMAGALURU,1209902,364.788408,31,110,438.8519018,9866,0,14625,995615,139546,39797,39039,8075,327.15762,4397.89763,31756,55450,87286,215064,64,180359,403030,24491,3631.888108,526445,68,58.34,74.77,100.16,NA
2025-2026,Oct,15,KARNATAKA,1513,DHARWAR,1107638,360.6352554,27,174,195.7868908,10265,0,15325,1036755,89583,17679,67119,13674,212.4981,4147.189033,37370,64806,77097,201968,87,172856,409747,25590,3738.904042,500958,66,46.23,68.8,100.3,NA
2025-2026,Oct,15,KARNATAKA,1514,GADAG,1970900,341.6865673,19,967,80.37721087,3907,0,11604,1198756,197338,53657,107939,25425,251.47143,4427.836868,60090,124428,118698,304788,14,169944,403398,15511,4095.988227,592999,67,63.58,76.83,100.04,NA
2025-2026,Oct,15,KARNATAKA,1522,MYSURU,1115980,380.0944845,31,120,198.9339931,7716,0,21281,1116974,202393,58285,133056,35563,175.07099,4619.561551,35155,61020,118361,305336,99,351084,851432,28997,4245.556568,586179,76,32.18,56.7,100.53,NA
2025-2026,Oct,15,KARNATAKA,1526,UDUPI,370231,371.2020353,30,23,49.86841802,1891,0,8665,332901,14376,5427,16251,5526,137.52717,1423.130876,11038,17993,41817,100420,90,126453,257905,10556,1235.735288,217598,89,78.81,71.25,100.31,NA
2025-2026,Oct,15,KARNATAKA,1528,CHIKKABALLAPURA,1420864,367.9017484,31,1338,268.007965,6621,0,15972,1267110,257133,63721,169619,39713,230.35081,5160.07862,39882,66405,113120,284858,250,224366,536025,22593,4661.719845,675744,64,34.26,68.1,100.09,NA
2025-2026,Oct,15,KARNATAKA,1529,BENGALURU SOUTH,1922527,375.7588105,28,122,270.3528524,8234,1,23526,915180,137102,41934,12853,4400,276.35246,3985.574794,31763,49413,121758,272840,37,202320,429816,31760,3438.869482,497101,79,49.93,67.84,101.33,NA
2025-2026,Oct,15,KARNATAKA,1502,BENGALURU,39769,326.5742425,28,1,16.85159109,313,2,1265,17676,3669,2442,530,278,32.6429,107.2197542,625,995,5380,12082,4,63241,141430,1578,57.7252631,9162,81,63.54,38.95,103.29,NA
2025-2026,Oct,15,KARNATAKA,1505,BALLARI,4038390,280.7332228,34,1944,119.2036643,1544,0,8450,3212326,605399,70615,1032038,100156,227.41193,9364.6819,94307,197025,118736,339354,58,176058,491795,9994,9018.066306,1783439,37,82.62,92.72,100.05,NA
2025-2026,Oct,15,KARNATAKA,1510,CHITRADURGA,2445113,379.5869483,23,233,380.0587188,12716,0,30223,1513531,306588,83739,399110,85832,404.49786,6529.722713,63468,100440,165217,400059,31,338399,792826,42939,5745.166134,836732,61,42.19,69.1,100.94,NA
2025-2026,Oct,15,KARNATAKA,1524,SHIVAMOGGA,1409227,347.9615487,23,393,184.4694947,3610,0,8439,1406069,314804,79471,79352,17503,351.27372,5428.322683,58983,96722,133505,347534,66,250577,576611,12049,4892.579469,787955,68,39.21,74.2,100.29,NA
2025-2026,Sep,15,KARNATAKA,1503,BENGALURU RURAL,764047,364.2576049,34,359,207.7792154,2653,0,7145,665575,82152,22190,39497,7790,165.53521,2797.721979,19044,31492,53307,126059,45,122623,266773,9798,2424.407554,338691,62,48.12,69.23,100.01,NA
2025-2026,Sep,15,KARNATAKA,1506,BIDAR,2594972,360.1842516,28,466,172.9541901,14387,0,35600,2724079,681758,81194,502193,55221,347.95946,10332.61721,96690,147944,159912,317550,37,271786,509118,49987,9811.703559,1513975,58,54.04,85.38,100.32,NA
2025-2026,Sep,15,KARNATAKA,1507,VIJAYPURA,1749339,367.2762249,26,829,192.8153517,12274,2,27652,1575081,270113,59312,35098,5706,423.91179,6401.625177,59279,89665,139754,298340,53,357592,783602,39926,5784.898036,849261,73,63.27,79.55,100.02,NA
