fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2020-2021,Dec,15,KARNATAKA,1521,MANDYA,3309162,275.5020793,39,300,1667.377308,9602,0,25420,3281096,327401,42268,18209,2810,242.27,10949.13501,83629,147848,143842,353619,827,296113,671675,35022,9039.487702,1603125,78,73.26,73.42,102.02,NA
2020-2021,Dec,15,KARNATAKA,1523,RAICHUR,8544758,250.6726114,43,636,14747.5366,16156,0,17367,8532261,1453809,106760,1843525,132276,510.05,36645.62806,196607,402078,241745,624050,991,316470,786091,33523,21388.04146,4343837,63,64.68,71.06,102.87,NA
2020-2021,Dec,15,KARNATAKA,1530,Yadgir,2916029,272.0495589,38,184,1221.447218,6499,0,18403,2877591,578067,45993,294460,22954,167.5,9217.42084,75370,117411,116158,228235,888,226422,458534,24902,7828.473622,1435324,72,79.72,79.52,101.56,NA
2020-2021,Sep,15,KARNATAKA,1501,BAGALKOTE,2776482,256.1825185,35,1395,2523.00041,9297,0,16302,2773789,425151,49798,170051,20660,130,9758.962927,77447,133835,126823,292584,575,220969,488506,25599,7105.962517,1323089,69,54.48,66.87,101.22,NA
2020-2021,Sep,15,KARNATAKA,1508,CHAMARAJA NAGARA,2682150,260.0755334,31,612,1072.574871,4109,0,8892,2656641,737138,84128,262024,31749,178.89606,8160.744183,85382,145097,122947,295194,362,204737,487423,13001,6909.273252,1390166,72,79.96,76.71,106.87,NA
2020-2021,Sep,15,KARNATAKA,1517,HAVERI,2903702,258.6441518,38,364,2176.493838,6031,0,28198,2901415,408506,52966,352682,40695,143.9116,9824.745653,74774,148526,138077,351624,239,229577,557554,34229,7504.340216,1278456,82,65.14,67.74,104.3,NA
2020-2021,Sep,15,KARNATAKA,1520,KOPPAL,3802718,256.3414362,33,1532,1164.676617,10187,0,13670,3800343,634859,88738,572443,74717,144,11050.53045,112007,227981,165696,514926,375,279230,851948,23857,9741.853829,1876506,75,82.46,84.6,100.55,NA
2020-2021,Sep,15,KARNATAKA,1529,RAMANAGARA,6320435,260.3844739,61,372,2490.445031,3987,0,18852,6319157,878128,50996,99426,5175,0,18944.54874,103066,193965,136547,325169,2517,191429,443745,22839,16454.10371,3105102,72,87.79,85.15,99.91,NA
2020-2021,July,15,KARNATAKA,1509,CHIKKAMAGALURU,1163321,247.5842846,33,104,1058.310604,2031,0,24188,1163309,169741,42508,34870,8571,40,3978.48087,34941,67151,87579,216805,101,149942,354789,26219,2880.170265,542056,60,77.78,81.37,100.01,NA
2020-2021,July,15,KARNATAKA,1512,DAVANAGERE,1010047,250.1475465,30,167,913.8323081,3907,0,17536,1389964,358438,81765,211145,57985,138.5,4529.293151,45667,85214,142563,358925,121,262618,630463,21443,3476.960843,656548,71,65.36,70.35,101.09,NA
2020-2021,July,15,KARNATAKA,1513,DHARWAR,888120,258.279714,29,105,1164.169023,3616,0,21903,888056,80828,17896,46701,11881,50,3507.837519,29700,55246,72359,202829,31,141627,369438,25519,2293.668497,377068,79,57.63,65.91,100.18,NA
2020-2021,July,15,KARNATAKA,1515,KALABURAGI,3812813,263.6325449,28,435,1490.969679,4365,0,16904,3795181,975834,120865,58182,6351,150.10001,11646.40194,134255,234398,202895,474786,109,339634,777701,21269,10005.33225,1968892,56,85.85,94.31,101.04,NA
2020-2021,July,15,KARNATAKA,1516,HASSAN,2288240,223.5140859,38,263,21.085116,1414,0,22175,2271345,295823,63100,33930,7052,258,5355.861129,59354,113774,157075,397136,417,254438,616672,23589,5076.776013,1090652,75,75.3,75.01,105.69,NA
2020-2021,July,15,KARNATAKA,1518,KODAGU,350538,261.195626,38,89,247.4287527,617,1,3120,350367,30047,6977,16202,3228,0,1162.572031,9197,15869,24512,59536,30,68685,161050,3737,915.1432788,163122,63,65.51,66.61,101.31,NA
2020-2021,July,15,KARNATAKA,1519,KOLAR,2565231,244.6462864,35,427,2883.310718,4488,0,15979,2564832,594928,91685,158262,22097,381.27909,9539.356049,71604,123257,127954,344555,171,221476,573956,20467,6274.766241,1276162,78,74.65,79.14,100.49,NA
2020-2021,July,15,KARNATAKA,1525,TUMAKURU,3188631,241.5974978,34,592,4788.445401,7490,1,34231,3186318,404362,80232,218571,40704,210,12696.50996,92778,175400,203212,528706,220,405906,1015792,41721,7698.064559,1530503,82,79.58,71.91,100.07,NA
2020-2021,July,15,KARNATAKA,1526,UDUPI,320288,277.0732236,32,25,193.0431831,1189,1,5167,320196,14866,4596,13025,4434,30,1110.220562,9925,17393,30784,75271,98,73752,162664,6356,887.1773791,198722,94,86.56,79.18,100.05,NA
2020-2021,July,15,KARNATAKA,1530,Yadgir,1596358,242.882301,28,131,1109.657307,2524,0,15837,1584721,331856,45101,156943,22271,0,4958.664136,56096,85886,113012,222425,215,220015,447092,18361,3849.006829,804536,68,84.68,88.83,101.24,NA
2020-2021,Aug,15,KARNATAKA,1503,BENGALURU RURAL,985649,258.5396313,41,320,414.0624507,4432,1,9459,984409,153470,25069,49299,7152,0,2959.149849,23890,46104,52708,129661,179,91718,218931,13891,2545.087399,457168,76,68.34,75.9,99.94,NA
2020-2021,Aug,15,KARNATAKA,1505,BALLARI,7076097,246.3027557,43,627,3802.864942,9712,1,15255,6657335,1563326,141052,1671312,149936,300.628,20500.6925,153151,331071,199275,604772,1970,303168,900078,24967,16397.19956,3308247,57,88.58,94.59,100.13,NA
2020-2021,Aug,15,KARNATAKA,1515,KALABURAGI,4153062,271.2506373,29,447,1932.481252,8890,0,12888,4133383,1051368,121182,61585,6369,150.10001,13294.40899,138813,242565,204041,476524,141,341829,781166,21778,11211.82773,2134171,56,81.53,93.64,101.18,NA
2020-2021,Aug,15,KARNATAKA,1519,KOLAR,3159364,261.0228325,40,473,3033.576645,5572,0,15802,3158783,734916,91793,190164,22123,381.27909,11660.00059,78628,136980,128546,345634,355,222628,576102,21374,8245.144859,1565992,79,75,79.94,100.52,NA
2020-2021,Aug,15,KARNATAKA,1520,KOPPAL,3523859,251.034299,32,1460,1155.765797,8999,0,13829,3521752,593028,88646,530010,74664,100,10096.57124,108934,221172,165408,514471,290,278692,851045,22828,8840.805446,1745756,74,86.05,86.83,100.4,NA
2020-2021,Aug,15,KARNATAKA,1521,MANDYA,1949620,255.270091,30,214,1629.948834,5336,0,25844,1938624,206053,42118,10185,2799,99.79,6678.466082,62649,107262,142427,350887,166,291581,663200,31180,4948.727248,962385,77,76.6,75.24,101.12,NA
2020-2021,Aug,15,KARNATAKA,1529,RAMANAGARA,5611323,250.5578722,57,341,0,2803,0,18988,5610448,776518,50864,88578,5144,0,14057.41913,96782,181648,135897,324079,1833,190034,441475,21791,14057.41913,2756603,73,87.42,85.4,99.92,NA
2020-2021,Aug,15,KARNATAKA,1530,Yadgir,1859861,258.6482978,30,138,1221.447218,4564,0,14689,1845562,383132,45343,182166,22483,0,5994.961915,60140,92394,114030,224409,270,222011,450776,19253,4773.514697,931300,68,83.7,87.77,101.32,NA
2020-2021,April,15,KARNATAKA,1527,UTTARA KANNADA,134007,78.1000097,16,16,4,477,15,11371,134007,9279,15132,7662,8264,0,108.65948,8186,13103,77458,199669,0,163895,392478,11848,104.65948,64679,78,46.2,48.98,99.84,NA
2020-2021,April,15,KARNATAKA,1530,Yadgir,118915,186.6040766,12,19,11.1,406,9,12946,118502,22202,41890,13414,20664,0,232.2295628,9202,13149,104697,206734,1,206484,421969,13352,221.1295628,62262,66,65.94,65.07,99.98,NA
2020-2021,March,15,KARNATAKA,1502,BENGALURU,105593,273.8879626,38,24,8.60687814,855,2,1872,105519,20965,5916,1565,679,14.59,312.2007174,2716,5300,8272,20557,25,49446,121429,2727,289.0038393,50407,83,69.54,60.62,111.36,NA
2020-2021,March,15,KARNATAKA,1508,CHAMARAJA NAGARA,3633764,276.5726822,37,703,3936.24154,8672,0,6074,3582162,953499,84307,337607,31831,191.39606,14034.91912,96647,168304,124195,297179,1606,210102,496413,14746,9907.281524,1853714,74,76.83,68.53,108.7,NA
2020-2021,March,15,KARNATAKA,1509,CHIKKAMAGALURU,3197477,277.2683694,50,230,4093.424967,19323,0,19690,3218864,505164,43494,94959,8680,493.25,13511.56669,64015,126026,90321,221997,7152,157039,367690,39013,8924.891724,1558590,70,74.09,70.22,100.02,NA
2020-2021,March,15,KARNATAKA,1518,KODAGU,720162,282.3707624,43,153,789.3778148,2100,1,4076,718267,71112,7326,34475,3317,77.5,2895.053819,16493,29304,26021,62314,883,71510,166082,6176,2028.176004,345048,73,61.68,47.31,106.15,NA
2020-2021,March,15,KARNATAKA,1519,KOLAR,5706832,275.5155679,54,593,8650.84138,14747,3,9653,5698912,1332403,92101,354596,22210,466.28909,24818.52023,104467,186914,130268,348217,1135,227879,585169,24400,15701.38976,2842438,79,73.73,76.94,100.93,NA
2020-2021,March,15,KARNATAKA,1527,UTTARA KANNADA,1706863,282.1670106,34,153,1923.504247,7543,0,11467,1702841,122584,15345,84725,8455,270,6998.359792,48664,85306,80005,203873,1974,173938,409951,19010,4804.855546,836598,82,62.4,59.91,100.92,NA
2020-2021,March,15,KARNATAKA,1528,CHIKKABALLAPURA,6913410,273.7443113,59,3623,6881.825848,18738,1,28296,6790507,1443098,76708,905774,47646,207.5,25677.95247,114088,224484,129278,337443,2302,209566,531516,47034,18588.62662,3383592,80,81.74,81.95,101.11,NA
2020-2021,March,15,KARNATAKA,1530,Yadgir,3809928,272.9473146,44,206,2661.826455,8612,0,19412,3844783,766574,46312,392498,23340,248.06,13404.11841,87182,136812,117791,230970,6968,236469,476130,28024,10494.23195,1935238,72,75.96,74.98,101.23,NA
2020-2021,Jan,15,KARNATAKA,1507,VIJAYPURA,4136109,266.8617725,43,424,4099.305685,17462,3,14459,4121510,713972,66836,46985,4341,174.5,15272.54032,94864,162363,144427,335437,3892,284434,693674,31921,10998.73464,1737878,77,71.05,86.26,101.49,NA
2020-2021,Jan,15,KARNATAKA,1514,GADAG,2730952,268.570444,35,622,1986.802554,9257,0,9503,2715799,462418,52402,214565,24149,207,9487.635986,77282,159090,111528,303072,1452,153093,391992,18760,7293.833431,1227249,67,80.2,82.48,101.59,NA
2020-2021,Jan,15,KARNATAKA,1520,KOPPAL,4832261,256.5601608,39,1692,6780.222056,15639,0,10922,4826217,798033,88862,717625,74791,309.92,19472.29215,122095,250557,166730,516087,1845,281808,856279,26561,12382.1501,2390445,77,80.38,79.59,100.79,NA
2020-2021,Jan,15,KARNATAKA,1521,MANDYA,3525765,276.4726898,40,304,1673.257308,10663,0,24725,3493339,346484,42274,19617,2810,259.77,11591.15561,85793,152019,143961,353855,1363,296880,673094,35388,9658.128298,1706176,79,73.89,73.34,101.94,NA
2020-2021,Jan,15,KARNATAKA,1522,MYSURU,3753922,272.067923,42,262,1698.524706,9519,0,16295,3747079,608395,74346,360094,43820,8,11901.12471,87536,173784,144433,380992,2175,296911,776594,25814,10194.60001,1764988,79,63.74,62,104.87,NA
2020-2021,Jan,15,KARNATAKA,1523,RAICHUR,9125680,242.7324995,45,646,14748.2566,18059,0,16244,9110410,1544340,106898,1965848,132490,510.05,37372.2325,199410,408564,242460,625117,6010,320072,791946,34303,22113.9259,4639853,63,64.42,70.86,102.78,NA
2020-2021,Oct,15,KARNATAKA,1504,BELAGAVI,7564194,261.2531162,35,1896,4407.944415,12675,0,36108,7560755,781991,100901,784001,73256,257.5,24418.15246,212449,338071,376097,865876,1177,698003,1534118,48783,19752.70804,3886642,77,67.64,74.15,100.99,NA
2020-2021,Oct,15,KARNATAKA,1516,HASSAN,3879521,255.04939,46,404,2084.140883,4189,0,21984,3853803,486318,63292,61759,7079,258,12171.24193,82109,160270,158333,399334,1095,257507,622384,26173,9829.101044,1842524,76,77.21,77.11,113.08,NA
2020-2021,Oct,15,KARNATAKA,1518,KODAGU,493676,257.1655133,41,119,455.0960878,1050,1,3781,493418,43530,7153,24762,3283,0,1723.99702,11911,20943,25317,61047,93,69902,163294,4831,1268.900932,230915,69,60.68,60.44,104.55,NA
2020-2021,Oct,15,KARNATAKA,1520,KOPPAL,4063806,257.6889362,35,1576,3055.063121,11388,0,13906,4060643,673861,88813,616537,74774,144,13662.89087,115376,234865,166025,515470,448,280066,853551,25294,10463.82775,2001255,76,80.18,82.16,100.63,NA
2020-2021,Oct,15,KARNATAKA,1522,MYSURU,3063263,262.1565738,40,225,1444.518004,7526,0,15743,3057613,500286,74130,296465,43609,0,9460.251483,76217,150401,143112,378476,695,293746,770517,23269,8015.73348,1439761,77,63.08,63.19,103.51,NA
2020-2021,Oct,15,KARNATAKA,1523,RAICHUR,8190835,242.3554905,42,626,7151.469275,11532,0,20751,8180521,1388517,106526,1760747,132058,510.05,27487.46107,193901,396659,241091,623188,480,313663,782410,32283,19825.9418,4167680,62,67.25,74.13,102.83,NA
2020-2021,March,15,KARNATAKA,1501,BAGALKOTE,4956696,272.1095268,49,1928,5649.480201,21075,0,12025,4960290,786197,50534,312335,21022,349.4,19496.30185,100256,177295,129931,298006,11897,232000,506875,33100,13497.42165,2410068,74,52.01,62.57,100.97,NA
2020-2021,March,15,KARNATAKA,1506,BIDAR,4040625,266.7224962,41,311,3289.894506,9575,0,12375,4220333,1183534,77745,708212,45017,449.35,14995.82203,102207,175687,131239,279933,7461,215573,435730,21950,11256.57753,2271242,63,71.35,72.37,106.85,NA
2020-2021,March,15,KARNATAKA,1511,DAKSHINA KANNADA,1638582,278.9037993,50,104,1617.204778,9049,0,16951,1652023,106450,14788,109062,12391,286.61,6511.36969,32628,58862,65689,153142,2314,142205,314935,26000,4607.554912,721589,90,71.95,61.77,100.34,NA
2020-2021,March,15,KARNATAKA,1523,RAICHUR,11720661,246.4561837,56,713,14759.5366,20679,0,17079,12094229,2035570,107116,2608145,132801,725.86,45292.37184,214112,444095,243637,626839,27836,327089,804557,37758,29806.97525,6183101,63,65.4,70.05,102.11,NA
2020-2021,March,15,KARNATAKA,1526,UDUPI,672742,284.6691189,40,51,631.8621702,3941,1,5165,667090,32906,4705,31601,4512,141.14,2672.001396,16451,29684,32207,78050,889,81572,177750,9106,1898.999225,414519,92,83.46,66.82,100.47,NA
2020-2021,Oct,15,KARNATAKA,1502,BENGALURU,74740,246.5262561,37,17,8.60687814,442,6,1981,74710,15309,5890,1096,679,0,192.786644,1968,3901,8151,20308,14,48915,120343,2423,184.1797659,36192,82,71.03,63.27,107.87,NA
2020-2021,Oct,15,KARNATAKA,1512,DAVANAGERE,1988776,256.6801567,37,241,1544.761208,6695,0,19916,2478534,611678,82487,344905,58296,138.65477,8045.320933,66823,125367,144041,361916,440,265885,636982,26611,6361.904954,1154543,75,68.4,72.38,101.16,NA
2020-2021,Oct,15,KARNATAKA,1529,RAMANAGARA,6881012,264.9369185,63,406,2922.040871,5756,0,17873,6879081,964576,51070,109418,5179,0,21147.26609,107566,202873,136994,325919,3086,192339,445257,23629,18225.22522,3384722,73,87.01,84.29,99.89,NA
2020-2021,Sep,15,KARNATAKA,1502,BENGALURU,63536,242.439035,39,13,8.60687814,392,7,1855,63516,12958,5858,985,677,0,162.5944556,1610,3249,8008,20042,11,48587,119738,2247,153.9875775,30863,82,71.6,68.87,108.93,NA
2020-2021,Sep,15,KARNATAKA,1504,BELAGAVI,6733822,259.2321934,34,1745,4402.184415,12060,0,32827,6731055,704566,100609,717419,72927,257.5,22108.74593,197559,311940,373281,861159,895,692222,1524915,44887,17449.06152,3475420,75,68.83,76.8,100.78,NA
2020-2021,Sep,15,KARNATAKA,1507,VIJAYPURA,3014064,261.0393747,36,363,3255.62061,11430,3,17700,3011202,519591,66478,33271,4290,77.5,11193.54348,81649,138950,143067,333300,368,279266,685598,29130,7860.42287,1275400,76,75.13,89.78,101.25,NA
2020-2021,Sep,15,KARNATAKA,1512,DAVANAGERE,1671390,257.1997199,35,227,1541.881208,6193,0,17983,2131406,537269,82333,304830,58232,138.65477,7162.50624,60559,113500,143618,361077,304,264747,634718,24176,5481.970261,995160,73,68.22,73.45,101.17,NA
2020-2021,Sep,15,KARNATAKA,1519,KOLAR,3866246,255.4148629,44,518,3038.176645,6385,0,16148,3865413,904659,91860,234972,22145,381.27909,13292.29505,86763,152978,129026,346354,566,223460,577483,22533,9872.839316,1915446,79,75.22,81.51,100.7,NA
2020-2021,Sep,15,KARNATAKA,1522,MYSURU,2709962,264.6339326,38,205,1109.615489,7046,0,14772,2704821,445616,73868,263064,43455,0,8267.489673,70102,137863,142111,376488,531,291556,766296,21818,7157.874183,1274907,77,66.5,65.7,102.58,NA
2020-2021,Sep,15,KARNATAKA,1523,RAICHUR,7829424,237.9898431,40,617,6215.673456,11015,0,19133,7819764,1323116,106358,1674916,131864,510.05,25335.96753,190808,390296,240607,622402,423,312477,780276,30148,18610.24407,3988992,61,69.89,76.86,102.25,NA
2020-2021,Sep,15,KARNATAKA,1528,CHIKKABALLAPURA,4730614,258.0656225,49,2993,2698.602313,7153,0,33159,4697017,968221,75733,622982,47154,0,14819.98847,93943,183772,126827,333146,1054,202376,518590,40312,12121.38616,2308983,79,85.15,88.39,101.1,NA
2020-2021,Aug,15,KARNATAKA,1510,CHITRADURGA,3975661,266.4793593,37,317,283.4517159,6322,0,26928,3948281,787188,110420,895906,100079,250,11054.80563,104959,190084,192409,498960,346,304317,759515,33250,10521.35391,2023612,73,94.72,93.79,101.66,NA
2020-2021,Aug,15,KARNATAKA,1516,HASSAN,2837622,246.1162564,41,310,31.805116,3021,0,21272,2818492,362908,63137,43842,7065,258,7226.572114,67487,130365,157481,397656,629,255319,618046,24293,6936.766998,1350206,76,76.01,76.53,107.76,NA
2020-2021,Aug,15,KARNATAKA,1518,KODAGU,388224,269.1783143,39,98,455.0960878,875,1,2965,388036,33090,7001,19104,3235,0,1499.604852,9769,16904,24596,59675,55,68792,161226,3840,1044.508764,181276,63,65.03,66.79,102.22,NA
2020-2021,Aug,15,KARNATAKA,1525,TUMAKURU,4071626,255.4047364,38,688,5297.448275,10254,1,33822,4067992,519106,80503,281465,40841,210,15897.29252,106931,204147,204443,531245,363,407991,1019966,44076,10389.84424,1954636,82,78.75,72.41,100.14,NA
2020-2021,Jan,15,KARNATAKA,1502,BENGALURU,98244,269.470306,38,24,8.60687814,589,2,2111,98204,19724,5909,1469,679,14.59,287.8274974,2583,5029,8263,20542,24,49252,121027,2700,264.6306193,46842,84,71.92,60.07,109.62,NA
2020-2021,Jan,15,KARNATAKA,1509,CHIKKAMAGALURU,2818370,269.6914544,46,220,3179.485452,10933,0,27089,2818073,441359,43487,83473,8678,343.3,11122.88751,60377,118691,90220,221899,3626,155182,364637,38022,7600.102061,1331761,70,77.48,73.34,100,NA
2020-2021,Jan,15,KARNATAKA,1513,DHARWAR,1973521,268.5424108,42,174,3212.811479,12308,0,20978,1972104,175375,17979,101898,11980,262,8770.747103,46860,90394,73493,205069,2371,144321,374646,33286,5295.935625,827494,82,59.94,58,100.77,NA
2020-2021,Jan,15,KARNATAKA,1525,TUMAKURU,6820272,273.0794766,47,900,9540.381965,20741,1,30514,6803840,867040,81108,453359,41099,430,28550.27262,142435,275573,207246,536530,1565,414624,1032457,51255,18579.89066,3271215,83,74.54,69.69,100.28,NA
2020-2021,Jan,15,KARNATAKA,1528,CHIKKABALLAPURA,6358953,269.2868345,57,3482,6874.865848,16566,0,28844,6269555,1323578,76602,832366,47604,207.5,23965.45204,109257,214897,128984,337026,1874,207468,527918,45410,16883.0862,3108247,80,83.17,83.83,101.12,NA
2020-2021,April,15,KARNATAKA,1506,BIDAR,180503,113.8231805,12,41,0,697,24,13227,180409,62986,70532,26753,40069,0,205.3472617,14780,22128,115746,252536,0,180216,375959,13924,205.3472617,103755,63,48.71,32.42,100.35,NA
2020-2021,April,15,KARNATAKA,1513,DHARWAR,104700,168.2603916,16,33,6.635,911,3,19758,104700,9538,17768,4898,11815,0,182.80363,6534,11598,71583,201248,0,140026,366251,20669,176.16863,44079,78,32.46,45.49,100.22,NA
2020-2021,April,15,KARNATAKA,1523,RAICHUR,444899,54.8333471,17,81,0,713,21,17498,444737,76011,103187,109235,128247,0,243.8641829,24882,47102,230669,603911,0,295025,747697,18211,243.8641829,232739,60,46.04,48.35,100.29,NA
2020-2021,May,15,KARNATAKA,1503,BENGALURU RURAL,316617,222.1670664,26,149,6.2300058,1917,1,8836,316389,51186,24371,15559,6944,0,709.1421655,11883,22081,49791,124282,11,86831,210155,10753,702.9121597,148749,76,60.87,68.29,100.03,NA
2020-2021,May,15,KARNATAKA,1504,BELAGAVI,2073292,190.2410213,18,1020,271.3679055,2687,1,31716,2072731,228353,98824,215017,69079,150,4364.552528,111147,165963,359297,838522,15,669973,1490365,34403,3943.184623,1140226,74,65.39,69.53,99.83,NA
2020-2021,May,15,KARNATAKA,1505,BALLARI,3053210,181.8389255,25,423,357.8493869,2606,1,17471,2848397,645990,139935,747292,149217,300.628,5837.971885,112905,232241,196428,600715,72,297626,890570,20077,5179.494498,1421698,57,91.29,92.02,100.06,NA
