fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2020-2021,May,15,KARNATAKA,1510,CHITRADURGA,906210,213.691301,19,115,4.3,1288,0,23163,905312,182785,108450,213171,98116,0,1938.872991,46741,78704,187639,489797,4,296265,744438,24451,1934.572991,465147,66,89,84.85,101.33,NA
2020-2021,May,15,KARNATAKA,1513,DHARWAR,379378,207.1860655,21,63,76.71158247,1283,0,21747,379364,36308,17809,18918,11837,50,912.7009279,17882,32284,71863,201819,5,140551,367297,23030,785.9893454,162533,78,50.8,58.88,100.44,NA
2020-2021,May,15,KARNATAKA,1515,KALABURAGI,1698726,168.434148,18,312,218.1121241,852,0,17839,1692635,465642,118010,31532,6292,0.10001,3069.187476,91542,156024,195041,460874,2,324050,751207,18691,2850.975341,904876,58,89.81,94.32,100.87,NA
2020-2021,May,15,KARNATAKA,1519,KOLAR,729785,209.2011256,21,183,2309.546835,1088,0,14416,729700,164660,90669,48371,21921,0,3836.087448,34690,55214,125274,339178,1,217047,565307,15504,1526.540613,368463,75,73.93,69.42,100.02,NA
2020-2021,May,15,KARNATAKA,1523,RAICHUR,2720622,162.3161051,21,384,132.7989283,1771,0,21078,2719133,440819,104340,614418,129185,0.05,4546.439706,127755,254503,233555,609392,1,300129,757206,22849,4413.590778,1406466,61,80.71,82.46,100.19,NA
2020-2021,July,15,KARNATAKA,1502,BENGALURU,41201,229.2625557,36,8,8.60687814,277,8,1698,41187,7637,5746,632,670,0,103.0332469,1141,2331,7697,19502,4,47991,118620,1975,94.4263688,19972,83,79.83,65.96,107.57,NA
2020-2021,July,15,KARNATAKA,1504,BELAGAVI,5072797,258.5302802,29,1546,3796.628941,6153,0,33139,5071165,542858,100094,517521,71904,150,17057.12602,171982,267857,368961,854247,389,684901,1513762,39292,13110.49708,2667232,74,73.84,79.44,100.05,NA
2020-2021,July,15,KARNATAKA,1507,VIJAYPURA,2217998,244.6853422,31,324,2605.801212,7171,3,19846,2216418,382705,65931,24428,4275,77.5,8106.55118,69330,117481,140493,329185,182,274087,677202,27017,5423.249969,942657,75,81.58,90.53,101.07,NA
2020-2021,July,15,KARNATAKA,1510,CHITRADURGA,3206854,250.4971679,33,274,199.8916491,2762,0,28853,3188946,632348,110072,735148,99778,250,8438.111066,95288,170995,191462,497163,202,302641,756450,31615,7988.219417,1634890,72,94.61,93.19,101.51,NA
2020-2021,Feb,15,KARNATAKA,1505,BALLARI,10074907,241.8519102,55,729,7888.055422,22005,1,13783,9344731,2115291,141269,2194280,149789,766.04525,31254.5111,169393,370460,201054,606110,22869,308500,908369,35788,22600.41042,4634307,65,84.08,86.44,100.55,NA
2020-2021,Feb,15,KARNATAKA,1506,BIDAR,3694174,256.5388787,38,289,3289.414506,9249,0,11754,3680062,1051910,77735,616203,44966,256.37,12986.5743,95598,163306,130898,279414,4453,211976,429881,21003,9440.78979,1983700,63,74.38,76.6,106.15,NA
2020-2021,Feb,15,KARNATAKA,1508,CHAMARAJA NAGARA,3548934,272.4516683,36,693,3934.32154,8081,0,6579,3497191,930433,84314,331207,31837,191.39606,13653.87282,95781,166482,124181,297192,1393,209416,495198,14660,9528.155222,1810240,74,77.32,69.7,108.83,NA
2020-2021,Feb,15,KARNATAKA,1510,CHITRADURGA,7196402,267.1709461,53,413,4538.142089,13805,0,27756,7160173,1429506,111205,1560453,100956,443.4,24111.44404,132834,246259,195069,503873,11756,310621,771095,41561,19129.90195,3686363,75,91.08,88.89,104.32,NA
2020-2021,Feb,15,KARNATAKA,1513,DHARWAR,2134653,265.2795461,43,182,3214.851479,12970,0,21032,2132481,188129,17991,109074,12010,262,9133.887396,48785,94424,73685,205409,3539,145607,377041,34002,5657.035917,895329,82,60.69,57.59,101.23,NA
2020-2021,Feb,15,KARNATAKA,1517,HAVERI,4132040,270.3261129,45,449,4880.013355,9687,0,28634,4120077,556612,53128,491354,40876,228.08744,16245.7448,90453,181282,139090,353550,4436,234587,567248,38321,11137.644,1805555,83,65.75,65.3,103.43,NA
2020-2021,Feb,15,KARNATAKA,1520,KOPPAL,5820898,236.4933815,43,1804,6977.127993,16193,0,10697,5811360,951281,88910,873034,74832,421.79,21142.39977,132215,274651,167648,516977,6418,284339,860292,26890,13743.48177,2929349,77,81.99,80.91,100.96,NA
2020-2021,Feb,15,KARNATAKA,1523,RAICHUR,10369045,230.8926373,50,678,14759.5366,18697,0,17148,10349537,1748184,107131,2241585,132755,510.05,39165.90552,204993,422404,243304,626674,16043,323442,797967,35845,23896.31892,5280449,63,65.44,71.13,102.5,NA
2020-2021,June,15,KARNATAKA,1504,BELAGAVI,3926996,237.3574878,25,1385,393.6949336,3468,0,33561,3925592,428195,99648,401919,70719,150,9861.381484,152730,235195,365580,848733,174,679577,1505382,37029,9317.686551,2112557,74,73.67,77.71,99.88,NA
2020-2021,June,15,KARNATAKA,1505,BALLARI,5332336,218.0875335,35,547,3787.044942,5672,1,17488,5018516,1160218,140819,1292444,149845,300.628,15032.4307,139513,297062,198231,603773,562,300888,896573,23160,10944.75776,2504477,56,92.01,94.77,100.01,NA
2020-2021,June,15,KARNATAKA,1508,CHAMARAJA NAGARA,1435230,240.1040526,21,469,1065.974871,1325,0,10141,1423997,418078,83449,153165,31429,0,4485.049377,66652,109432,120537,291363,46,199275,478333,11466,3419.074506,754126,71,72.28,69.81,103.02,NA
2020-2021,June,15,KARNATAKA,1510,CHITRADURGA,2002395,238.1053497,26,203,57.9476384,1745,0,26980,1990611,395693,109356,465928,99146,0,4797.698921,74633,131069,189723,493868,64,299758,751111,28725,4739.751283,1019955,70,93.21,91.12,101.72,NA
2020-2021,June,15,KARNATAKA,1512,DAVANAGERE,705531,246.2724246,27,142,913.1984367,2081,0,17988,1018153,261788,81312,159268,57802,0,3420.628516,36741,67772,141769,357248,47,261011,627199,20069,2507.43008,484459,69,62.62,68.04,101.38,NA
2020-2021,June,15,KARNATAKA,1515,KALABURAGI,3247824,250.0394404,25,404,1490.969679,1713,0,18861,3235860,843391,120276,52591,6339,0.10001,9581.995925,125630,218978,201137,471884,57,335888,771546,20574,8090.926235,1692675,57,88.44,94.44,101.17,NA
2020-2021,June,15,KARNATAKA,1519,KOLAR,1633745,225.9977439,28,351,2415.758727,2177,0,16882,1633507,372920,91185,104690,21999,381.27909,6488.726783,56884,94970,126656,341859,54,219362,569728,19059,3691.688967,818505,77,74.78,76.89,100.3,NA
2020-2021,June,15,KARNATAKA,1520,KOPPAL,2378305,213.1105006,25,1152,1141.104157,1839,0,18498,2377030,408395,88358,362769,74539,100,6306.80469,92329,183231,164451,512999,106,276942,848263,20337,5065.700533,1189627,73,86.34,86.15,99.98,NA
2020-2021,June,15,KARNATAKA,1527,UTTARA KANNADA,770882,254.972577,26,82,574.9915854,1537,0,11477,770699,53424,15275,42702,8390,0,2540.062686,29393,49212,78421,201422,23,165753,395619,13014,1965.071101,383554,77,65.48,72.96,100,NA
2020-2021,June,15,KARNATAKA,1530,Yadgir,1111622,235.1645599,23,115,697.8496783,1545,0,15390,1103876,231256,44614,113768,21883,0,3293.774816,46534,70515,111333,219208,43,217205,441883,16935,2595.925137,567780,67,83.96,87.31,100.6,NA
2020-2021,Dec,15,KARNATAKA,1503,BENGALURU RURAL,1505457,273.0763404,45,448,414.0624507,6947,1,11097,1503002,234582,25699,71415,7238,97.984,4616.389309,33054,62799,54789,133244,446,95784,225837,18044,4104.342858,705906,80,71.3,74.29,100.22,NA
2020-2021,Dec,15,KARNATAKA,1507,VIJAYPURA,3846773,270.4806151,41,415,4096.785685,16270,3,14909,3839490,661758,66764,43090,4339,162.5,14644.36185,92739,158385,144258,335179,1315,283129,691481,31179,10385.07617,1617382,77,71.56,86.07,101.44,NA
2020-2021,Dec,15,KARNATAKA,1509,CHIKKAMAGALURU,2557770,271.2983234,44,203,3167.285452,10431,0,26668,2557590,400017,43450,75827,8675,186.45,10292.43424,57566,112949,90107,221687,1657,154616,363573,37099,6938.698791,1198346,69,77.2,73.07,100.01,NA
2020-2021,Dec,15,KARNATAKA,1510,CHITRADURGA,6233329,275.3244448,48,402,4285.574169,12048,0,27507,6194408,1247722,111116,1340148,100855,443.4,21783.6936,128095,236408,194589,503077,1131,308708,767693,39555,17054.71943,3185549,75,92.54,89.74,103.3,NA
2020-2021,Dec,15,KARNATAKA,1518,KODAGU,603438,268.584191,42,139,455.0960878,1337,1,4357,602998,55591,7269,29261,3304,0,2074.653388,14297,25412,25821,62030,274,70783,164936,5694,1619.5573,284157,72,63.05,53.15,106.02,NA
2020-2021,Nov,15,KARNATAKA,1518,KODAGU,556645,263.6939043,41,130,455.0960878,1191,1,4122,556241,49656,7250,26999,3292,0,1921.869698,13307,23598,25697,61791,104,70540,164491,5313,1466.77361,260936,71,62.58,57.33,105.84,NA
2020-2021,Nov,15,KARNATAKA,1525,TUMAKURU,6208506,268.6969805,45,860,5324.398275,15254,1,34594,6196856,790265,81045,414529,41061,320,22295.16323,136069,262677,206922,535984,813,413276,1030034,49848,16650.76496,2980040,83,76.02,70.62,100.25,NA
2020-2021,Nov,15,KARNATAKA,1527,UTTARA KANNADA,1343932,273.5902594,32,121,592.1981654,5707,0,10979,1342535,98507,15353,72565,8491,0,4265.243154,41430,71689,79637,203702,177,169886,403368,16686,3673.044989,651588,80,61.72,67.85,100.57,NA
2020-2021,Nov,15,KARNATAKA,1502,BENGALURU,85117,260.5931403,37,19,8.60687814,506,2,2074,85087,17231,5903,1223,679,14.59,244.9277634,2267,4432,8226,20468,18,49076,120687,2580,221.7308853,40883,83,72.18,61.91,108.09,NA
2020-2021,Nov,15,KARNATAKA,1504,BELAGAVI,8421700,262.3043999,37,2019,8629.880285,17277,0,34646,8415944,862305,101117,871481,73475,495.36,31200.63169,226074,361851,378155,869206,1517,702016,1540247,51923,22075.39141,4318245,77,66.57,71.74,101.45,NA
2020-2021,Nov,15,KARNATAKA,1505,BALLARI,7772817,252.0951767,45,667,3937.469374,11826,1,21224,7260152,1693462,141172,1782904,149951,300.628,22540.59039,159693,345955,200004,605454,2858,305095,903144,33050,18302.49302,3611110,66,85.92,88.39,100.45,NA
2020-2021,Nov,15,KARNATAKA,1514,GADAG,2507474,269.6462311,33,607,1978.002554,8661,0,9152,2495687,421981,52407,197221,24155,100,8807.52849,75277,154596,111449,303043,260,152236,390543,17813,6729.525936,1127880,66,81.64,83.13,101.42,NA
2020-2021,Nov,15,KARNATAKA,1516,HASSAN,4352745,265.0446476,48,439,3468.772991,5907,0,21109,4308374,546676,63368,70415,7081,377.66,15265.54768,88175,172757,158641,399924,1377,258475,624258,27016,11419.11468,2060646,77,78.15,76.68,111.99,NA
2020-2021,Nov,15,KARNATAKA,1521,MANDYA,3104829,271.8811876,37,286,1657.932148,7721,0,27006,3079379,311568,42266,17187,2810,158.97,10189.15434,81078,142734,143781,353486,454,295782,671032,34727,8372.252196,1508499,78,72.62,73.34,102.01,NA
2020-2021,Oct,15,KARNATAKA,1503,BENGALURU RURAL,1310787,265.3716319,43,410,414.0624507,5171,1,11672,1309045,205013,25550,62412,7229,97.984,3985.880529,30173,57536,54348,132538,326,94818,224213,16843,3473.834078,613122,79,71.25,75.57,100.23,NA
2020-2021,Oct,15,KARNATAKA,1511,DAKSHINA KANNADA,968555,256.0197243,43,68,508.0833404,5568,0,16169,968207,63370,14723,65094,12302,70.3,3057.184233,22513,39922,64373,150562,344,138019,306762,21737,2478.800892,415696,89,69.16,62.11,100.11,NA
2020-2021,Oct,15,KARNATAKA,1513,DHARWAR,1409980,263.9738378,36,137,1457.124221,7818,0,21636,1409836,126799,17947,73403,11930,152,5330.722416,38603,73414,72860,203845,148,142664,371496,29454,3721.598195,594066,81,58.28,64.25,100.26,NA
2020-2021,Oct,15,KARNATAKA,1514,GADAG,2369369,263.7955282,31,597,1918.900725,7720,0,9485,2358740,398048,52433,186833,24157,100,8241.151367,74012,151640,111356,302978,200,151973,390176,17205,6222.250642,1066558,65,82.32,84.26,101.34,NA
2020-2021,Oct,15,KARNATAKA,1515,KALABURAGI,4676090,272.022018,31,466,1962.761252,10622,0,12796,4648324,1162865,121771,67794,6407,150.10001,14757.32601,146482,255727,205942,479694,185,346097,788393,23418,12644.46475,2385756,57,75.45,89.25,101.22,NA
2020-2021,Oct,15,KARNATAKA,1519,KOLAR,4372524,264.4886007,47,538,3051.476645,7271,0,15918,4371609,1025274,92012,267292,22189,381.27909,14995.16321,92356,163743,129576,347355,673,224797,579848,23189,11562.40747,2165841,79,75.82,80.36,100.71,NA
2020-2021,Oct,15,KARNATAKA,1525,TUMAKURU,5571804,266.4291648,43,806,5313.748275,13070,1,35165,5563286,708112,80894,375498,41008,320,20455.9647,127934,246748,206325,534882,672,411813,1027327,48235,14822.21643,2674463,83,76.21,70.84,100.24,NA
2020-2021,Jan,15,KARNATAKA,1501,BAGALKOTE,4197873,260.4362955,44,1755,5363.386015,17751,0,14284,4187945,654256,50509,258361,20926,254,16524.31483,93913,164702,129596,297517,6307,227376,499457,32035,10906.92882,1995196,74,52.66,62.82,100.97,NA
2020-2021,Jan,15,KARNATAKA,1505,BALLARI,8932802,241.5595327,50,710,7886.135422,20102,1,14540,8316262,1898142,141274,1985817,150085,311.628,28286.48705,165025,359280,200541,606124,12955,306398,905360,34642,20088.72363,4125013,66,83.85,85.86,100.46,NA
2020-2021,Jan,15,KARNATAKA,1506,BIDAR,3332936,266.0198392,36,270,3287.734506,9089,0,11105,3323058,957049,77521,560579,44723,256.37,12384.09805,92064,156749,130021,277827,2247,208066,423424,20194,8839.993547,1788550,64,74.36,77.15,104.74,NA
2020-2021,Jan,15,KARNATAKA,1512,DAVANAGERE,2652129,267.210876,42,293,4917.967828,10025,0,19104,3255924,769221,82772,440469,58528,337.15477,13955.30564,76657,144690,144768,363247,3133,267834,640395,29129,8700.183044,1517140,76,70.19,70.63,101.05,NA
2020-2021,Jan,15,KARNATAKA,1524,SHIVAMOGGA,3765555,271.8700926,34,586,3377.139835,7897,0,15479,3764009,743508,84849,172800,18801,414.38,14024.73459,107647,197034,152969,392746,2287,226385,538475,23376,10233.21475,1853950,75,83.34,82.63,101.9,NA
2020-2021,Jan,15,KARNATAKA,1530,Yadgir,3137039,266.3113139,39,187,1225.287218,6828,0,18806,3090230,619575,46162,317772,23044,173.5,9628.419332,77536,120967,116746,229234,2289,228358,461939,25634,8229.632115,1543937,72,79.05,78.51,101.48,NA
2020-2021,April,15,KARNATAKA,1501,BAGALKOTE,152908,165.5081854,15,162,5.6,865,3,15682,152825,21982,46791,9524,19754,0,258.5378843,9955,15869,118678,277830,0,206873,464194,16547,252.9378843,68800,63,37.05,38.98,100.03,NA
2020-2021,April,15,KARNATAKA,1507,VIJAYPURA,212773,150.866877,17,82,0,710,17,17832,212722,36899,62633,3215,4123,0,320.927038,11893,18834,131257,312752,0,256405,646022,18542,320.927038,92018,68,72.95,71.94,100.46,NA
2020-2021,April,15,KARNATAKA,1514,GADAG,137106,129.4309755,16,47,0,446,8,13082,136901,22756,51490,12459,23775,0,177.1922998,8183,14854,108417,297568,0,146591,380272,13528,177.1922998,64187,63,63.43,61.86,100.6,NA
2020-2021,April,15,KARNATAKA,1516,HASSAN,230761,157.0116524,20,48,16.9,334,5,19460,228857,32587,62783,2381,7014,100,476.2321573,11165,19872,155121,393259,3,250602,609179,19794,359.3321573,110611,75,41.16,30.19,100.58,NA
2020-2021,April,15,KARNATAKA,1519,KOLAR,187552,180.8488368,15,95,0,474,3,13258,187551,45137,90327,13897,21812,0,339.183802,11990,18310,124397,337366,0,215553,562378,13732,339.183802,96280,74,65,61.62,100.06,NA
2020-2021,April,15,KARNATAKA,1520,KOPPAL,136524,188.2939279,19,44,10.6,682,0,12445,136481,21438,86651,24038,73465,0,267.5854358,6934,11785,159755,503461,0,269607,833761,13127,256.9854358,67736,67,62.6,43.37,99.79,NA
2020-2021,April,15,KARNATAKA,1524,SHIVAMOGGA,357617,126.3760662,12,169,7.8993916,465,5,13076,357561,71844,83777,17454,18541,0,459.7709175,28781,47332,148690,385406,0,218977,525825,13541,451.8715259,178658,71,76.56,78.34,100.2,NA
2020-2021,April,15,KARNATAKA,1528,CHIKKABALLAPURA,287845,134.4004935,21,390,2.451,415,0,15943,286469,55588,71655,38443,44903,0,387.4667498,13335,23132,116570,312599,5,187693,489709,16358,385.0157498,139594,71,81.18,76.99,100.64,NA
2020-2021,April,15,KARNATAKA,1529,RAMANAGARA,331024,93.08185434,24,37,0,1069,0,14246,331024,45131,48710,4662,5011,0,308.1232775,13488,22969,128085,310910,0,173488,414688,15315,308.1232775,162765,70,67.51,67.96,99.92,NA
2020-2021,June,15,KARNATAKA,1503,BENGALURU RURAL,563060,238.0233186,32,233,280.6314998,2673,1,9543,562677,88957,24721,28648,7029,0,1619.933968,17119,32413,51228,126951,48,89134,214295,12216,1339.302469,263421,77,66.3,71.2,99.94,NA
2020-2021,June,15,KARNATAKA,1506,BIDAR,1796876,234.8485906,24,211,2286.274325,2274,0,14091,1794369,576744,76513,313496,43858,0,6500.324631,71786,119177,126876,272561,31,199707,409517,16365,4214.050306,987467,61,79.51,84.61,101.32,NA
2020-2021,June,15,KARNATAKA,1521,MANDYA,924834,217.4747571,22,130,1107.978561,2873,0,23252,921403,103456,41896,5204,2782,54.79,3166.587497,40331,66302,140409,347061,23,287492,655629,26125,2003.818936,463475,75,64.7,66.57,100.57,NA
2020-2021,June,15,KARNATAKA,1522,MYSURU,1236434,237.3394045,29,111,1096.815489,4004,0,14617,1234325,195841,72695,118147,42495,0,4026.355094,41425,79462,137812,368054,93,284183,752040,18621,2929.539605,586261,77,63.57,58.37,101.39,NA
2020-2021,Feb,15,KARNATAKA,1502,BENGALURU,102847,267.7458304,38,24,8.60687814,636,2,2084,102904,20625,5915,1474,679,14.59,298.7180474,2670,5202,8271,20556,24,49369,121281,2720,275.5211693,49201,83,70.17,60.85,111.15,NA
2020-2021,Feb,15,KARNATAKA,1503,BENGALURU RURAL,1628047,271.9636395,46,468,2109.181515,8993,1,9616,1624808,253092,25765,77483,7258,107.984,6636.052486,34755,65990,55034,133651,508,96710,227483,18609,4418.886971,772077,80,71.37,74.21,100.28,NA
2020-2021,Feb,15,KARNATAKA,1504,BELAGAVI,11695515,258.2079336,45,2264,10751.40554,19843,0,36829,11682535,1130032,101381,1221760,73820,829.84,41746.47776,256009,414694,382097,875330,25024,711672,1554728,56672,30165.23222,6149530,78,64.66,68.57,103.19,NA
2020-2021,Feb,15,KARNATAKA,1507,VIJAYPURA,4420045,265.4589937,45,429,4415.220555,17753,3,14742,4388307,764323,66925,50860,4348,398.95,16463.32616,97099,166635,145189,336941,6465,290067,703770,32495,11649.1556,1861456,77,70.56,86.14,101.7,NA
2020-2021,Feb,15,KARNATAKA,1514,GADAG,2872621,267.7037548,36,641,2742.138769,9548,0,9635,2852572,492040,52387,224418,24149,207,10585.58112,78749,162144,111582,303094,2292,153594,392843,19183,7636.442351,1291767,68,79.84,81.96,101.66,NA
2020-2021,Feb,15,KARNATAKA,1524,SHIVAMOGGA,3965602,271.5582229,36,605,3406.522781,9239,0,14511,3964616,777804,84856,183301,18805,414.38,14587.14353,109757,201379,153117,392980,3471,227018,539558,23750,10766.24075,1960249,75,83.46,82.65,101.99,NA
2020-2021,Feb,15,KARNATAKA,1530,Yadgir,3458580,260.3349434,42,193,2651.626455,7398,0,19194,3400889,682570,46291,347782,23293,173.5,11678.82891,80928,126355,117506,230558,4419,232237,468799,26592,8853.702452,1706395,72,78.01,77.43,101.39,NA
2020-2021,Aug,15,KARNATAKA,1502,BENGALURU,52389,224.2146476,38,10,8.60687814,332,8,1718,52369,10105,5779,796,670,0,126.0258469,1364,2816,7790,19662,10,48194,119033,2050,117.4189688,25307,82,74.28,68.29,108.4,NA
2020-2021,Aug,15,KARNATAKA,1506,BIDAR,2492461,261.4697157,30,233,2437.838258,6134,0,11416,2488723,752321,76988,433996,44396,127.04,9072.135211,81958,138110,128515,275300,85,202951,414966,17550,6507.256953,1351426,61,77.72,83.49,102.23,NA
2020-2021,Aug,15,KARNATAKA,1508,CHAMARAJA NAGARA,2379018,254.2486423,28,578,1069.334871,2915,0,9555,2355803,662706,84070,236544,31688,178.89606,7237.828074,82088,138267,122447,294458,240,203611,485596,12470,5989.597143,1236270,71,78.92,75.89,105.25,NA
2020-2021,Aug,15,KARNATAKA,1514,GADAG,1997146,262.01794,28,561,1910.740725,6031,0,10016,1989974,329510,52413,156677,24137,100,7224.829606,70341,143027,111247,302922,103,151580,389600,16047,5214.088881,900171,65,84.64,86.07,101.09,NA
2020-2021,Aug,15,KARNATAKA,1522,MYSURU,2408458,262.0414271,36,199,1101.935489,6691,0,14447,2404181,395352,73657,234389,43329,0,7401.885693,65573,128390,141416,375121,412,290149,763571,21138,6299.950203,1134235,76,67.33,65.38,101.82,NA
2020-2021,Aug,15,KARNATAKA,1524,SHIVAMOGGA,2725412,265.3575063,29,501,1157.769532,4638,0,12476,2724605,554410,84586,128611,18759,220,8607.713417,92078,165545,151743,390617,203,223715,533768,17114,7229.943885,1356145,68,85.22,89.39,100.75,NA
2020-2021,Aug,15,KARNATAKA,1528,CHIKKABALLAPURA,3980653,252.3039246,45,2749,2696.982313,6316,0,31841,3955604,806023,75110,517753,46777,0,12677.12645,86178,167862,125363,330360,706,200008,514145,38157,9980.144135,1936653,79,87.98,89.9,101.04,NA
2020-2021,March,15,KARNATAKA,1503,BENGALURU RURAL,1675997,275.5537635,47,472,2109.181515,10189,1,8556,1666159,260102,25766,79111,7258,133.534,6833.879345,35168,66797,55064,133687,526,97316,228447,18745,4591.16383,794129,80,69.9,73.86,100.34,NA
2020-2021,March,15,KARNATAKA,1504,BELAGAVI,12633184,270.7434017,47,2360,10771.33275,21748,0,35889,12713063,1225791,101436,1320070,73839,1159.16,46350.27197,266743,434121,382934,876428,31821,715452,1559849,57637,34419.77922,6707193,78,61.53,66.38,103.24,NA
2020-2021,March,15,KARNATAKA,1505,BALLARI,11057715,253.4295762,59,794,7891.055422,23843,1,13204,10472161,2376032,140271,2456458,148085,950.24525,35380.85392,175604,386134,201256,601188,32617,311186,907982,37047,26539.55325,5201767,65,82.88,85.52,100.59,NA
2020-2021,March,15,KARNATAKA,1507,VIJAYPURA,4771334,271.3396544,46,452,4415.220555,18716,3,14909,4876361,848441,67169,57664,4407,485.94,18132.66164,104095,179601,146160,338472,10253,296847,715874,33625,13231.50108,2082422,77,65.78,80.65,101.56,NA
2020-2021,March,15,KARNATAKA,1512,DAVANAGERE,3293108,272.5379143,48,335,4920.367828,12065,0,17997,4189519,958236,82785,579927,58545,483.52477,16821.9203,86687,165634,145167,363529,9036,270940,645347,30062,11418.0277,1958499,76,71.53,70.81,101.03,NA
2020-2021,March,15,KARNATAKA,1516,HASSAN,5423890,279.442874,53,515,3489.840191,9258,0,19616,5336345,688793,63421,87330,7087,601.95,19003.82603,100207,197469,158968,400351,6958,261620,629649,28874,14912.03584,2567613,78,75.67,73.09,109.79,NA
2020-2021,March,15,KARNATAKA,1520,KOPPAL,6623881,255.0617665,48,2161,6983.727993,17078,0,10094,6987640,1154376,87520,1059197,74019,526.41,25332.93602,143521,303383,167957,510288,13735,286562,855523,27172,17822.79802,3548074,76,83.87,82.61,101.23,NA
2020-2021,March,15,KARNATAKA,1525,TUMAKURU,7548090,276.2730938,50,940,9563.974465,24688,11,28002,7579742,969970,81131,509452,41099,783.05,31287.81219,149808,290582,207425,536676,4826,416541,1035831,52690,20940.78772,3651866,83,72.21,67.04,100.39,NA
2020-2021,May,15,KARNATAKA,1502,BENGALURU,17351,189.7450867,27,2,8.60687814,110,14,1623,17351,3237,5676,489,668,0,41.52954814,621,1226,7519,19099,0,47583,117723,1733,32.92267,8603,86,80.83,51.66,108.61,NA
2020-2021,May,15,KARNATAKA,1511,DAKSHINA KANNADA,228615,182.4149559,29,22,497.222817,1270,0,14541,228615,12997,14535,13518,12081,0,914.2507684,7725,12898,61390,144653,35,132362,295910,15811,417.0279514,98612,88,66.04,58.96,100.02,NA
2020-2021,May,15,KARNATAKA,1512,DAVANAGERE,409274,212.7357169,23,104,127.8127717,1205,0,17346,613411,154092,80672,99249,57539,0,1432.75706,26183,47843,140682,354996,9,258442,622082,18551,1304.944288,291154,68,57.9,65.44,99.98,NA
2020-2021,May,15,KARNATAKA,1514,GADAG,640276,190.0773575,16,228,22.8,866,0,13531,639263,101802,52043,56195,23970,0,1237.894218,38050,72453,109870,300338,2,148935,384573,14397,1215.094218,291141,63,79.12,78.25,100.27,NA
2020-2021,May,15,KARNATAKA,1518,KODAGU,160773,201.0791361,28,61,243.7178277,254,2,2938,160659,14173,6944,7632,3199,0,566.7695569,5729,9732,24112,58832,1,68046,159920,3192,323.0517292,74953,65,68.22,66.79,101.21,NA
2020-2021,May,15,KARNATAKA,1524,SHIVAMOGGA,1338514,209.5752763,20,370,110.326438,774,0,13959,1338167,275182,84269,63265,18702,0,2914.793625,65316,113294,150385,388402,10,221439,530049,14733,2804.467187,681775,68,87.35,88.81,100.26,NA
2020-2021,May,15,KARNATAKA,1525,TUMAKURU,1032562,208.0007409,23,290,211.2317898,2442,1,30252,1031904,130387,78950,71129,40179,100,2457.599756,43703,78554,198532,518816,35,397825,999167,32694,2146.367966,497780,79,75.57,57.63,99.98,NA
2020-2021,May,15,KARNATAKA,1529,RAMANAGARA,1642971,164.7887885,34,127,0,1341,0,15615,1642884,221243,49061,24258,5028,0,2707.288641,47154,84502,129023,312638,80,174940,417231,16956,2707.288641,810285,69,77.03,76.27,99.92,NA
2020-2021,May,15,KARNATAKA,1530,Yadgir,536806,190.4925504,17,78,80.52272087,954,1,14042,532322,110902,43733,53754,21500,0,1094.556475,30026,44463,108745,214381,8,212923,433978,14996,1014.033754,277482,66,79.6,81.84,99.92,NA
2020-2021,Sep,15,KARNATAKA,1511,DAKSHINA KANNADA,830661,255.0880842,41,53,506.5217504,4984,0,15218,830343,53105,14675,54722,12258,70.3,2694.927801,19851,34970,63606,149022,282,136398,303585,20202,2118.106051,355821,89,69.93,63.29,100.13,NA
2020-2021,Sep,15,KARNATAKA,1513,DHARWAR,1201751,266.6502044,34,124,1454.124221,6523,0,21270,1201676,107904,17916,62715,11907,152,4810.395731,34676,65499,72601,203275,104,142156,370433,27793,3204.27151,507514,80,57.99,66.56,100.33,NA
2020-2021,Sep,15,KARNATAKA,1516,HASSAN,3369020,247.4350398,44,350,2070.173143,3758,0,21417,3347487,423078,63189,52534,7068,258,10611.02893,74908,145643,157837,398336,867,256218,619819,25175,8282.85579,1601843,76,75.66,76.21,112.46,NA
2020-2021,Sep,15,KARNATAKA,1524,SHIVAMOGGA,2964774,265.4489539,30,517,1831.944247,5486,0,12867,2963865,591460,84653,138076,18766,220,9919.492884,95620,172744,152035,391134,265,224263,534771,18353,7867.548637,1465275,70,83.92,88.22,101.39,NA
