fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,March,15,KARNATAKA,1525,TUMAKURU,5000000,347.8930691,50,707,14328.03622,72762,0,46005,7098193,1004243,84438,589601,43461,1023.74233,40045.90003,139603,248981,224887,534364,3158,404322,892363,118767,24694.12148,3639092,79,29.23,24.72,100.1,NA
2024-2025,Feb,15,KARNATAKA,1502,BENGALURU,96404,312.2182321,35,14,133.8135023,1736,3,1403,64974,13134,2963,1204,319,58.48954,395.1637164,1843,3132,6416,14433,17,62969,140899,3139,202.8606741,36011,85,54.22,13.99,101.26,NA
2024-2025,Feb,15,KARNATAKA,1510,CHITRADURGA,4802571,346.1786093,48,451,12505.94434,61242,0,34289,5966228,1172706,90926,1370221,89705,808.47365,33968.22311,121784,205624,178209,428249,1077,336411,787919,95531,20653.80512,3283777,69,30.24,36.71,101.45,NA
2024-2025,Feb,15,KARNATAKA,1512,DAVANAGERE,3244904,339.0289629,39,290,5188.550042,18369,0,10864,2391351,585089,66127,427278,44953,721.19885,14017.12139,60946,105609,121882,285861,666,240100,526604,29233,8107.372494,1261766,74,36.41,28.03,99.97,NA
2024-2025,Feb,15,KARNATAKA,1514,GADAG,3278667,332.334611,32,1138,3022.687142,27622,0,11393,2948644,475246,55968,254135,25857,511.37979,13333.4315,90128,190816,122727,311359,375,165577,394026,39015,9799.364568,1475786,71,21.95,58.73,99.95,NA
2024-2025,Feb,15,KARNATAKA,1515,KALABURAGI,5593907,326.9322875,30,606,5660.304179,51418,0,35599,4671113,1145600,138929,101762,10906,777.15145,21708.83221,152261,257536,246821,538450,470,428451,891731,87017,15271.37658,2558608,65,36.57,44.37,99.95,NA
2024-2025,Feb,15,KARNATAKA,1522,MYSURU,2279647,347.8060254,40,163,5482.920484,35613,0,20540,2214055,396043,71863,258213,42969,456.81608,13640.35326,54285,97113,145518,370673,681,348750,848830,56153,7700.616696,1127225,81,37.7,18.87,100.42,NA
2024-2025,Feb,15,KARNATAKA,1524,SHIVAMOGGA,2747225,326.9992659,29,513,3129.508558,20007,0,8828,2372340,541561,84936,130125,18865,650.92798,11537.97092,79856,137404,147430,377536,260,249134,571957,28835,7757.534384,1303556,73,41.98,34.18,100.17,NA
2024-2025,Feb,15,KARNATAKA,1529,RAMANAGARA,4055633,348.0180303,48,307,8753.758769,41279,1,28639,3574532,492566,50504,54235,5234,635.08109,21828.85572,73087,121351,142019,313563,782,201717,428870,69918,12440.01586,1910909,84,45.54,24.2,101.58,NA
2024-2025,Feb,15,KARNATAKA,1530,Yadgir,4517507,339.5821654,36,560,1487.500925,45306,0,22138,3598596,676470,66609,438826,36955,0,13707.69115,99495,155277,156575,312425,408,276766,550780,67444,12220.19022,1883602,81,53.32,39.16,99.93,NA
2024-2025,Feb,15,KARNATAKA,1502,BENGALURU,96404,311.4260567,35,14,133.8135023,1731,3,1405,64598,13103,2963,1204,319,58.48954,393.4780464,1839,3123,6415,14430,17,62968,140899,3136,201.1750041,35793,85,54.53,13.96,100.8,NA
2024-2025,Feb,15,KARNATAKA,1510,CHITRADURGA,4802571,346.3920764,48,448,12505.94434,60941,0,34101,5915511,1163682,90854,1361439,89630,808.47365,33805.27937,121226,204581,178021,427799,1060,336358,787803,95042,20490.86138,3255739,69,30.14,36.74,101.44,NA
2024-2025,Feb,15,KARNATAKA,1511,DAKSHINA KANNADA,1426090,346.9736625,47,60,1357.391889,16241,0,10278,1158314,57243,10893,65515,10909,388.83238,5765.268778,24450,42145,67739,157630,428,171516,360737,26519,4019.044509,595096,91,71.59,3.16,100.09,NA
2024-2025,Feb,15,KARNATAKA,1517,HAVERI,4374761,337.6573428,42,501,7162.578923,31454,0,21073,3772827,534621,55149,488683,44249,689.81291,20591.61923,88218,164528,156105,379647,835,273757,622552,52527,12739.2274,1833620,69,35.28,28.42,100.37,NA
2024-2025,Feb,15,KARNATAKA,1522,MYSURU,2279647,348.1725139,40,158,5482.920484,35462,0,20585,2196409,393259,71858,255951,42969,456.81608,13587.02899,54030,96608,145441,370710,668,348658,848887,56047,7647.29243,1118282,81,37.71,18.81,100.4,NA
2024-2025,Feb,15,KARNATAKA,1529,RAMANAGARA,4055633,348.4986696,48,304,8753.758769,40719,1,29005,3545958,488692,50468,53811,5229,544.5837,21655.95892,72696,120604,141955,313374,756,201671,428696,69724,12357.61645,1896210,84,45.61,24.14,101.54,NA
2024-2025,Feb,15,KARNATAKA,1531,VIJAYANAGARA,6951377,311.0822991,47,1293,7357.757363,24352,5,13365,6361939,1512647,115833,1399095,94054,111.22017,27259.84364,135283,260974,175436,463453,2234,251799,649080,37717,19790.86611,3288123,55,17.5,54.07,100.43,NA
2024-2025,Feb,15,KARNATAKA,1505,BALLARI,5746592,285.2742235,52,2041,2741.05237,11679,0,7785,5316289,1040168,69773,1667753,98015,567.58256,18474.6371,101516,220018,116112,333506,1140,170806,480561,19464,15166.00217,2869771,44,39.64,30.16,99.96,NA
2024-2025,Feb,15,KARNATAKA,1517,HAVERI,4374761,337.3903414,42,507,7162.578923,31523,0,21151,3799397,540823,55181,491058,44280,689.81291,20671.19034,88735,165576,156185,379858,851,273778,622599,52674,12818.79851,1846812,69,35.32,28.41,100.4,NA
2024-2025,Feb,15,KARNATAKA,1525,TUMAKURU,4690756,348.1812326,48,652,12384.55972,68599,0,41948,6224976,886535,83285,519144,42822,1023.74233,35082.50021,128220,227148,221619,526934,2286,403095,889869,110547,21674.19816,3193705,81,32.64,27.14,100.07,NA
2024-2025,March,15,KARNATAKA,1501,BAGALKOTE,5000000,321.550399,40,2105,3678.324854,16709,0,15733,3822217,643665,59300,308314,26256,778.32086,16746.99973,95463,163664,155015,340442,1169,275987,558829,32442,12290.35401,2122819,59,31.22,46.07,100.05,NA
2024-2025,March,15,KARNATAKA,1503,BENGALURU RURAL,1400000,349.5945418,50,507,3510.69883,9602,0,7483,1546197,216732,25980,88242,8550,403.13692,9319.256067,30698,51991,60345,140858,507,121975,265169,17085,5405.420317,802708,65,49.08,15.17,99.98,NA
2024-2025,March,15,KARNATAKA,1507,VIJAYPURA,4200000,345.4070339,44,1383,4275.874644,30798,1,30354,3862914,696227,67090,74852,6114,894.2406,18512.89192,87385,135704,156732,331976,1447,353002,774487,61152,13342.77667,2027902,73,58.02,22.23,99.99,NA
2024-2025,March,15,KARNATAKA,1508,CHAMARAJA NAGARA,2500000,348.7312492,37,472,3895.559677,23289,0,16090,2325638,695034,80822,207950,30034,372.65089,12378.43702,61318,98440,118172,278827,374,224655,515661,39379,8110.226449,1321341,75,23.88,46.45,100.79,NA
2024-2025,March,15,KARNATAKA,1510,CHITRADURGA,5100000,346.2710008,49,455,12505.94434,61534,0,34625,6040785,1187047,91051,1383552,89826,808.47365,34231.90467,122654,207276,178440,428827,1130,336480,788068,96159,20917.48668,3323702,69,30.32,36.69,101.49,NA
2024-2025,March,15,KARNATAKA,1511,DAKSHINA KANNADA,1500000,346.2723499,47,64,1357.548403,16654,0,13284,1196108,58742,10909,67410,10933,388.83238,5888.172062,24992,43107,67955,158107,452,171617,360968,29938,4141.791279,613928,90,71.79,3.13,100.09,NA
2024-2025,March,15,KARNATAKA,1521,MANDYA,2700000,340.831908,37,388,5931.578898,24865,0,20672,2508066,288481,40904,17431,2553,496.43928,14976.30738,67411,105220,145229,351201,436,345787,742255,45537,8548.289202,1502788,72,40.27,29.86,100.21,NA
2024-2025,March,15,KARNATAKA,1524,SHIVAMOGGA,2900000,326.4820204,29,525,3129.508558,20245,0,8692,2409181,548517,84972,132296,18872,654.33698,11649.38834,80522,138762,147589,377841,268,249189,572029,28937,7865.542805,1323607,73,41.9,34.21,100.17,NA
2024-2025,March,15,KARNATAKA,1525,TUMAKURU,5000000,348.7605213,48,657,12384.55972,68760,0,42691,6309138,897904,83324,525403,42877,1023.74233,35412.08463,129233,229064,221889,527555,2382,403268,890142,111451,22003.78258,3236340,81,32.69,27.16,100.07,NA
2024-2025,June,15,KARNATAKA,1509,CHIKKAMAGALURU,627553,340.0086904,26,92,1032.757162,6759,0,20005,789657,112663,41231,25275,8172,273.74267,3991.402256,29326,51176,89399,219787,18,177230,397123,26764,2684.902425,431549,69,37.74,27.18,99.89,NA
2024-2025,June,15,KARNATAKA,1510,CHITRADURGA,1413624,352.4198774,20,190,2108.888043,12374,0,32543,1254660,253332,87271,334075,85596,272.37862,6802.937897,62130,98487,169154,409163,9,331093,779418,44917,4421.671234,682996,59,24.39,48.62,100.78,NA
2024-2025,June,15,KARNATAKA,1516,HASSAN,1288618,339.5468646,20,201,766.4608502,8182,3,25548,766093,113518,67380,13080,6744,285.24209,3652.947701,36640,64562,158874,392504,5,279876,646961,33730,2601.244761,395253,74,48.81,25.07,99.87,NA
2024-2025,June,15,KARNATAKA,1518,KODAGU,171389,343.4389811,25,50,48.97893823,2317,1,3871,138893,13674,6968,6518,3683,54.55877,580.5504122,5423,8951,27649,66240,2,87686,191104,6188,477.012704,72173,78,49.58,20.52,99.9,NA
2024-2025,June,15,KARNATAKA,1527,UTTARA KANNADA,657608,341.9913153,22,69,330.7929639,2264,0,23939,553806,31888,14369,21104,7858,193.0934,2417.854788,24529,39895,85619,214956,7,203738,450726,26203,1893.968424,305121,77,27.81,35.18,99.98,NA
2024-2025,June,15,KARNATAKA,1530,Yadgir,1246456,329.6698204,17,356,191.5204553,14619,0,24196,1055275,200701,64547,121782,35565,0,3670.443652,60515,90940,151517,300025,1,270819,536675,38815,3478.923197,595296,78,35.33,60.49,99.84,NA
2024-2025,June,15,KARNATAKA,1502,BENGALURU,21689,302.6645822,20,7,12.28613967,272,11,2185,9275,2350,2606,37,263,11.30472,51.66299967,458,726,5657,12937,1,62482,140107,2457,28.07214,5678,85,31.82,22.04,99.59,NA
2024-2025,June,15,KARNATAKA,1509,CHIKKAMAGALURU,627553,337.6700302,27,91,1032.757162,6809,0,20024,812776,116496,41258,26337,8177,273.74267,4051.000796,29704,51854,89444,219904,21,177221,397125,26833,2744.500965,444390,69,37.96,27.25,99.9,NA
2024-2025,June,15,KARNATAKA,1511,DAKSHINA KANNADA,454985,335.3925383,27,25,194.7186687,4358,0,12661,259399,13297,10134,15353,10183,120.9364,1185.659959,9278,15198,62764,146307,23,169279,355725,17019,870.0048905,136875,90,71.12,1.93,99.85,NA
2024-2025,June,15,KARNATAKA,1513,DHARWAR,863500,344.0850541,21,125,617.3036013,5650,1,35469,620693,53839,19239,41528,14783,140.87468,2893.890126,28339,48253,82430,216810,5,169693,404918,41119,2135.711845,292706,74,39.3,35.9,99.9,NA
2024-2025,June,15,KARNATAKA,1516,HASSAN,1288618,331.3103875,21,210,766.4608502,8284,3,25671,806373,118908,67423,13468,6744,285.24209,3723.300451,37928,66887,158967,392722,7,279901,647005,33955,2671.597511,416296,75,49.29,24.93,99.88,NA
2024-2025,June,15,KARNATAKA,1518,KODAGU,171389,338.4948858,26,50,48.97893823,2323,1,3887,143699,14086,6989,6636,3683,54.55877,589.9514742,5520,9117,27680,66300,2,87689,191114,6210,486.413766,74509,79,49.86,20.35,99.9,NA
2024-2025,June,15,KARNATAKA,1519,KOLAR,1128177,340.4805966,25,220,690.1048373,5200,0,28631,992369,257075,84628,62281,21773,252.21609,4321.144819,39070,59102,125584,315922,16,238892,577740,33831,3378.823892,531570,62,36.4,35.29,99.84,NA
2024-2025,June,15,KARNATAKA,1524,SHIVAMOGGA,1196903,320.5874371,20,319,380.5046905,2533,0,19485,1061403,255067,82818,58408,18461,236.82995,4020.059315,51678,85726,143802,369001,45,247604,568635,22018,3402.724675,589197,76,26.62,58.61,99.92,NA
2024-2025,June,15,KARNATAKA,1531,VIJAYANAGARA,3721419,302.4743208,33,1119,1394.980504,12029,0,19103,3963461,924403,113864,924602,92956,80.77156,13464.2038,118444,224013,172325,456427,277,248643,643273,31132,11988.45174,2065074,52,9.53,71.73,99.89,NA
2024-2025,June,15,KARNATAKA,1504,BELAGAVI,4845320,327.3116238,24,1864,1542.46412,10968,0,71940,4312203,484160,100557,415461,80734,553.99877,16210.80455,174852,248468,399898,875536,188,821132,1678869,82908,14114.34166,2645985,52,19.07,45,99.87,NA
2024-2025,June,15,KARNATAKA,1505,BALLARI,4127692,272.7549307,38,1965,144.6344787,1466,0,14428,3716275,725687,69850,1196267,97823,217.80554,10498.76332,96374,205859,114929,332428,144,168979,478905,15894,10136.3233,2014639,41,32.92,40.7,99.85,NA
2024-2025,June,15,KARNATAKA,1507,VIJAYPURA,1341322,340.658477,19,807,1004.946085,5428,1,36310,996264,183021,65544,18528,5770,304.27283,4703.076684,50686,75093,150368,321625,7,345793,765082,41738,3393.857769,557436,69,49.73,35.07,99.88,NA
2024-2025,June,15,KARNATAKA,1524,SHIVAMOGGA,1196903,320.3699598,20,319,380.5046905,2496,0,19474,1046434,251273,82775,57887,18459,236.82995,3969.794825,51247,85015,143756,368887,41,247592,568590,21970,3352.460185,580388,76,26.59,58.69,99.91,NA
2024-2025,June,15,KARNATAKA,1530,Yadgir,1246456,331.1688543,17,356,191.5204553,14648,0,24193,1063045,201700,64554,123308,35595,0,3711.994402,60658,91159,151529,300088,1,270851,536775,38841,3520.473947,599735,78,35.24,60.53,99.85,NA
2024-2025,June,15,KARNATAKA,1506,BIDAR,2040525,342.8714728,23,329,1652.112787,4456,0,48287,1898562,458263,77484,348315,52017,220.63003,8382.370309,81065,122459,150297,296401,20,250017,468840,52743,6509.627492,1047563,59,38.89,43.5,99.88,NA
2024-2025,June,15,KARNATAKA,1507,VIJAYPURA,1341322,343.6344114,19,799,1004.946085,5147,1,36344,965502,177648,65528,17911,5769,304.27283,4627.01603,50147,74154,150337,321551,6,345690,764866,41491,3317.797115,540570,69,49.46,35.09,99.88,NA
2024-2025,June,15,KARNATAKA,1508,CHAMARAJA NAGARA,770059,342.8101554,19,246,401.2428855,3205,0,28268,674053,213900,78136,66109,28664,131.16481,2843.129832,34122,51509,113224,267661,0,222607,511906,31473,2310.722137,395988,74,18.84,53.81,100.06,NA
2024-2025,June,15,KARNATAKA,1517,HAVERI,1492365,324.9781991,28,334,1180.320629,11102,0,31449,1634131,233415,53920,233747,43540,198.71977,6689.609894,57454,104653,151940,371716,41,271318,619076,42551,5310.569495,801399,67,32.29,51.42,99.91,NA
2024-2025,May,15,KARNATAKA,1503,BENGALURU RURAL,235452,354.0243521,20,205,262.8803329,1099,0,9978,247865,37226,24390,13340,8072,33.26839,1173.651183,12317,19641,56706,132804,3,119445,260354,11077,877.5024603,127195,63,39.46,16.25,99.76,NA
2024-2025,May,15,KARNATAKA,1510,CHITRADURGA,616291,375.9857279,14,111,2108.888043,10758,0,31951,528012,104842,86695,135793,84678,0,4094.137805,36445,56722,168123,406389,0,330542,777945,42709,1985.249761,285878,58,24.82,43.03,100.37,NA
2024-2025,May,15,KARNATAKA,1512,DAVANAGERE,561779,323.0473101,18,118,1051.430685,3193,0,17635,548234,136330,62701,115577,43115,13.407,2835.892875,29282,48723,116384,274049,5,237005,519809,20828,1771.05519,294782,77,29.91,48.41,99.79,NA
2024-2025,May,15,KARNATAKA,1515,KALABURAGI,2051050,301.4036635,12,309,968.1552429,5475,1,40168,1012254,267829,136882,20578,10650,31.65045,4050.776333,82339,133935,239816,527070,0,421842,882381,45643,3050.97064,590485,61,13.94,75.95,99.7,NA
2024-2025,May,15,KARNATAKA,1516,HASSAN,672675,347.5661897,17,84,766.4608502,3777,3,26019,256399,41613,66885,3402,6675,117.92067,1775.537755,15044,25543,157656,389623,0,279444,646011,29796,891.1562347,132650,73,38.89,25.72,99.77,NA
2024-2025,May,15,KARNATAKA,1527,UTTARA KANNADA,398663,333.5500586,17,50,330.7929639,1566,0,23584,307516,17939,14222,11419,7736,37.92662,1394.439382,17425,27978,84572,212139,1,203528,449895,25150,1025.719798,168174,77,27.86,33.14,99.68,NA
2024-2025,May,15,KARNATAKA,1530,Yadgir,594105,321.4358805,12,220,191.5204553,12106,0,24756,454892,90978,63815,50579,35150,0,1653.706561,37470,55134,150053,296508,0,270099,534791,36862,1462.186106,260003,77,30.63,64.44,99.79,NA
2024-2025,May,15,KARNATAKA,1531,VIJAYANAGARA,2203111,297.1559436,21,916,1394.980504,10127,0,19733,2153749,478514,112142,484785,91743,0,7794.973669,98183,181313,170271,450861,16,247554,640578,29860,6399.993164,1124394,52,7.12,70.53,99.78,NA
2024-2025,May,15,KARNATAKA,1503,BENGALURU RURAL,235452,345.4530286,23,247,262.8803329,1802,0,9537,331003,48787,24451,18897,8090,92.04603,1498.386251,14315,23015,56869,133165,4,119534,260552,11339,1143.459888,170135,63,41.92,16.52,99.82,NA
2024-2025,May,15,KARNATAKA,1508,CHAMARAJA NAGARA,419079,339.4558984,17,215,401.2428855,3016,0,27995,499924,158514,77748,50267,28535,101.88563,2200.150021,29197,43585,112737,266445,0,222414,511459,31011,1697.021505,293114,75,19,49.46,100.06,NA
2024-2025,May,15,KARNATAKA,1513,DHARWAR,442274,329.3809165,18,103,617.3036013,4507,0,35609,435088,35039,19147,31085,14743,109.79741,2160.197853,23423,39269,82078,215858,3,169486,404415,40116,1433.096842,206167,74,37.22,36.4,99.86,NA
2024-2025,May,15,KARNATAKA,1520,KOPPAL,2178765,291.8532245,19,2567,720.7110131,8794,0,28284,2551500,424812,95996,383652,79421,228.96473,8396.310766,132828,263337,219915,566324,8,322363,839185,37078,7446.635023,1354060,55,18.67,75.59,99.83,NA
2024-2025,May,15,KARNATAKA,1522,MYSURU,317805,347.0906897,20,52,608.6772288,7723,1,36580,433260,74793,68920,53353,40772,193.43957,2305.921921,21233,36490,138916,356105,1,344875,843763,44303,1503.805122,229156,80,24.93,29.15,99.98,NA
2024-2025,June,15,KARNATAKA,1504,BELAGAVI,4845320,327.9116218,26,1921,2217.910169,15788,0,67916,4757039,534986,100814,468317,80933,553.99877,18370.79267,182118,259918,400734,877481,277,822122,1680765,83704,15598.88373,2904502,52,18.67,45.37,99.88,NA
2024-2025,June,15,KARNATAKA,1517,HAVERI,1492365,330.8908085,30,353,1272.299998,11885,0,31204,1881335,271251,54216,267600,43713,198.71977,7696.18436,61532,112425,152455,373070,78,271726,620095,43089,6225.164592,926724,67,32.64,51.25,99.87,NA
2024-2025,June,15,KARNATAKA,1521,MANDYA,583985,323.5445163,16,171,574.8939441,5418,0,29406,494759,62821,38866,3017,2394,189.22321,2364.882767,29887,42664,137533,336339,12,347292,753514,34824,1600.765613,303900,70,39.04,39.15,99.72,NA
2024-2025,June,15,KARNATAKA,1527,UTTARA KANNADA,657608,339.3294875,23,75,427.6122463,3387,0,23099,626908,36503,14461,23723,7893,193.0934,2747.98935,26453,43291,85960,215839,9,203886,451142,26486,2127.283704,343909,78,27.98,34.79,99.69,NA
2024-2025,June,15,KARNATAKA,1528,CHIKKABALLAPURA,875798,333.973854,20,930,1323.991387,4707,0,28003,512105,105809,75809,67681,46265,95.38219,3129.670382,24705,40135,130504,328431,4,222448,536510,32710,1710.296805,274541,77,44.2,21.81,99.96,NA
2024-2025,July,15,KARNATAKA,1501,BAGALKOTE,2355461,314.3229824,22,1513,1417.564123,6310,0,18719,1534228,246314,57694,117077,25576,324.88923,6564.88456,69701,116213,150694,331164,25,272289,551303,25029,4822.431206,861337,56,32.33,52.67,99.81,NA
2024-2025,July,15,KARNATAKA,1507,VIJAYPURA,1897615,339.297791,22,879,1501.77018,6466,1,37110,1318587,241672,65770,25396,5827,313.36389,6289.070634,57491,86082,150895,323031,32,346734,766991,43576,4473.936564,728843,70,53.94,32.24,99.72,NA
2024-2025,July,15,KARNATAKA,1510,CHITRADURGA,2245168,343.6070486,23,240,3249.915195,15188,0,31482,1711900,345613,87757,461392,86186,272.37862,9404.50288,72085,115541,169901,410988,21,331601,780587,46670,5882.209064,933982,59,25.67,50.7,101.03,NA
2024-2025,July,15,KARNATAKA,1511,DAKSHINA KANNADA,595856,341.7003828,29,28,324.7601952,5424,0,12642,353198,18402,10271,20679,10298,154.0134,1685.652513,11793,19597,63412,147882,48,169502,356304,18066,1206.878918,185974,90,72.53,1.77,99.92,NA
2024-2025,July,15,KARNATAKA,1514,GADAG,2006215,328.9838702,27,1048,1112.218835,9371,0,12885,2294077,349455,56409,195278,26028,224.09806,8883.460194,83635,177312,122344,312969,44,164895,395461,22256,7547.1433,1128071,64,12.63,81.12,99.85,NA
2024-2025,July,15,KARNATAKA,1516,HASSAN,1922434,337.8336798,24,265,1655.241883,9970,2,26492,1149236,166562,67834,19240,6773,285.24209,5822.990242,47629,84931,159755,394686,30,280202,647781,36462,3882.506268,591510,75,51.18,25.68,99.88,NA
2024-2025,July,15,KARNATAKA,1527,UTTARA KANNADA,788567,338.5329085,24,81,621.7373638,3932,0,22880,675388,39701,14513,25871,7915,193.0934,3101.241404,27721,45489,86138,216344,14,203968,451438,26812,2286.41064,370187,78,28.62,34.61,99.77,NA
2024-2025,July,15,KARNATAKA,1529,RAMANAGARA,1648562,346.8954638,27,146,2879.463263,15184,1,32958,1056943,157612,50448,17925,5226,238.93739,6784.887975,38329,60601,140098,312938,25,200766,430576,48142,3666.487322,568314,81,31.49,32.46,99.76,NA
2024-2025,July,15,KARNATAKA,1530,Yadgir,1895360,331.1339816,19,385,390.2507473,15496,0,24732,1327607,250029,64751,152172,35696,0,4786.408667,66976,101041,151861,301205,4,271847,539311,40228,4396.15792,738946,78,38.21,57.66,99.79,NA
2024-2025,July,15,KARNATAKA,1508,CHAMARAJA NAGARA,1115249,341.6446031,23,294,946.7988686,7437,0,24675,912790,283258,78638,86977,28873,131.16481,4196.461451,39366,60065,113929,269396,10,222910,512573,32112,3118.497772,533914,74,19.94,55.85,100.19,NA
2024-2025,July,15,KARNATAKA,1509,CHIKKAMAGALURU,976580,340.1578225,30,101,1868.654478,7581,0,20088,997213,145040,41389,32331,8209,273.74267,5534.495174,32987,57849,89726,220634,41,177391,397547,27669,3392.098026,548414,70,40.43,26.34,99.8,NA
2024-2025,July,15,KARNATAKA,1517,HAVERI,2112164,329.9562848,32,368,1455.315055,12585,0,30787,2059278,299305,54361,290939,43827,202.96561,8452.997846,64249,117718,152738,373850,125,271961,620758,43372,6794.717181,1017903,67,32.94,51.08,99.9,NA
2024-2025,July,15,KARNATAKA,1521,MANDYA,933634,336.0241439,17,183,1035.907679,6628,0,28298,555779,71389,39001,3331,2396,189.22321,3092.682516,32165,46047,137746,336857,13,347384,753734,34926,1867.551627,342895,70,40.05,38.28,99.86,NA
2024-2025,July,15,KARNATAKA,1530,Yadgir,1895360,334.3448808,19,386,390.2507473,15578,0,24700,1337352,252380,64765,153093,35708,0,4861.618697,67170,101357,151876,301259,4,271901,539454,40278,4471.36795,743914,78,38.41,57.47,99.8,NA
2024-2025,July,15,KARNATAKA,1502,BENGALURU,31995,277.3897133,20,7,22.00980977,386,4,2137,13882,3277,2654,121,267,21.60784,82.12488977,676,1113,5751,13146,1,62557,140271,2523,38.50724,8152,85,39.36,18.6,99.43,NA
2024-2025,July,15,KARNATAKA,1508,CHAMARAJA NAGARA,1115249,342.0957601,22,288,946.7988686,6621,0,25472,882165,272571,78592,84342,28840,131.16481,4095.812741,38532,58678,113838,269198,10,222882,512514,32093,3017.849062,515772,74,20.04,55.62,100.2,NA
2024-2025,July,15,KARNATAKA,1511,DAKSHINA KANNADA,595856,339.4433351,29,28,324.7601952,5328,0,12718,350229,18094,10266,20528,10295,154.0134,1667.602593,11759,19530,63404,147855,46,169486,356267,18046,1188.828998,184413,90,72.63,1.78,99.9,NA
2024-2025,July,15,KARNATAKA,1512,DAVANAGERE,1252590,331.5561997,26,175,1813.309815,7329,0,14727,1107460,294243,64289,221045,43941,210.17207,5695.334175,41679,70137,118370,279087,46,237956,522532,22056,3671.85229,604388,77,30.13,50.41,99.87,NA
2024-2025,July,15,KARNATAKA,1528,CHIKKABALLAPURA,1351781,337.5542924,21,993,1517.869925,4977,0,28037,565584,116224,75866,75340,46283,142.9477,3569.970694,26448,43172,130566,328623,10,222479,536597,33014,1909.153069,303111,77,44.32,22.26,99.97,NA
2024-2025,July,15,KARNATAKA,1501,BAGALKOTE,2355461,316.4193816,22,1537,1417.564123,6498,0,18614,1586142,253874,57751,123084,25594,324.88923,6761.314061,70975,118472,150789,331559,30,272518,551893,25112,5018.860707,889919,56,32.09,52.85,99.82,NA
2024-2025,July,15,KARNATAKA,1504,BELAGAVI,6060735,329.2893596,27,1971,3043.538771,19281,0,65070,5128940,581044,101140,511725,81027,709.76399,20642.35644,187926,269316,401747,879393,340,823031,1682153,84351,16889.05368,3114243,52,19.21,45,99.97,NA
2024-2025,July,15,KARNATAKA,1506,BIDAR,2610102,342.7854559,30,383,2750.454824,13708,0,43752,2830023,678047,78255,514517,52654,220.63003,12671.9921,94129,144231,152109,300106,56,252328,473040,57460,9700.907243,1547234,60,42.33,41.26,99.52,NA
2024-2025,July,15,KARNATAKA,1510,CHITRADURGA,2245168,343.8718742,24,248,3249.915195,15398,0,31645,1805550,364109,87851,483793,86296,272.37862,9731.07244,73929,118627,170049,411379,26,331727,780893,47043,6208.778624,984734,59,26.09,50.48,101.08,NA
2024-2025,July,15,KARNATAKA,1511,DAKSHINA KANNADA,595856,343.7066956,30,29,324.7601952,5575,0,12570,362392,18901,10280,21378,10306,154.0134,1724.339163,11953,19859,63463,148005,52,169562,356440,18145,1245.565568,190818,90,72.48,1.75,99.91,NA
2024-2025,July,15,KARNATAKA,1518,KODAGU,231130,341.3232654,28,54,147.14418,2504,1,3909,178907,16767,7004,7867,3714,75.14455,832.9399445,6337,10463,27857,66722,4,87759,191276,6413,610.6512145,92300,79,51.35,19.22,99.89,NA
2024-2025,July,15,KARNATAKA,1522,MYSURU,956629,349.2974029,26,81,923.3929592,11747,0,34217,772540,138490,69493,91213,41197,240.02259,3861.877706,29688,51742,140076,359161,26,345590,845283,45964,2698.462157,400681,80,31.23,29.34,99.93,NA
2024-2025,July,15,KARNATAKA,1530,Yadgir,1895360,333.0405942,20,389,390.2507473,15738,0,24713,1366009,255685,64789,156737,35721,0,4939.615238,67645,102092,151919,301402,5,272002,539724,40451,4549.364491,759294,78,38.73,57.17,99.81,NA
2024-2025,June,15,KARNATAKA,1507,VIJAYPURA,1341322,337.2196668,20,815,1004.946085,5545,1,36415,1049750,193008,65604,19808,5798,304.27283,4849.182368,51854,76965,150447,321833,7,345901,765312,41960,3539.963452,585159,69,50.32,34.69,99.88,NA
2024-2025,June,15,KARNATAKA,1517,HAVERI,1492365,329.8016726,29,344,1180.320629,11443,0,31288,1713629,244888,53999,247070,43611,198.71977,7030.617503,58834,107211,152082,372089,48,271517,619456,42731,5651.577105,841421,67,32.59,51.28,99.94,NA
2024-2025,June,15,KARNATAKA,1523,RAICHUR,4968955,264.7492358,27,903,1104.074267,9629,0,35756,5551368,965901,123118,1329344,152341,364.80351,16166.08213,201638,394092,278395,648393,58,366815,825039,45385,14697.20436,2930538,53,15.28,74.61,99.77,NA
