fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2021-2022,April,15,KARNATAKA,1506,BIDAR,578359,198.0748682,14,183,1366.703108,940,0,19676,576636,153142,75349,97362,46080,0,2508.874105,38956,62106,135098,278397,0,223484,456122,20616,1142.170997,309522,64,78.48,77.97,107.02,NA
2021-2022,April,15,KARNATAKA,1507,VIJAYPURA,455896,230.2094448,14,234,2263.474408,903,2,21318,454717,74157,67576,5514,4489,0,3310.275889,30963,49969,150301,339573,3,299885,722334,22221,1046.801481,205445,71,74.55,79.42,100.75,NA
2021-2022,April,15,KARNATAKA,1508,CHAMARAJA NAGARA,182352,194.7366788,12,136,2.88,1563,5,13504,182243,49057,84507,14930,31975,69.8,427.5739656,14250,23287,127870,300945,0,210364,499531,15067,354.8939656,92325,77,71.11,46.48,100.78,NA
2021-2022,April,15,KARNATAKA,1513,DHARWAR,244612,224.1029274,15,53,2.04,900,6,19535,243356,19768,17612,12140,12167,35,582.40792,15424,27995,78722,214161,0,148984,386904,20435,545.36792,107475,83,56.38,44.19,101.47,NA
2021-2022,April,15,KARNATAKA,1524,SHIVAMOGGA,540889,184.3359946,14,211,287.7567508,756,2,19502,540006,102378,85549,27940,18927,0,1283.182182,37411,60663,157056,399781,0,230663,552336,20258,995.4254311,283969,76,89.14,84.37,100.93,NA
2021-2022,April,15,KARNATAKA,1525,TUMAKURU,545244,207.6888511,16,244,934.4699339,2191,6,43302,543575,64731,79184,31175,40325,0,2063.414606,32032,56522,211328,529037,4,418167,1046015,45493,1128.944673,262872,84,65.14,53.75,99.91,NA
2021-2022,March,15,KARNATAKA,1501,BAGALKOTE,6294982,284.7780669,51,2875,7866.470686,24576,0,17720,6375929,1018541,56767,409722,23417,544.46817,26568.18621,123958,222383,151549,337874,16751,253310,545268,42296,18157.24736,3269463,71,49.64,64.75,100.03,NA
2021-2022,March,15,KARNATAKA,1510,CHITRADURGA,6318842,293.3206102,47,455,4791.831343,27657,0,41128,6271578,1227059,100132,1460356,91917,683.22,23870.8822,133174,243398,187094,459387,1143,323658,795055,68785,18395.83086,3267093,70,76.18,78.47,102.18,NA
2021-2022,March,15,KARNATAKA,1523,RAICHUR,12134433,256.7175755,54,963,12520.61877,27853,0,30613,13525145,2321888,110131,3071538,137046,271,47513.0431,246808,505770,261571,640325,22441,352838,849558,58466,34721.42433,6865136,69,64.55,71.81,100.15,NA
2021-2022,March,15,KARNATAKA,1525,TUMAKURU,7635972,288.6248069,48,1067,10272.17756,33682,2,54360,7732351,995370,80982,534402,41216,511.6335,33101.29421,158104,302226,218124,541754,1192,430314,1057376,88042,22317.48315,3768430,84,70.44,67.95,100.03,NA
2021-2022,March,15,KARNATAKA,1527,UTTARA KANNADA,1900971,297.8265895,33,197,2146.622624,11700,0,14575,1899228,117109,15570,67642,8322,93,7896.028604,55906,98113,86041,218371,2663,182376,427103,26275,5656.40598,933468,83,59.41,53.68,100.3,NA
2021-2022,March,15,KARNATAKA,1530,Yadgir,5247077,286.971054,46,387,3089.561012,25914,0,29253,5442266,1009819,53742,588034,28101,193.58,18900.86911,116591,188976,139558,269317,9260,261508,526388,55167,15617.7281,2757255,76,74.13,76.3,100.56,NA
2021-2022,Feb,15,KARNATAKA,1507,VIJAYPURA,5479092,284.4406434,43,1006,6395.955887,16896,1,24957,5469941,976787,71840,70283,4716,588.29,22542.98126,125482,217312,163228,362706,2741,323716,760687,41853,15558.73537,2499787,77,64.78,81.77,100.41,NA
2021-2022,Feb,15,KARNATAKA,1517,HAVERI,5547260,283.7193671,49,644,6562.678832,24729,0,9557,5534323,704598,53894,630819,41538,371.715,22636.34002,112884,228603,150151,368944,10052,250936,601021,34286,15701.94619,2480496,80,56.84,62.32,100.58,NA
2021-2022,Feb,15,KARNATAKA,1519,KOLAR,5228294,282.9932143,49,624,9232.81236,11731,9,11367,5222354,1204656,92290,331375,22448,419.81587,24431.53568,105051,186498,138298,351353,942,234150,590148,23098,14778.90745,2670279,74,67.25,70.11,100.4,NA
2021-2022,Feb,15,KARNATAKA,1530,Yadgir,5008160,278.8346614,43,378,3089.561012,22652,0,30253,4996288,923887,53732,541401,28075,193.58,17214.52374,113654,183491,139494,269197,6245,262624,530869,52905,13931.38273,2532619,75,75.3,78.14,100.36,NA
2021-2022,Aug,15,KARNATAKA,1506,BIDAR,3582457,283.1345942,34,469,2949.936794,7047,0,20742,3568648,835546,76839,586789,47598,0,13054.01383,103509,176646,140793,288014,100,236361,476675,27789,10104.07703,1863811,60,71.82,77.6,102.75,NA
2021-2022,Aug,15,KARNATAKA,1509,CHIKKAMAGALURU,1606839,271.3350263,35,165,2068.15973,10088,0,27663,1606400,247257,44781,50219,8895,0,6426.885592,45555,86993,93974,233079,215,160147,377676,37751,4358.725862,813255,70,83.54,83.82,100.07,NA
2021-2022,Aug,15,KARNATAKA,1512,DAVANAGERE,2090057,274.8097563,33,236,2268.931673,10425,0,15042,2082304,435340,61093,303620,41772,183,8174.306221,62064,116312,116926,275301,229,219728,503343,25467,5722.374548,988195,74,68.86,67.24,100.03,NA
2021-2022,Aug,15,KARNATAKA,1516,HASSAN,3412433,270.2881901,39,488,3081.547408,4900,0,35784,3405437,471129,64761,54820,6857,255.44,12541.48144,87260,168906,166129,414251,552,267818,643226,40684,9204.494032,1688348,74,78.77,76.51,100.38,NA
2021-2022,Aug,15,KARNATAKA,1517,HAVERI,3353592,275.1570417,36,499,2721.069154,10242,0,21563,3319976,414640,53651,410329,41440,136.65,11992.8669,90741,179943,149129,366898,323,246780,593985,31805,9135.147748,1493624,81,63.01,63.13,100.39,NA
2021-2022,Aug,15,KARNATAKA,1518,KODAGU,474093,272.6176106,35,120,440.8639906,2342,0,10046,473071,46776,7757,24743,3863,44.17,1774.708847,13231,23007,29678,70761,58,74031,171328,12388,1289.674857,235426,79,77.62,66.57,100.38,NA
2021-2022,Aug,15,KARNATAKA,1519,KOLAR,3205313,268.9642184,37,520,3914.980778,6651,9,14580,3194559,740733,91889,198894,22315,230.01587,12737.21729,84600,146038,137361,349562,292,234540,602168,21231,8592.220646,1629536,75,77.08,74.88,100.26,NA
2021-2022,Aug,15,KARNATAKA,1522,MYSURU,2702530,269.1543165,33,255,3071.894577,10513,1,40477,2675409,402935,75158,267177,45139,83,10355.87339,79038,153126,157544,406935,445,317579,818725,50990,7200.978808,1287205,80,77.85,70.87,100.68,NA
2021-2022,Aug,15,KARNATAKA,1526,UDUPI,486382,289.1763104,34,37,584.8700541,3240,0,8572,486377,23711,5002,18365,4927,99.5,2090.857117,14089,25000,36440,88457,131,88933,194909,11812,1406.487063,300105,87,84.9,73.67,100,NA
2021-2022,Aug,15,KARNATAKA,1527,UTTARA KANNADA,935879,283.4058219,23,131,913.1651045,5926,0,14989,930651,61316,15531,37545,8298,93,3643.68422,39798,67548,85261,216878,42,178173,422422,20915,2637.519115,467810,83,68.3,57.27,100.41,NA
2021-2022,Aug,15,KARNATAKA,1530,Yadgir,2729108,264.2163492,30,281,2196.559089,9277,0,31465,2695237,471617,52837,268602,27462,193.58,9511.395893,88309,139873,137478,265499,312,257764,522431,40742,7121.256804,1365399,73,79.45,82.52,100.18,NA
2021-2022,Sep,15,KARNATAKA,1507,VIJAYPURA,4013328,278.1517448,36,902,5039.067225,10250,1,27314,3991907,715735,71304,48194,4712,483.27,16625.8962,110442,189751,161337,359480,514,319708,756330,37564,11103.55897,1837655,77,75.27,89.05,100.37,NA
2021-2022,Sep,15,KARNATAKA,1511,DAKSHINA KANNADA,1032971,277.8767727,41,81,993.8978022,6051,0,25945,1032851,54360,13448,70164,12058,172.27263,4036.223458,24650,44777,68119,157809,367,148801,331789,31996,2870.053026,482635,88,79.87,69,100.07,NA
2021-2022,Sep,15,KARNATAKA,1517,HAVERI,3842056,279.8414145,39,529,2724.157514,12102,0,20199,3801358,475115,53768,459631,41484,216.155,13578.08651,97469,194342,149656,367970,465,248389,597100,32301,10637.774,1712703,81,60.06,62.06,100.42,NA
2021-2022,Sep,15,KARNATAKA,1530,Yadgir,3279401,266.7611474,33,318,2865.495227,11708,0,31763,3232582,573845,53143,324757,27718,193.58,11682.34806,95813,152869,138207,266816,443,259314,525293,43471,8623.272833,1638253,74,78.09,81.77,100.21,NA
2021-2022,Dec,15,KARNATAKA,1502,BENGALURU,66165,275.84599,37,11,128.4221027,1037,7,1887,64751,11683,4098,753,461,55.5,362.5351397,1738,3372,6791,16656,15,51177,125264,2924,178.613037,30235,86,67.62,66.16,104.9,NA
2021-2022,Dec,15,KARNATAKA,1505,BALLARI,4383124,258.7962392,44,1265,2571.007322,4674,0,6463,3853109,793937,61408,1188422,86104,301.82263,12844.53114,86993,193739,99703,294643,655,155665,464121,11137,9971.701185,2005571,53,75.17,90.07,100.48,NA
2021-2022,Dec,15,KARNATAKA,1507,VIJAYPURA,4939236,287.6272152,40,973,6133.931143,13290,1,26856,4899667,873983,71694,61146,4715,588.29,20814.99689,120384,207923,162578,361547,1523,321863,758503,40146,14092.77575,2247876,77,69.35,84.92,100.39,NA
2021-2022,Dec,15,KARNATAKA,1513,DHARWAR,2427661,286.8824384,42,213,2513.179748,15177,1,15727,2412743,198014,17892,127647,12346,465.12669,9900.042389,57209,112542,81110,218964,735,154008,396094,30904,6921.735951,1034194,85,58.85,58.7,100.72,NA
2021-2022,Dec,15,KARNATAKA,1515,KALABURAGI,5945574,282.9966544,31,657,3654.03423,9474,2,47806,5898610,1382364,126152,83683,7045,369.15,20716.05318,188440,335392,231406,514971,2280,401548,895396,57280,16692.86895,3039496,62,73.96,83.07,100.39,NA
2021-2022,Dec,15,KARNATAKA,1516,HASSAN,4977505,287.4893865,46,620,3483.238671,12562,0,32870,4963369,677497,64932,75160,6880,459.21,18211.60776,107308,210412,166772,415470,1594,270025,646370,45432,14269.15909,2454706,75,77.53,77.07,100.47,NA
2021-2022,Dec,15,KARNATAKA,1517,HAVERI,4831134,284.3083407,44,603,5214.143202,24199,0,9564,4773242,601498,53867,553809,41526,371.715,19156.58333,107873,217256,150058,368752,3955,250091,599734,33763,13570.72513,2142615,80,59.15,62.27,100.46,NA
2021-2022,Dec,15,KARNATAKA,1521,MANDYA,3265322,287.0598748,36,458,1965.065065,20361,0,23631,3240912,323098,42616,19557,2833,420.39,11688.813,89521,156474,153050,373968,395,329933,734772,43992,9303.357931,1704897,82,77.6,74.8,100.21,NA
2021-2022,Dec,15,KARNATAKA,1527,UTTARA KANNADA,1557478,290.6537152,30,174,2137.404604,10691,0,13577,1542264,99976,15563,56650,8322,93,6713.052218,50858,88489,85917,218134,1003,183532,430664,24268,4482.647614,761721,83,59.93,52.84,100.25,NA
2021-2022,Dec,15,KARNATAKA,1529,RAMANAGARA,6677231,277.3322669,56,449,3914.729064,8612,0,78568,6647450,909843,52650,106776,5541,323.96,22674.21284,117252,217341,146076,333172,2202,204600,467754,87180,18435.52378,3325587,87,86.34,74.5,100.03,NA
2021-2022,Dec,15,KARNATAKA,1531,VIJAYANAGARA,5482609,271.5338371,47,803,2658.797327,12464,0,20065,5990225,1485861,111204,1238418,88507,0,18924.28512,126173,263886,159906,441495,2545,231209,633862,32529,16265.48779,2981058,67,80.76,89.96,100.08,NA
2021-2022,June,15,KARNATAKA,1505,BALLARI,3156281,217.2497163,34,1139,6.12,1375,0,7889,2801496,585922,61278,874555,85711,0,6092.362112,80539,177030,99228,293710,100,154298,461646,9264,6086.242112,1457006,49,83.71,92.79,100.33,NA
2021-2022,June,15,KARNATAKA,1519,KOLAR,1585676,238.4923638,26,374,562.0662916,3740,9,15687,1581707,360604,91288,100102,22196,182.01587,4516.332574,59887,99976,135936,346942,53,232050,598073,19427,3772.250413,795031,75,75.76,72.75,100.19,NA
2021-2022,June,15,KARNATAKA,1526,UDUPI,398783,286.1459517,33,32,214.6812911,1439,0,9092,398783,18365,4916,14749,4856,0,1355.782702,12067,21209,35586,86592,100,85432,188135,10531,1141.101411,247886,88,87.03,78.88,100,NA
2021-2022,Nov,15,KARNATAKA,1502,BENGALURU,59414,267.0778797,36,10,121.3151659,1014,7,1855,58227,10352,4095,673,457,55.5,332.3266029,1581,3078,6774,16628,13,51095,125107,2869,155.511437,27033,86,69.43,64.95,104.24,NA
2021-2022,Nov,15,KARNATAKA,1504,BELAGAVI,10444530,278.9724932,38,2469,12223.93542,31001,1,93503,10405434,958777,99454,1014008,74635,710.08001,41962.3141,270818,431049,404579,897423,3918,760593,1640497,124504,29028.29866,5345868,74,47.11,66.72,101.71,NA
2021-2022,Nov,15,KARNATAKA,1512,DAVANAGERE,3108142,292.36689,41,298,5914.367867,15481,0,11552,3090849,638101,61355,447578,41971,183,15133.98696,74924,142252,117663,276717,741,221322,505017,27033,9036.619096,1467596,74,66.02,67.01,100.05,NA
2021-2022,Nov,15,KARNATAKA,1525,TUMAKURU,6045517,284.6378332,42,949,9696.173477,22161,2,59438,6015052,787587,80876,423221,41124,253.66,27070.94716,141043,268186,217397,540460,660,429760,1063844,81599,17121.11368,2927561,84,75.25,70.97,99.96,NA
2021-2022,Nov,15,KARNATAKA,1528,CHIKKABALLAPURA,5370336,284.0687348,50,3521,7884.263015,30494,0,20551,5347734,1156639,81255,711833,49387,275,23350.50333,106638,202351,140303,356009,1635,218976,549244,51045,15191.24032,2724911,80,70.51,76.43,100.27,NA
2021-2022,Oct,15,KARNATAKA,1502,BENGALURU,50693,252.7985505,34,10,121.3151659,996,8,1822,49741,9084,4087,621,455,45.5,292.5596929,1447,2818,6726,16556,13,50964,124890,2818,125.744527,22784,86,70.21,63.95,103.79,NA
2021-2022,Oct,15,KARNATAKA,1521,MANDYA,2910667,283.3143846,34,424,1951.726835,14968,0,27242,2893700,294271,42578,16840,2817,420.39,10570.38518,84658,146886,152806,373513,287,328853,732930,42210,8198.268348,1533544,82,78.72,75.07,100.22,NA
2021-2022,June,15,KARNATAKA,1504,BELAGAVI,4669759,255.9820253,24,1740,1846.938188,4708,1,94508,4657797,422432,98527,424052,73640,710.08001,14480.14129,191352,293745,395332,883312,220,744160,1618086,99216,11923.1231,2422212,74,51.69,70.33,100.71,NA
2021-2022,June,15,KARNATAKA,1513,DHARWAR,1060876,251.0905431,27,136,141.5613316,2589,2,22807,1056942,91419,17711,54983,12252,219.68669,3015.12943,38894,74028,79953,216596,60,151081,390670,25396,2653.881408,453537,84,64.29,61.18,100.53,NA
2021-2022,June,15,KARNATAKA,1523,RAICHUR,5434417,196.473606,27,700,2444.577915,7630,0,30024,5414331,883776,108797,1205074,135102,0,13082.30927,195921,395954,258009,633609,73,344403,845346,37654,10637.73136,2769291,67,70.77,87.11,99.97,NA
2021-2022,June,15,KARNATAKA,1528,CHIKKABALLAPURA,2151393,240.3456917,31,2129,3129.153094,11234,0,29577,2147901,443503,80276,278562,48993,275,8566.54061,68372,124032,138112,351983,184,212787,539774,40811,5162.387516,1083179,80,72.11,76.64,100.25,NA
2021-2022,May,15,KARNATAKA,1503,BENGALURU RURAL,294478,233.8848781,22,199,422.1485455,1413,0,10795,294226,39966,25594,15443,7478,79.25,1189.548667,13197,23543,56596,137074,6,98859,233454,12208,688.1501215,141176,76,75.41,73,100.02,NA
2021-2022,May,15,KARNATAKA,1507,VIJAYPURA,1018544,233.840069,19,419,2263.474408,2942,2,23363,1014787,175049,68223,11136,4582,115.6,4752.053029,51049,83549,152520,343520,10,303003,727395,26305,2372.978621,457984,72,76.93,86.19,100.49,NA
2021-2022,May,15,KARNATAKA,1519,KOLAR,812894,242.387392,19,248,562.0662916,2160,9,15388,811272,183837,91040,51693,22138,182.01587,2710.503204,40917,66457,135143,345530,3,230779,595865,17548,1966.421043,407385,76,80.58,75.79,100.26,NA
2021-2022,May,15,KARNATAKA,1526,UDUPI,312506,229.9127965,30,31,212.4012911,594,0,9477,312506,14248,4884,11911,4834,0,930.8925749,10379,18075,35257,85912,60,84549,186472,10071,718.4912838,197487,88,88.41,78.06,100,NA
2021-2022,May,15,KARNATAKA,1529,RAMANAGARA,723125,212.0157411,24,97,366.9695722,2980,0,29053,721311,90011,51089,9986,5393,90,1986.262435,29426,50210,141269,324831,4,196191,455461,32033,1529.292862,360484,76,72.48,69.4,99.93,NA
2021-2022,Jan,15,KARNATAKA,1504,BELAGAVI,12890051,273.3887934,44,2634,15583.681,36128,1,92564,12836966,1152137,99583,1243907,74770,710.08001,51388.58748,287851,460962,406062,899662,22683,764317,1645509,128692,35094.82646,6680391,74,45.79,65.97,102.12,NA
2021-2022,Jan,15,KARNATAKA,1506,BIDAR,4990200,285.9600951,42,539,3745.216822,11459,0,20286,4964509,1171381,77115,828287,48002,220.73,18162.46148,116134,200386,142096,290199,2235,238044,478787,31745,14196.51466,2588992,58,54.97,62.77,102.38,NA
2021-2022,Jan,15,KARNATAKA,1508,CHAMARAJA NAGARA,3047019,285.0382203,35,757,1723.98448,8768,0,13532,3028939,848262,85888,273531,32562,349.92483,10707.54313,85944,150033,131447,307324,338,218382,512714,22300,8633.633821,1575467,76,86.71,79.94,100.61,NA
2021-2022,Jan,15,KARNATAKA,1511,DAKSHINA KANNADA,1579646,283.3772196,48,109,1823.371377,11524,0,25095,1579285,85614,13517,107605,12160,288.59709,6587.302389,32770,60171,69324,160183,716,151777,337107,36619,4475.333922,733693,89,79.45,69.09,100.05,NA
2021-2022,Jan,15,KARNATAKA,1516,HASSAN,5216139,284.4112276,47,636,3483.238671,13973,0,32297,5197240,707156,64935,78682,6880,459.21,18723.98275,109601,215276,166820,415577,2050,270372,646530,46270,14781.53408,2567764,76,77.55,76.95,100.49,NA
2021-2022,Jan,15,KARNATAKA,1519,KOLAR,4949753,282.6062839,48,614,9232.81236,11300,9,11623,4924857,1136532,92278,309034,22441,419.81587,23570.58359,102316,180959,138243,351254,834,234755,594402,22923,13917.95536,2520834,75,70.54,71.28,100.38,NA
2021-2022,Jan,15,KARNATAKA,1527,UTTARA KANNADA,1688623,290.3977291,31,179,2137.404604,11083,0,14288,1671471,106176,15568,60921,8322,93,7084.31843,52770,92097,85987,218264,1631,181402,425938,25371,4853.913826,824048,83,59.59,53.22,100.25,NA
2021-2022,July,15,KARNATAKA,1508,CHAMARAJA NAGARA,1489174,258.1208069,23,573,4.32,3830,0,16305,1487226,422436,85522,139421,32390,208.69483,4051.854581,62518,105787,130450,305549,33,215122,507574,20135,3838.839751,777029,76,88.68,78.76,100.26,NA
2021-2022,July,15,KARNATAKA,1517,HAVERI,2725063,257.8359117,33,448,602.4121017,3204,0,27914,2698271,337914,53533,341551,41351,73.65,7633.173735,80919,159003,148423,365480,186,244982,590668,31118,6957.111633,1214781,81,64.65,62.96,100.34,NA
2021-2022,July,15,KARNATAKA,1524,SHIVAMOGGA,1825718,273.4267715,23,494,2086.685867,7840,1,15660,1823318,375622,85953,89335,19046,82.60661,7154.732019,77820,137237,158471,402342,64,232926,556307,23500,4985.439542,923025,76,85.45,84.38,100.74,NA
2021-2022,July,15,KARNATAKA,1527,UTTARA KANNADA,804241,281.9257444,22,114,910.8833402,2726,0,17089,799682,53265,15519,33054,8290,0,3165.392771,36067,60981,85019,216421,26,177385,421022,19815,2254.509431,402767,83,70.16,57.28,100.45,NA
2021-2022,July,15,KARNATAKA,1528,CHIKKABALLAPURA,3287187,256.4139742,38,2733,3130.719094,12807,0,31417,3279547,687558,80688,427152,49164,275,11814.93589,85331,158077,139054,353762,603,214495,542784,44224,8409.216799,1657789,80,73.96,77.91,100.24,NA
2021-2022,July,15,KARNATAKA,1531,VIJAYANAGARA,4365081,255.6609108,41,688,18.24,4650,0,24674,4828820,1180687,110924,1028186,88307,0,12363.64519,115434,238453,159279,440252,1241,229341,632028,29324,12345.40519,2396585,66,85.37,93.59,100.07,NA
2021-2022,Oct,15,KARNATAKA,1505,BALLARI,4311416,256.7128735,43,1257,1368.192972,3157,0,7728,3785977,781388,61393,1169648,86081,301.82263,11389.10595,86594,192716,99675,294584,604,155516,463945,10885,9719.090345,1972848,52,77.58,91,100.45,NA
2021-2022,Oct,15,KARNATAKA,1512,DAVANAGERE,2879815,290.7924963,39,287,2270.371673,11332,0,15378,2865200,593266,61294,414691,41958,183,10785.15828,72351,137261,117552,276488,504,221062,504827,26710,8331.786603,1361138,74,65.86,66.63,100.03,NA
2021-2022,Oct,15,KARNATAKA,1519,KOLAR,4190803,278.4936745,43,576,3920.980778,7950,9,14470,4174044,970396,92200,261625,22406,230.51587,15775.94516,95679,167764,138000,350784,535,235977,604558,22420,11624.44851,2139639,75,72.55,72.24,100.32,NA
2021-2022,Oct,15,KARNATAKA,1527,UTTARA KANNADA,1288535,285.6131717,27,153,2130.534628,8947,0,13876,1275628,85489,15552,48766,8312,93,5866.896218,46628,80586,85698,217748,100,182841,429576,22823,3643.36159,634956,83,62.01,54.1,100.31,NA
2021-2022,Oct,15,KARNATAKA,1528,CHIKKABALLAPURA,5056105,281.1725265,48,3399,7796.110585,19827,0,29836,5035608,1085243,81130,665403,49351,275,22229.85682,103871,196677,140154,355717,1481,218538,548675,49663,14158.74624,2563158,80,70.42,76.54,100.28,NA
2021-2022,Oct,15,KARNATAKA,1530,Yadgir,3773591,272.19607,36,337,2865.495227,13655,0,32311,3718850,669675,53398,382260,27870,193.58,13181.63878,102206,163534,138737,267806,554,260840,528097,45966,10122.56355,1886424,74,76.69,80.71,100.33,NA
2021-2022,Oct,15,KARNATAKA,1531,VIJAYANAGARA,5347082,269.1280168,46,794,1925.282463,10800,0,21269,5851477,1447874,111180,1214573,88478,0,17673.24647,125030,261182,159837,441363,2347,231002,634894,32069,15747.964,2910885,67,80.71,90.24,100.07,NA
2021-2022,April,15,KARNATAKA,1501,BAGALKOTE,636198,210.3076199,14,900,281.5132587,1381,0,25685,635716,104177,54213,46897,22643,167.5,1785.972448,44045,72133,142197,321684,1,238085,525593,27066,1336.959189,322772,70,60.62,63.44,100.06,NA
2021-2022,April,15,KARNATAKA,1512,DAVANAGERE,362169,249.7345661,17,80,12.1041,840,4,19176,361631,71269,59872,54337,41116,0,915.2217087,20880,36915,114190,269882,3,214425,494114,20016,903.1176087,170022,76,70.35,66.76,100.05,NA
2021-2022,April,15,KARNATAKA,1516,HASSAN,436671,169.9422159,19,127,239.7686674,587,5,29286,436181,57961,63939,7132,6814,0,981.0243241,22059,40545,163426,408827,1,263093,637543,29873,741.2556567,215671,73,65.8,59.01,100.71,NA
2021-2022,April,15,KARNATAKA,1518,KODAGU,58981,174.5208101,19,29,0,190,6,9323,58981,6022,7555,2029,3701,0,102.934119,2961,4939,28387,68399,0,72073,167852,9513,102.934119,29779,82,82.5,49.1,101.27,NA
2021-2022,April,15,KARNATAKA,1519,KOLAR,472313,207.1624827,15,168,279.160827,1056,1,14643,471331,102314,90841,29523,22095,182.01587,1437.597698,29822,47510,134644,344637,0,230004,594644,15699,976.4210011,237098,76,79.29,74.1,100.28,NA
2021-2022,April,15,KARNATAKA,1528,CHIKKABALLAPURA,631774,208.16054,19,976,2589.915819,1457,0,32161,630982,128763,79644,79009,48750,85,3988.371357,33164,57279,136793,349575,2,210678,536263,33618,1313.455538,318575,81,73.47,76.59,100.26,NA
2021-2022,April,15,KARNATAKA,1530,Yadgir,298401,196.8056448,12,73,143.8928301,1197,4,25074,295545,50485,50584,26760,25831,0,725.5420729,23579,34401,130504,253231,0,245913,501525,26271,581.6492428,154922,71,70.85,69.04,100.01,NA
2021-2022,March,15,KARNATAKA,1502,BENGALURU,91664,290.103421,40,14,128.4221027,1642,7,1455,91417,16788,4122,1098,461,55.5,449.1259471,2252,4396,6846,16769,28,51741,126121,3097,265.2038444,43243,86,68.02,69.55,104.09,NA
2021-2022,March,15,KARNATAKA,1505,BALLARI,4804498,257.3705005,47,1300,2577.704412,6453,0,5252,4201210,858286,61425,1285419,86167,301.82263,13692.20225,88861,198522,99779,294793,1041,156411,457356,11705,10812.6752,2190834,52,70.34,85.55,100.92,NA
2021-2022,March,15,KARNATAKA,1509,CHIKKAMAGALURU,3170040,290.8458423,52,231,2093.83973,17909,0,26579,3227664,500794,44989,102188,8908,253,11734.36628,61599,120301,94638,234391,7740,162284,381117,44488,9387.526548,1633792,71,69.16,73.78,100.2,NA
2021-2022,March,15,KARNATAKA,1512,DAVANAGERE,4072195,295.3346254,49,360,5931.046597,16596,0,11786,4108103,859506,61464,574590,42028,312.77714,18376.47434,83023,158573,117894,277168,7759,221676,502465,28382,12132.65061,1942637,73,63.49,66.02,100.06,NA
2021-2022,March,15,KARNATAKA,1514,GADAG,4154087,288.4451261,43,1137,2875.618178,9928,0,9569,4243514,714111,52655,339300,23758,485.25,15601.07749,98659,209158,118108,307273,2338,160034,405584,19497,12240.20931,1948032,64,71.9,78.31,100.59,NA
2021-2022,March,15,KARNATAKA,1520,KOPPAL,8569942,280.3588661,51,2681,2439.235953,11842,0,23615,8801836,1412706,87050,1266708,73052,566.97929,27682.94285,171889,371071,194286,516096,3331,302650,861604,35457,24676.7276,4487653,75,80.68,82.27,100.09,NA
2021-2022,March,15,KARNATAKA,1521,MANDYA,3919651,289.4815573,40,521,1977.772195,22329,0,22937,3985735,387516,42652,25222,2851,443.1009,13958.84084,99255,175115,153318,374463,617,331419,737185,45266,11537.96775,2089569,81,72.78,71.81,100.23,NA
2021-2022,March,15,KARNATAKA,1522,MYSURU,4777188,287.4599848,44,345,4018.698345,18108,1,43035,4744512,726872,75702,477379,45630,229.9302,17887.20202,105698,207623,159733,410867,1670,323929,829629,61143,13638.57347,2286667,79,67.91,68.63,101.38,NA
2021-2022,May,15,KARNATAKA,1502,BENGALURU,4991,190.650072,18,3,39.79685466,163,35,2201,4861,1245,4003,62,445,0,49.06435466,265,458,6403,15880,0,49933,122889,2364,9.2675,2169,90,74.97,45.4,104.11,NA
2021-2022,May,15,KARNATAKA,1511,DAKSHINA KANNADA,312117,195.9200558,29,26,924.3729597,2782,0,21988,312081,14697,13336,17961,11890,85.52635,1621.328579,10738,18523,65830,153021,42,144397,323019,24770,611.4292694,144206,88,84.07,72.29,100.01,NA
2021-2022,May,15,KARNATAKA,1512,DAVANAGERE,514372,322.4244047,18,108,12.3657,1884,1,19005,513657,104683,60098,75681,41246,0,1668.521224,28002,49950,114685,270878,4,215369,495827,20889,1656.155524,241923,75,72.78,68.5,100.05,NA
2021-2022,May,15,KARNATAKA,1514,GADAG,1340472,244.3526443,20,669,743.8119073,1447,0,12516,1337412,200068,52362,105062,23647,134.75,4146.563494,63938,129008,117239,305588,11,158368,406855,13963,3268.001587,615462,64,92.18,90.6,100.3,NA
2021-2022,May,15,KARNATAKA,1520,KOPPAL,1753140,289.3112917,19,1070,14.78781586,1699,0,18218,1749114,299894,85790,247696,72149,195.57,5270.742122,90629,184481,190190,508678,12,295372,894427,19917,5060.384306,891631,70,94.84,92.54,99.93,NA
2021-2022,May,15,KARNATAKA,1528,CHIKKABALLAPURA,1128331,236.2476214,24,1452,3124.353094,10017,0,26646,1127105,232760,79853,142690,48849,275,6062.111848,46687,82417,137242,350392,38,211447,537466,36663,2662.758754,569592,80,76.15,76.87,100.26,NA
