fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2021-2022,Oct,15,KARNATAKA,1526,UDUPI,574112,288.4998437,36,42,831.2554303,4829,0,8217,574073,28212,5049,24874,4984,99.5,2586.955138,15859,28463,37155,89957,179,101482,212647,13046,1656.199708,349532,87,82.11,69.47,100,NA
2021-2022,April,15,KARNATAKA,1504,BELAGAVI,1687340,209.0943931,15,1030,985.9284647,1751,6,85117,1683027,150874,97681,134246,72495,0,4505.043557,112045,163734,387605,871556,4,731393,1599836,86868,3519.115092,906318,75,57.96,65.14,100.88,NA
2021-2022,April,15,KARNATAKA,1505,BALLARI,1527861,164.3575574,21,809,6.12,312,0,6794,1371533,285291,60880,442872,85023,0,2260.338138,62537,132182,98093,291402,2,152342,458208,7106,2254.218138,710887,49,90.71,96.72,100.33,NA
2021-2022,April,15,KARNATAKA,1511,DAKSHINA KANNADA,121041,144.5974045,22,12,2.7976975,544,11,21911,121033,5510,13308,6772,11858,0,177.8082741,5339,9074,65145,151679,3,143378,321080,22455,175.0105766,55833,89,81.51,68.71,100.03,NA
2021-2022,April,15,KARNATAKA,1515,KALABURAGI,1558418,154.1841927,15,357,488.0218575,1035,18,33932,1551803,396964,123760,22579,6928,93.3,2973.956785,102492,180229,225309,504128,1,385974,868557,34967,2392.634928,817043,59,92.29,94.48,100.25,NA
2021-2022,April,15,KARNATAKA,1520,KOPPAL,1342133,253.2080968,17,874,14.78781586,864,0,15693,1339594,234162,85456,192147,71848,0,3406.748288,77448,156809,188894,506294,1,293493,892222,16557,3391.960472,691154,68,96.99,94.75,99.94,NA
2021-2022,April,15,KARNATAKA,1521,MANDYA,211621,207.9631907,13,37,108.2268063,882,8,28517,211592,18391,41609,1350,2737,68.42,616.6802807,15359,25268,146895,362077,0,302708,687722,29399,440.0334744,107035,81,80.74,67.99,100.27,NA
2021-2022,April,15,KARNATAKA,1526,UDUPI,145242,164.9482168,22,20,181.5087961,335,0,8930,145242,6956,4842,6486,4797,0,421.0828852,6414,10772,34584,84653,5,83373,184243,9265,239.5740891,92152,88,90.53,70.39,100,NA
2021-2022,May,15,KARNATAKA,1501,BAGALKOTE,1072373,241.7213914,18,1143,282.2332587,2528,0,26858,1071368,166906,54543,75048,22748,167.5,3039.458895,58896,97614,143382,323779,41,239893,529144,29386,2589.725636,538911,70,59.51,64.98,100.02,NA
2021-2022,May,15,KARNATAKA,1508,CHAMARAJA NAGARA,696343,242.1043648,14,242,3.6,3178,0,14371,383082,104677,84769,34880,32044,69.8,1000.858243,25983,42474,128467,302001,0,211240,500969,17549,927.4582427,196623,76,80.75,60.5,100.45,NA
2021-2022,May,15,KARNATAKA,1510,CHITRADURGA,849129,283.1767066,17,135,7.5,2074,5,46966,847666,164090,98988,241185,90723,127.89,2535.782662,47593,81129,183974,453649,1,316530,787598,49040,2400.392662,437757,67,95.26,91.69,101.17,NA
2021-2022,May,15,KARNATAKA,1513,DHARWAR,522162,235.2921794,19,89,135.2013316,1300,2,21344,519305,45782,17658,26658,12211,177.03,1534.115384,26041,48030,79315,215317,7,149892,388504,22644,1221.884052,223437,83,63.73,54.8,100.96,NA
2021-2022,May,15,KARNATAKA,1515,KALABURAGI,2501381,252.6638991,18,466,757.7749211,1715,4,37636,2489649,648926,124693,31876,6950,93.3,7141.519159,133806,237287,227457,507988,5,390899,877199,39351,6290.444238,1298600,60,92.34,94.87,100.27,NA
2021-2022,May,15,KARNATAKA,1522,MYSURU,581823,210.8182513,20,111,1101.640261,3788,1,35312,575568,77329,73617,54915,43593,20,2335.042654,27552,51493,151704,395763,24,307801,800566,39100,1213.402393,277457,80,81.64,58.38,101.23,NA
2021-2022,May,15,KARNATAKA,1523,RAICHUR,2672039,231.2664039,20,447,2422.958825,4584,0,27845,2662352,430604,108176,618893,134119,0,8580.084554,129740,257221,256002,629799,29,340569,838478,32429,6157.125728,1368037,69,84.1,85.69,99.98,NA
2021-2022,July,15,KARNATAKA,1504,BELAGAVI,6178184,272.0236866,28,1958,8186.77695,10959,1,91756,6159704,557221,98799,609345,74121,710.08001,25652.71086,217261,338290,398360,887997,418,749473,1625602,102715,16755.8539,3173425,74,51.04,70.95,100.72,NA
2021-2022,July,15,KARNATAKA,1505,BALLARI,3945080,245.5824944,41,1222,11.58,1823,0,8024,3466277,725307,61350,1064683,85919,0,8524.149518,84531,187502,99481,294209,404,154905,462804,9847,8512.569518,1813293,48,83.84,93.4,100.29,NA
2021-2022,July,15,KARNATAKA,1511,DAKSHINA KANNADA,748914,269.9111247,37,57,931.4247535,4737,0,24021,748844,38024,13395,48353,11984,85.52635,3038.164366,19749,35442,67173,155864,198,146846,327860,28758,2021.213262,347739,88,80.94,70.06,100.02,NA
2021-2022,July,15,KARNATAKA,1529,RAMANAGARA,2586476,217.5528618,35,265,599.9593622,4323,0,47589,2576571,340721,51770,42982,5477,90,6295.36331,71990,128887,143324,328412,155,199425,460280,51912,5605.403948,1285445,82,80.62,73.85,99.94,NA
2021-2022,Sep,15,KARNATAKA,1503,BENGALURU RURAL,1285341,276.4582034,40,507,824.8901966,5312,0,11755,1282738,189427,26451,68088,7756,171.88,4543.004625,31492,58936,59463,142193,168,103649,241713,17067,3546.234429,633619,76,75.68,79.76,100.07,NA
2021-2022,Sep,15,KARNATAKA,1512,DAVANAGERE,2578742,283.1396246,37,270,2268.931673,11127,0,15202,2567751,538578,61231,371555,41895,183,9722.252215,68625,129837,117349,276082,398,220626,504690,26329,7270.320542,1219185,74,65.85,65.99,100.04,NA
2021-2022,Sep,15,KARNATAKA,1514,GADAG,3118676,280.0793568,34,1032,2269.016767,7902,0,8893,3102158,512316,52602,255116,23744,306.75,11264.27094,89795,188400,117977,307011,277,160039,409374,16795,8688.504174,1423810,65,81.51,84.97,100.39,NA
2021-2022,Sep,15,KARNATAKA,1515,KALABURAGI,5049819,286.0735252,27,627,2676.720262,7125,2,45027,5020963,1198339,125845,70519,7021,369.15,17409.51611,179401,319191,230551,513533,127,399017,891109,52152,14363.64585,2581971,61,81.48,89.75,100.39,NA
2021-2022,Sep,15,KARNATAKA,1519,KOLAR,3729771,277.4025793,40,548,3920.980778,7603,9,14284,3716429,862664,92037,231185,22374,230.51587,14460.96655,90844,158199,137739,350304,427,235397,603684,21887,10309.4699,1902747,75,73.67,72.57,100.3,NA
2021-2022,Sep,15,KARNATAKA,1520,KOPPAL,5867896,273.4901863,38,2208,2138.373681,5853,0,25980,5843927,973135,86709,847734,72845,446.17,18567.11052,151968,320514,193335,514417,873,300644,899849,31833,15982.56684,2990169,74,88.81,90.22,99.97,NA
2021-2022,Sep,15,KARNATAKA,1529,RAMANAGARA,4653178,252.6087924,46,376,3051.186958,5182,0,64583,4634384,619044,52364,74286,5525,213.94,14971.98842,98743,181307,145035,331423,829,202132,464136,69765,11706.86146,2308184,85,85.45,74.88,100.01,NA
2021-2022,Dec,15,KARNATAKA,1514,GADAG,3622908,286.0512939,38,1085,2863.443178,8887,0,9020,3600382,602464,52627,294963,23751,485.25,13647.63247,94104,198436,118045,307139,721,160256,409133,17907,10298.9393,1653891,65,75.59,80.91,100.36,NA
2021-2022,Dec,15,KARNATAKA,1518,KODAGU,663347,282.7983836,40,152,555.5414067,4217,0,9593,661776,66297,7816,36177,3891,44.17,2471.203238,16179,28420,30058,71452,141,74923,172607,13810,1871.491831,328963,79,68.51,60.09,100.42,NA
2021-2022,Dec,15,KARNATAKA,1522,MYSURU,4106916,284.6395796,41,317,4005.828345,15398,1,43639,4053198,620968,75613,409951,45508,183,15725.83409,98180,192570,159366,410233,1189,321949,826241,59037,11537.00575,1954926,80,73.34,70.61,100.85,NA
2021-2022,Dec,15,KARNATAKA,1525,TUMAKURU,6373828,283.2185674,43,972,10242.32756,25171,2,57812,6340691,823999,80899,443673,41159,253.66,28454.00177,144512,275100,217630,540887,736,429817,1062829,82983,17958.01421,3085978,84,74.38,70.62,99.98,NA
2021-2022,Nov,15,KARNATAKA,1505,BALLARI,4359641,258.2286576,44,1260,1370.532972,3250,0,7772,3831183,790201,61404,1183072,86102,301.82263,11565.56803,86877,193418,99697,294630,630,155623,464138,11022,9893.212432,1995059,53,77.27,90.71,100.45,NA
2021-2022,Nov,15,KARNATAKA,1510,CHITRADURGA,5161571,289.2719745,41,430,4770.231343,23327,0,41313,5134223,1001764,100060,1183624,91845,484.5,20106.59959,123533,224421,186926,459085,706,322848,796440,64640,14851.86825,2664939,70,91.67,91.77,101.35,NA
2021-2022,Nov,15,KARNATAKA,1516,HASSAN,4819893,286.1786852,45,605,3471.478671,10842,0,33954,4806931,654334,64925,73587,6876,459.21,17687.10061,105445,206525,166728,415391,1307,269774,646455,44796,13756.41193,2379649,75,78.66,77.64,100.45,NA
2021-2022,Nov,15,KARNATAKA,1519,KOLAR,4473055,284.6262494,45,589,9042.292917,8892,9,13644,4454571,1032093,92231,277360,22426,419.81587,22140.98715,98144,172639,138090,350957,632,236164,604653,22536,12678.87836,2282415,75,72.24,72.33,100.32,NA
2021-2022,Nov,15,KARNATAKA,1520,KOPPAL,7079000,279.4130187,43,2425,2150.133681,7554,0,26303,7046238,1157111,86972,1021386,72985,446.17,22284.40998,161331,344242,193981,515562,1458,301954,896285,33857,19688.1063,3599288,74,87.01,88.59,99.96,NA
2021-2022,Nov,15,KARNATAKA,1527,UTTARA KANNADA,1422452,288.5731969,28,165,2131.134628,10212,0,13379,1408256,93728,15557,53244,8318,93,6287.983988,48838,84633,85800,217925,356,183177,430115,23591,4063.84936,698066,83,60.95,53.45,100.28,NA
2021-2022,Nov,15,KARNATAKA,1529,RAMANAGARA,6197543,272.7190796,54,436,3521.184242,7403,0,76564,6170335,836305,52608,98985,5537,213.94,20562.80506,113686,210398,145880,332872,1845,203944,466825,83967,16827.68082,3082018,86,86.69,74.7,100.01,NA
2021-2022,Nov,15,KARNATAKA,1530,Yadgir,4161520,277.2222277,38,354,2865.495227,16941,0,31108,4101853,743779,53585,427190,28010,193.58,14430.32349,106165,170406,139084,268461,976,261724,529772,48049,11371.24826,2081763,75,76.41,80.03,100.32,NA
2021-2022,Jan,15,KARNATAKA,1501,BAGALKOTE,5636656,278.1133574,46,2789,7550.864781,22438,0,18796,5617432,884026,56753,366041,23414,411.44,23585.13352,120670,215073,151392,337612,10230,252441,545184,41234,15622.82874,2878275,71,50.54,64.41,99.99,NA
2021-2022,Jan,15,KARNATAKA,1512,DAVANAGERE,3594075,288.0702369,45,334,5916.556597,16069,0,11640,3569935,743481,61447,505012,42006,258,16458.47681,79123,150712,117827,277033,4131,221740,504515,27709,10283.92021,1691249,74,64.52,66.31,100.05,NA
2021-2022,Jan,15,KARNATAKA,1518,KODAGU,696417,281.9414863,41,159,555.5414067,4998,0,9004,694400,69400,7827,38363,3898,44.17,2557.513088,16679,29296,30094,71519,195,75051,172816,14002,1957.801681,345113,79,68,59.85,100.44,NA
2021-2022,Feb,15,KARNATAKA,1503,BENGALURU RURAL,1766713,285.1211256,47,613,2516.765137,8114,0,11370,1764006,264019,26645,93469,7809,263.57,7809.888899,37245,69895,60147,143281,378,105544,244710,19484,5029.553762,872784,77,71.4,79.28,100.27,NA
2021-2022,Feb,15,KARNATAKA,1508,CHAMARAJA NAGARA,3197663,285.4847995,36,768,1723.98448,9400,0,13073,3190026,895221,85900,284615,32564,349.92483,11180.94864,87682,153456,131475,307372,379,218677,513028,22473,9107.03933,1658984,76,84.06,77.7,100.68,NA
2021-2022,Feb,15,KARNATAKA,1512,DAVANAGERE,3886951,289.040241,47,343,5916.556597,16226,0,11814,3875190,808375,61456,543873,42026,258,17375.41511,81356,155192,117877,277135,6267,221868,504066,28040,11200.85851,1833841,73,63.76,66.04,100.06,NA
2021-2022,Feb,15,KARNATAKA,1515,KALABURAGI,7525052,273.6251352,37,706,3654.03423,12050,2,51317,7495563,1719049,126632,105732,7101,369.15,24532.92862,200946,359508,232721,517148,9190,406771,903663,63367,20509.74439,3873532,62,74.33,83.11,100.35,NA
2021-2022,Feb,15,KARNATAKA,1523,RAICHUR,11582755,243.78168,50,899,12335.85449,25433,0,29828,12026123,2056991,110102,2744034,137016,271,41924.33918,239292,489890,261512,640225,16058,353319,859617,55261,29317.48469,6097767,69,65.84,74.37,100.03,NA
2021-2022,Feb,15,KARNATAKA,1524,SHIVAMOGGA,3769952,283.5353254,35,646,4032.033551,13431,1,13414,3771125,730173,86298,177030,19124,253.13661,14977.6417,106048,194957,159759,404815,3572,235815,561101,26845,10692.47154,1863817,75,76.43,80.02,100.84,NA
2021-2022,Feb,15,KARNATAKA,1531,VIJAYANAGARA,5919415,266.2980329,50,850,2658.797327,13319,0,19846,6517078,1587488,111247,1333079,88564,0,20013.64784,129209,271371,160042,441757,4138,231836,633958,33165,17354.85052,3242970,67,81.43,89.85,100.12,NA
